序位	詞彙	詞頻	百萬詞頻
2579	製	48	53
2580	檢驗	48	53
2581	打球	48	53
2582	左右	48	53
2583	宣傳	48	53
2584	號召	48	53
2585	失去	48	53
2586	再生	48	53
2587	若	48	53
2588	校院	48	53
2589	場域	48	53
2590	往往	48	53
2591	首獎	48	53
2592	廢棄物	48	53
2593	來到	48	53
2594	停課	48	53
2595	免	47	52
2596	增強	47	52
2597	負面	47	52
2598	不便	47	52
2599	彩虹	47	52
2600	事務	47	52
2601	太陽	47	52
2602	心態	47	52
2603	體能	47	52
2604	書寫	47	52
2605	違規	47	52
2606	撰寫	47	52
2607	一百零八學年	47	52
2608	二十七	47	52
2609	事情	47	52
2610	津貼	47	52
2611	價格	47	52
2612	紅色	47	52
2613	話	47	52
2614	郵報網站	47	52
2615	單	47	52
2616	步道	47	52
2617	剩	47	52
2618	二十四日	47	52
2619	環團	47	52
2620	高齡	47	52
2621	合理	47	52
2622	東	47	52
2623	搶救	47	52
2624	聯賽	47	52
2625	落後	47	52
2626	在於	47	52
2627	師	47	52
2628	古	47	52
2629	圓	47	52
2630	二十六	47	52
2631	品德	47	52
2632	李琦瑋	47	52
2633	高於	47	52
2634	序	47	52
2635	販售	47	52
2636	感情	47	52
2637	竟	46	51
2638	十日	46	51
2639	工資	46	51
2640	溫暖	46	51
2641	標示	46	51
2642	延續	46	51
2643	原住民族	46	51
2644	矚目	46	51
2645	用心	46	51
2646	道路	46	51
2647	就醫	46	51
2648	截至	46	51
2649	團	46	51
2650	副署長	46	51
2651	擬	46	51
2652	亞軍	46	51
2653	輕	46	51
2654	自動	46	51
2655	創辦人	46	51
2656	支付	46	51
2657	馬祖	46	51
2658	平安	46	51
2659	防止	46	51
2660	衛星	46	51
2661	民意	46	51
2662	測站	46	51
2663	港	46	51
2664	用品	46	51
2665	球迷	46	51
2666	大專院校	46	51
2667	大小	46	51
2668	描述	46	51
2669	公投案	46	51
2670	體制	46	51
2671	相對	46	51
2672	票選	46	51
2673	大人	46	51
2674	四成	46	51
2675	成癮	46	51
2676	著手	46	51
2677	兼	46	51
2678	足球隊	46	51
2679	水準	46	51
2680	有點	46	51
2681	用來	46	51
2682	限	46	51
2683	到場	46	51
2684	醫護	46	51
2685	對抗	46	51
2686	停辦	46	51
2687	肉	46	51
2688	居住	45	50
2689	視覺	45	50
2690	感受到	45	50
2691	童年	45	50
2692	兒福	45	50
2693	三千	45	50
2694	斷層	45	50
2695	設計師	45	50
2696	銜接	45	50
2697	井	45	50
2698	翻	45	50
2699	補強	45	50
2700	深度	45	50
2701	保育員	45	50
2702	體重	45	50
2703	唱歌	45	50
2704	平日	45	50
2705	延後	45	50
2706	享有	45	50
2707	編列	45	50
2708	棟	45	50
2709	身為	45	50
2710	肢體	45	50
2711	鄭麗君	45	50
2712	春	45	50
2713	研議	45	50
2714	尚	45	50
2715	南投	45	50
2716	公開賽	45	50
2717	捐	45	50
2718	如期	45	50
2719	激烈	45	50
2720	頁	45	50
2721	山區	45	50
2722	專心	45	50
2723	蝴蝶	45	50
2724	攜手	45	50
2725	放榜	45	50
2726	經典	45	50
2727	飛行	45	50
2728	教保	45	50
2729	稱為	45	50
2730	採收	45	50
2731	擅長	45	50
2732	防災	45	50
2733	自學	45	50
2734	海岸	45	50
2735	地景	45	50
2736	期望	44	49
2737	凸顯	44	49
2738	雜誌	44	49
2739	張永興	44	49
2740	建構	44	49
2741	賞	44	49
2742	篇	44	49
2743	功課	44	49
2744	受教權	44	49
2745	還可以	44	49
2746	理論	44	49
2747	接種	44	49
2748	捐助	44	49
2749	農曆	44	49
2750	小孩	44	49
2751	通常	44	49
2752	深澳	44	49
2753	二十八	44	49
2754	不已	44	49
2755	物資	44	49
2756	一同	44	49
2757	深耕	44	49
2758	幼	44	49
2759	當然	44	49
2760	獎勵	44	49
2761	雙胞胎	44	49
2762	兄弟	44	49
2763	碩士	44	49
2764	九合一	44	49
2765	吳啟綜	44	49
2766	再次	44	49
2767	舞獅	44	49
2768	火箭隊	44	49
2769	購物	44	49
2770	智能	44	49
2771	常常	44	49
2772	中小	44	49
2773	為何	44	49
2774	游泳	44	49
2775	低於	44	49
2776	成熟	44	49
2777	歡樂	44	49
2778	政大	44	49
2779	冬	44	49
2780	三分之一	44	49
2781	十四日	44	49
2782	重返	44	49
2783	車站	44	49
2784	左營	44	49
2785	時候	44	49
2786	動力	44	49
2787	教職員	44	49
2788	體罰	44	49
2789	願	44	49
2790	蘭嶼	44	49
2791	言論	44	49
2792	燈	44	49
2793	商業	44	49
2794	迅速	44	49
2795	缺額	44	49
2796	裝設	44	49
2797	選修	43	48
2798	完善	43	48
2799	拆除	43	48
2800	藻礁	43	48
2801	廠商	43	48
2802	邁入	43	48
2803	兼顧	43	48
2804	駕駛	43	48
2805	及早	43	48
2806	國旗	43	48
2807	廣播	43	48
2808	五千	43	48
2809	中研院	43	48
2810	何	43	48
2811	冰	43	48
2812	效應	43	48
2813	排放	43	48
2814	接近	43	48
2815	主因	43	48
2816	主席	43	48
2817	兩岸	43	48
2818	壽山	43	48
2819	雙連	43	48
2820	一萬	43	48
2821	留在	43	48
2822	發言人	43	48
2823	重建	43	48
2824	發放	43	48
2825	云	43	48
2826	取	43	48
2827	制定	43	48
2828	傷	43	48
2829	季後賽	43	48
2830	阿里山	43	48
2831	車禍	43	48
2832	倫理	43	48
2833	男女	43	48
2834	行程	43	48
2835	疑慮	43	48
2836	居	43	48
2837	漂亮	43	48
2838	男生組	43	48
2839	獲勝	43	48
2840	不利	43	48
2841	小提燈	43	48
2842	災害	43	48
2843	細胞	43	48
2844	抗	43	48
2845	高峰	43	48
2846	大使	43	48
2847	黏土	43	48
2848	王子	43	48
2849	憲法	43	48
2850	兼任	43	48
2851	獨木舟	43	48
2852	勵馨	42	47
2853	效力	42	47
2854	花燈	42	47
2855	得知	42	47
2856	領綱	42	47
2857	三十一日	42	47
2858	補充	42	47
2859	消失	42	47
2860	現有	42	47
2861	史	42	47
2862	高等	42	47
2863	西區	42	47
2864	新鮮	42	47
2865	輛	42	47
2866	戰爭	42	47
2867	連署	42	47
2868	單字	42	47
2869	縮短	42	47
2870	懂	42	47
2871	增設	42	47
2872	一些	42	47
2873	透露	42	47
2874	捐給	42	47
2875	二十多	42	47
2876	從中	42	47
2877	混合	42	47
2878	十足	42	47
2879	辨識	42	47
2880	立	42	47
2881	店家	42	47
2882	名稱	42	47
2883	鐵道	42	47
2884	病	42	47
2885	遭受	42	47
2886	適性	42	47
2887	縣政府	42	47
2888	即時	42	47
2889	有機	42	47
2890	中學生報	42	47
2891	學分	42	47
2892	紅襪隊	42	47
2893	長庚	42	47
2894	酒	42	47
2895	只好	42	47
2896	贈送	42	47
2897	農民	42	47
2898	總冠軍	42	47
2899	替代	42	47
2900	推展	42	47
2901	機器	42	47
2902	必	42	47
2903	太多	42	47
2904	私幼	42	47
2905	層	42	47
2906	預定	42	47
2907	搶	42	47
2908	竟然	41	46
2909	手冊	41	46
2910	十一日	41	46
2911	事項	41	46
2912	低年級	41	46
2913	緬甸	41	46
2914	增添	41	46
2915	圓夢	41	46
2916	流程	41	46
2917	推	41	46
2918	衛武營	41	46
2919	營運	41	46
2920	簽約	41	46
2921	或許	41	46
2922	局長	41	46
2923	惡化	41	46
2924	帶回	41	46
2925	球星	41	46
2926	強制	41	46
2927	轉為	41	46
2928	飛	41	46
2929	交大	41	46
2930	姓名	41	46
2931	傑克	41	46
2932	華語	41	46
2933	職涯	41	46
2934	勝利	41	46
2935	績優	41	46
2936	實地	41	46
2937	降到	41	46
2938	對策	41	46
2939	圖象	41	46
2940	然後	41	46
2941	國會	41	46
2942	製成	41	46
2943	返	41	46
2944	不當	41	46
2945	副局長	41	46
2946	茶	41	46
2947	募集	41	46
2948	累計	41	46
2949	八日	41	46
2950	親自	41	46
2951	國民黨	41	46
2952	先生	41	46
2953	複雜	41	46
2954	錄取率	41	46
2955	材質	41	46
2956	公幼	41	46
2957	刊第	41	46
2958	社福	41	46
2959	大雨	41	46
2960	氛圍	41	46
2961	兒盟	41	46
2962	相比	41	46
2963	降雨	41	46
2964	國防	41	46
2965	一邊	41	46
2966	元素	41	46
2967	排隊	41	46
2968	替	41	46
2969	動機	41	46
2970	首創	41	46
2971	直轄市	41	46
2972	母	41	46
2973	復健	41	46
2974	生長	41	46
2975	法案	41	46
2976	練	41	46
2977	市區	41	46
2978	干擾	40	44
2979	不如	40	44
2980	即可	40	44
2981	警方	40	44
2982	閒置	40	44
2983	登上	40	44
2984	投球	40	44
2985	手工	40	44
2986	祕書	40	44
2987	礁	40	44
2988	七日	40	44
2989	雙打	40	44
2990	生病	40	44
2991	憂心	40	44
2992	國慶	40	44
2993	交易	40	44
2994	罰鍰	40	44
2995	插畫家	40	44
2996	臺鐵	40	44
2997	等待	40	44
2998	不幸	40	44
2999	洪素蓉	40	44
3000	試務	40	44
3001	千	40	44
3002	中午	40	44
3003	聆聽	40	44
3004	首都	40	44
3005	喊	40	44
3006	循環	40	44
3007	夫人	40	44
3008	衛生紙	40	44
3009	麵包	40	44
3010	便利	40	44
3011	介入	40	44
3012	母校	40	44
3013	求學	40	44
3014	既	40	44
3015	烹飪	40	44
3016	到來	40	44
3017	三十一	40	44
3018	迷你	40	44
3019	將來	40	44
3020	姐妹	40	44
3021	天文	40	44
3022	田徑	40	44
3023	現況	40	44
3024	事物	40	44
3025	白天	40	44
3026	三十日	40	44
3027	夜	40	44
3028	紐約	40	44
3029	難民	40	44
3030	以為	40	44
3031	村	40	44
3032	重現	40	44
3033	預報	40	44
3034	溼地	40	44
3035	一成	40	44
3036	素材	40	44
3037	顯然	40	44
3038	適當	40	44
3039	共享	40	44
3040	宗教	40	44
3041	醫生	40	44
3042	裁判	40	44
3043	選票	40	44
3044	把關	39	43
3045	病患	39	43
3046	穿上	39	43
3047	華山	39	43
3048	觀	39	43
3049	放寬	39	43
3050	淹水	39	43
3051	激發	39	43
3052	大氣	39	43
3053	失敗	39	43
3054	釐清	39	43
3055	細節	39	43
3056	四百	39	43
3057	受惠	39	43
3058	邀集	39	43
3059	校系	39	43
3060	比利時	39	43
3061	托嬰	39	43
3062	關卡	39	43
3063	參展	39	43
3064	體系	39	43
3065	從未	39	43
3066	陽光	39	43
3067	蜂	39	43
3068	面向	39	43
3069	大部分	39	43
3070	防	39	43
3071	辦公室	39	43
3072	活力	39	43
3073	財團	39	43
3074	獼猴	39	43
3075	分布	39	43
3076	廢除	39	43
3077	野放	39	43
3078	指示	39	43
3079	選擇題	39	43
3080	加拿大	39	43
3081	害怕	39	43
3082	馬拉松	39	43
3083	生存	39	43
3084	中斷	39	43
3085	正義	39	43
3086	當初	39	43
3087	主持	39	43
3088	遺憾	39	43
3089	人事案	39	43
3090	綠島	39	43
3091	第八	39	43
3092	發想	39	43
3093	持	39	43
3094	固定	39	43
3095	滿足	39	43
3096	專欄	39	43
3097	會長	39	43
3098	一百零八學年度	39	43
3099	踏查	39	43
3100	小心	39	43
3101	海濱	39	43
3102	入圍	39	43
3103	十萬	39	43
3104	陷入	39	43
3105	海嘯	39	43
3106	火山	39	43
3107	訴求	39	43
3108	穿越	38	42
3109	編織	38	42
3110	移工	38	42
3111	當代	38	42
3112	金門縣	38	42
3113	竹	38	42
3114	文學獎	38	42
3115	市集	38	42
3116	第七	38	42
3117	原民	38	42
3118	呼吸	38	42
3119	冒險	38	42
3120	寅	38	42
3121	吸收	38	42
3122	布置	38	42
3123	童書	38	42
3124	漫畫家	38	42
3125	長榮	38	42
3126	冬季	38	42
3127	馬	38	42
3128	作答	38	42
3129	一致	38	42
3130	東區	38	42
3131	升級	38	42
3132	貧困	38	42
3133	風	38	42
3134	正視	38	42
3135	學士班	38	42
3136	陳中興	38	42
3137	狀態	38	42
3138	音樂會	38	42
3139	足球賽	38	42
3140	低薪	38	42
3141	降	38	42
3142	學齡	38	42
3143	更新	38	42
3144	腳踏車	38	42
3145	跑步	38	42
3146	品牌	38	42
3147	蛋	38	42
3148	寫下	38	42
3149	屋頂	38	42
3150	車輛	38	42
3151	觀點	38	42
3152	發音	38	42
3153	廢	38	42
3154	般	38	42
3155	體育班	38	42
3156	冷氣團	38	42
3157	一六年	38	42
3158	潘文忠	38	42
3159	團員	38	42
3160	飛魚	38	42
3161	輔助	38	42
3162	綱要	38	42
3163	超額	38	42
3164	專屬	38	42
3165	貨幣	38	42
3166	雲林	38	42
3167	故鄉	38	42
3168	如同	38	42
3169	明	38	42
3170	農場	38	42
3171	收穫	38	42
3172	僅有	38	42
3173	課審會	38	42
3174	太陽能	38	42
3175	一百零六學年度	38	42
3176	報考	37	41
3177	認定	37	41
3178	加裝	37	41
3179	墨西哥	37	41
3180	薪水	37	41
3181	頂尖	37	41
3182	家境	37	41
3183	可惜	37	41
3184	議員	37	41
3185	新北市	37	41
3186	贏	37	41
3187	司法	37	41
3188	學生會	37	41
3189	視	37	41
3190	以外	37	41
3191	睡眠	37	41
3192	夥伴	37	41
3193	福	37	41
3194	美味	37	41
3195	北門	37	41
3196	淘汰	37	41
3197	與會	37	41
3198	勿	37	41
3199	天使	37	41
3200	派遣	37	41
3201	地形	37	41
3202	法人	37	41
3203	立志	37	41
3204	力克	37	41
3205	看法	37	41
3206	平衡	37	41
3207	拔河	37	41
3208	晒	37	41
3209	愈來愈	37	41
3210	十六日	37	41
3211	九十	37	41
3212	場景	37	41
3213	梅	37	41
3214	上週	37	41
3215	懂得	37	41
3216	卡片	37	41
3217	時空	37	41
3218	恆春	37	41
3219	二十九	37	41
3220	證照	37	41
3221	財務	37	41
3222	有助於	37	41
3223	漢字	37	41
3224	防護	37	41
3225	電力	37	41
3226	廢棄	37	41
3227	善用	37	41
3228	行列	37	41
3229	充實	37	41
3230	逐步	37	41
3231	特定	37	41
3232	挹注	37	41
3233	正面	37	41
3234	東港	37	41
3235	當前	37	41
3236	週末	37	41
3237	石牌	37	41
3238	凱莉	37	41
3239	主祕	37	41
3240	勞動部	37	41
3241	螢幕	37	41
3242	證實	37	41
3243	二十一日	37	41
3244	接軌	37	41
3245	觀測	37	41
3246	佳作	37	41
3247	派	37	41
3248	勇於	37	41
3249	跑道	37	41
3250	親手	37	41
3251	疑似	37	41
3252	敲出	37	41
3253	念書	37	41
3254	不大	37	41
3255	隨後	37	41
3256	娃娃機	37	41
3257	外出	37	41
3258	平權	37	41
3259	暖	36	40
3260	二十七日	36	40
3261	品格	36	40
3262	集團	36	40
3263	園遊會	36	40
3264	獨輪車	36	40
3265	正向	36	40
3266	五日	36	40
3267	海報	36	40
3268	復興	36	40
3269	牛	36	40
3270	煙	36	40
3271	金車	36	40
3272	競技	36	40
3273	林務局	36	40
3274	成人	36	40
3275	罰	36	40
3276	邱乾國	36	40
3277	打算	36	40
3278	兒虐	36	40
3279	卡	36	40
3280	犧牲	36	40
3281	價值觀	36	40
3282	永遠	36	40
3283	藥物	36	40
3284	十九日	36	40
3285	攤位	36	40
3286	年底	36	40
3287	大象	36	40
3288	雅加達	36	40
3289	分成	36	40
3290	招聯會	36	40
3291	耶誕節	36	40
3292	財政	36	40
3293	飼養	36	40
3294	黃	36	40
3295	強震	36	40
3296	相互	36	40
3297	雨	36	40
3298	環保局	36	40
3299	四十一	36	40
3300	傷亡	36	40
3301	事業	36	40
3302	父親節	36	40
3303	愛因斯坦	36	40
3304	張旭政	36	40
3305	首先	36	40
3306	哪些	36	40
3307	畫出	36	40
3308	預期	36	40
3309	優惠	36	40
3310	一生	36	40
3311	祭典	36	40
3312	實務	36	40
3313	專注	36	40
3314	大谷翔平	36	40
3315	三十三	36	40
3316	謝謝	36	40
3317	亦	36	40
3318	進修	36	40
3319	百合	36	40
3320	指揮	36	40
3321	其餘	36	40
3322	收	35	39
3323	致詞	35	39
3324	警訊	35	39
3325	火力	35	39
3326	外師	35	39
3327	續	35	39
3328	戲	35	39
3329	就診	35	39
3330	腦	35	39
3331	比照	35	39
3332	體操	35	39
3333	兩千	35	39
3334	一百零五年	35	39
3335	短期	35	39
3336	開打	35	39
3337	有如	35	39
3338	救	35	39
3339	捕	35	39
3340	信	35	39
3341	協同	35	39
3342	三十六	35	39
3343	環島	35	39
3344	傳達	35	39
3345	全力	35	39
3346	單一	35	39
3347	鹿港	35	39
3348	二十日	35	39
3349	教職	35	39
3350	力	35	39
3351	三十八	35	39
3352	煮	35	39
3353	住宅	35	39
3354	試	35	39
3355	主播	35	39
3356	站上	35	39
3357	尋	35	39
3358	黃金	35	39
3359	克羅埃西亞	35	39
3360	洞	35	39
3361	領取	35	39
3362	五十一	35	39
3363	劉孟奇	35	39
3364	不良	35	39
3365	失	35	39
3366	傳遞	35	39
3367	進場	35	39
3368	路徑	35	39
3369	現任	35	39
3370	類型	35	39
3371	邁向	35	39
3372	三十四	35	39
3373	激勵	35	39
3374	初步	35	39
3375	人際	35	39
3376	建	35	39
3377	球技	35	39
3378	受損	35	39
3379	助人	35	39
3380	鄭問	35	39
3381	包	35	39
3382	四十五	35	39
3383	大自然	35	39
3384	自律	35	39
3385	來臨	35	39
3386	蠟燭	35	39
3387	海域	35	39
3388	體力	35	39
3389	抵達	35	39
3390	重啟	35	39
3391	遊學	35	39
3392	打氣	35	39
3393	專任	35	39
3394	訪	35	39
3395	國民教育	35	39
3396	先進	35	39
3397	十三日	35	39
3398	虐待	35	39
3399	做成	35	39
3400	線上	35	39
3401	立刻	35	39
3402	委託	35	39
3403	紫斑蝶	35	39
3404	民生	35	39
3405	一五年	35	39
3406	理由	35	39
3407	時段	35	39
3408	定位	35	39
3409	敘利亞	35	39
3410	書香	35	39
3411	播放	35	39
3412	奇蹟	35	39
3413	近距離	35	39
3414	總理	34	38
3415	編制	34	38
3416	過世	34	38
3417	精進	34	38
3418	災情	34	38
3419	資深	34	38
3420	福衛	34	38
3421	根本	34	38
3422	追蹤	34	38
3423	慢	34	38
3424	命題	34	38
3425	母語	34	38
3426	神	34	38
3427	火車站	34	38
3428	特性	34	38
3429	道歉	34	38
3430	接下來	34	38
3431	平板	34	38
3432	決心	34	38
3433	青睞	34	38
3434	卓越	34	38
3435	推估	34	38
3436	背後	34	38
3437	玻璃	34	38
3438	盡	34	38
3439	工作室	34	38
3440	半數	34	38
3441	主委	34	38
3442	親近	34	38
3443	軍事	34	38
3444	引領	34	38
3445	畫家	34	38
3446	回歸	34	38
3447	迎戰	34	38
3448	編寫	34	38
3449	春聯	34	38
3450	補習班	34	38
3451	公辦	34	38
3452	東方	34	38
3453	見證	34	38
3454	實驗室	34	38
3455	雪	34	38
3456	較多	34	38
3457	遭到	34	38
3458	第九	34	38
3459	千萬	34	38
3460	能否	34	38
3461	新莊區	34	38
3462	瑞士	34	38
3463	走訪	34	38
3464	基於	34	38
3465	發送	34	38
3466	影響力	34	38
3467	舞	34	38
3468	通訊	34	38
3469	叫	34	38
3470	樹木	34	38
3471	甄試	34	38
3472	龜山	34	38
3473	獸醫	34	38
3474	地面	34	38
3475	略	34	38
3476	廚房	34	38
3477	社	34	38
3478	腸病毒	34	38
3479	反毒	34	38
3480	松山	34	38
3481	海龜	34	38
3482	供應	34	38
3483	施政	34	38
3484	簡章	34	38
3485	衣服	34	38
3486	三十多	34	38
3487	詳細	34	38
3488	淡水	34	38
3489	鐵路	34	38
3490	驚豔	34	38
3491	瑪莉亞	34	38
3492	女單	34	38
3493	做到	34	38
3494	個性	34	38
3495	記	34	38
3496	日期	34	38
3497	弱	34	38
3498	四十四	34	38
3499	光復	34	38
3500	作用	34	38
3501	濃度	34	38
3502	男單	34	38
3503	二十六日	33	37
3504	乾淨	33	37
3505	必修	33	37
3506	三百	33	37
3507	抓	33	37
3508	贊成	33	37
3509	學務	33	37
3510	種類	33	37
3511	加油	33	37
3512	一百多	33	37
3513	季節	33	37
3514	離	33	37
3515	隊史	33	37
3516	騷擾	33	37
3517	升	33	37
3518	按	33	37
3519	葉	33	37
3520	球王	33	37
3521	政黨	33	37
3522	參選	33	37
3523	芬蘭	33	37
3524	造	33	37
3525	多少	33	37
3526	盤	33	37
3527	北投	33	37
3528	祕密	33	37
3529	教師節	33	37
3530	外交	33	37
3531	面積	33	37
3532	實境	33	37
3533	犀牛	33	37
3534	建築物	33	37
3535	前瞻	33	37
3536	講	33	37
3537	二十八日	33	37
3538	為題	33	37
3539	專用	33	37
3540	協議	33	37
3541	九年級	33	37
3542	菸	33	37
3543	菸品	33	37
3544	科工館	33	37
3545	遊樂	33	37
3546	相較	33	37
3547	施放	33	37
3548	熱心	33	37
3549	得以	33	37
3550	南下	33	37
3551	社會局	33	37
3552	跆拳道	33	37
3553	特教生	33	37
3554	霸	33	37
3555	延伸到	33	37
3556	恐龍	33	37
3557	病媒	33	37
3558	陪同	33	37
3559	突然	33	37
3560	課餘	33	37
3561	修復	33	37
3562	詢問	33	37
3563	義大利	33	37
3564	藝術節	33	37
3565	遊具	33	37
3566	高市	33	37
3567	樂團	33	37
3568	比起	33	37
3569	教養	33	37
3570	教育獎	33	37
3571	專門	33	37
3572	物種	33	37
3573	受困	33	37
3574	主義	33	37
3575	忽略	33	37
3576	榮耀	33	37
3577	農藥	33	37
3578	補救	33	37
3579	頗	33	37
3580	三日	33	37
3581	發育	33	37
3582	物質	33	37
3583	東南亞	33	37
3584	利益	33	37
3585	藝人	33	37
3586	罕見	33	37
3587	義務教育	33	37
3588	攝影機	33	37
3589	看好	33	37
3590	發燒	33	37
3591	十多	33	37
3592	商店	33	37
3593	奶奶	33	37
3594	賽程	33	37
3595	聯繫	33	37
3596	團體賽	32	35
3597	十點	32	35
3598	認養	32	35
3599	展演	32	35
3600	擁抱	32	35
3601	痛苦	32	35
3602	棲地	32	35
3603	載	32	35
3604	路跑	32	35
3605	歌曲	32	35
3606	武陵	32	35
3607	里	32	35
3608	考上	32	35
3609	傳奇	32	35
3610	改成	32	35
3611	條碼	32	35
3612	內涵	32	35
3613	試場	32	35
3614	龍舟	32	35
3615	分館	32	35
3616	兩百多	32	35
3617	蚊子	32	35
3618	演員	32	35
3619	促使	32	35
3620	畫畫	32	35
3621	現實	32	35
3622	脫	32	35
3623	輪椅	32	35
3624	南北韓	32	35
3625	靠近	32	35
3626	推行	32	35
3627	愛河	32	35
3628	實驗班	32	35
3629	歷年	32	35
3630	董事	32	35
3631	業務	32	35
3632	回答	32	35
3633	頂	32	35
3634	備受	32	35
3635	小琉球	32	35
3636	一七年	32	35
3637	官員	32	35
3638	主人	32	35
3639	觀摩	32	35
3640	文具	32	35
3641	信誼	32	35
3642	前來	32	35
3643	輸	32	35
3644	鼻子	32	35
3645	常態	32	35
3646	性侵	32	35
3647	新高	32	35
3648	冠	32	35
3649	一百零六學年	32	35
3650	隨即	32	35
3651	防守	32	35
3652	期刊	32	35
3653	接	32	35
3654	新知	32	35
3655	一百五十	32	35
3656	對戰	32	35
3657	餐飲	32	35
3658	主場	32	35
3659	兩萬	32	35
3660	新南	32	35
3661	陳偉殷	32	35
3662	製品	32	35
3663	啟發	32	35
3664	電子書	32	35
3665	小馬	32	35
3666	實質	32	35
3667	祖母	32	35
3668	害	32	35
3669	花東	32	35
3670	研究員	32	35
3671	定	32	35
3672	傾聽	32	35
3673	暖化	32	35
3674	下來	32	35
3675	逆轉	32	35
3676	鱟	32	35
3677	週三	32	35
3678	評選	32	35
3679	空軍	32	35
3680	成大	32	35
3681	公私立	31	34
3682	邏輯	31	34
3683	旅程	31	34
3684	觀光客	31	34
3685	戲偶	31	34
3686	難忘	31	34
3687	空中	31	34
3688	解除	31	34
3689	升上	31	34
3690	有助	31	34
3691	電視臺	31	34
3692	剪報	31	34
3693	轉	31	34
3694	鳥類	31	34
3695	率先	31	34
3696	偶像	31	34
3697	侵害	31	34
3698	馬刺隊	31	34
3699	航空	31	34
3700	家族	31	34
3701	艾瑪	31	34
3702	性平	31	34
3703	獨居	31	34
3704	轉學	31	34
3705	國聯	31	34
3706	描繪	31	34
3707	同步	31	34
3708	輸給	31	34
3709	梯次	31	34
3710	合唱	31	34
3711	節奏	31	34
3712	查核	31	34
3713	學長	31	34
3714	滑冰	31	34
3715	地質	31	34
3716	總統府	31	34
3717	積木	31	34
3718	木柵	31	34
3719	自殺	31	34
3720	很少	31	34
3721	接任	31	34
3722	美聯	31	34
3723	校本	31	34
3724	沙	31	34
3725	普及	31	34
3726	空品	31	34
3727	挫折	31	34
3728	三分之二	31	34
3729	上百	31	34
3730	仔細	31	34
3731	童話	31	34
3732	理工	31	34
3733	完工	31	34
3734	威廉	31	34
3735	微型	31	34
3736	眾多	31	34
3737	條文	31	34
3738	裡面	31	34
3739	難度	31	34
3740	海水	31	34
3741	三十七	31	34
3742	肌肉	31	34
3743	海底	31	34
3744	稱讚	31	34
3745	教具	31	34
3746	特質	31	34
3747	五萬	31	34
3748	各自	31	34
3749	手臂	31	34
3750	一一	31	34
3751	公頃	31	34
3752	檔案	31	34
3753	蜜蜂	31	34
3754	典藏	31	34
3755	依賴	31	34
3756	夏日	31	34
3757	家屬	31	34
3758	外觀	31	34
3759	剛好	31	34
3760	最好	31	34
3761	學園	31	34
3762	曲	31	34
3763	時刻	31	34
3764	鴿	31	34
3765	兩點	31	34
3766	海邊	31	34
3767	駕	31	34
3768	就近	31	34
3769	笭	31	34
3770	六千	30	33
3771	會員	30	33
3772	十八日	30	33
3773	施行	30	33
3774	清寒	30	33
3775	工程師	30	33
3776	人人	30	33
3777	一切	30	33
3778	亮眼	30	33
3779	逆境	30	33
3780	為什麼	30	33
3781	節數	30	33
3782	想像力	30	33
3783	乘客	30	33
3784	生育	30	33
3785	形象	30	33
3786	林書豪	30	33
3787	拿下	30	33
3788	效率	30	33
3789	流	30	33
3790	助	30	33
3791	代課	30	33
3792	翻譯	30	33
3793	高手	30	33
3794	特有	30	33
3795	食安	30	33
3796	總數	30	33
3797	洗	30	33
3798	樂	30	33
3799	擊出	30	33
3800	親友	30	33
3801	早餐	30	33
3802	鄉鎮	30	33
3803	人們	30	33
3804	睡	30	33
3805	王	30	33
3806	爭光	30	33
3807	民進黨	30	33
3808	兼具	30	33
3809	科展	30	33
3810	女雙	30	33
3811	帳戶	30	33
3812	分區	30	33
3813	支出	30	33
3814	塊	30	33
3815	獎杯	30	33
3816	終場	30	33
3817	偏低	30	33
3818	姚立德	30	33
3819	補貼	30	33
3820	這裡	30	33
3821	樂觀	30	33
3822	聯絡簿	30	33
3823	田	30	33
3824	發聲	30	33
3825	平鎮	30	33
3826	見面	30	33
3827	連連	30	33
3828	校門	30	33
3829	可望	30	33
3830	新莊	30	33
3831	完美	30	33
3832	視訊	30	33
3833	記得	30	33
3834	等於	30	33
3835	自然科	30	33
3836	圈	30	33
3837	研修	30	33
3838	酷	30	33
3839	舉重	30	33
3840	處置	30	33
3841	家園	30	33
3842	風情	30	33
3843	關於	30	33
3844	上下學	30	33
3845	款	30	33
3846	攝取	30	33
3847	深受	30	33
3848	透明	30	33
3849	山林	30	33
3850	歐美	30	33
3851	體育館	30	33
3852	奇	30	33
3853	率	30	33
3854	公會	30	33
3855	冠軍賽	30	33
3856	小將	30	33
3857	假期	30	33
3858	陳良基	30	33
3859	二十五日	30	33
3860	四十七	30	33
3861	病人	30	33
3862	情	30	33
3863	真相	30	33
3864	七點	30	33
3865	週日	30	33
3866	急診	30	33
3867	淡江	30	33
3868	出身	30	33
3869	青春	29	32
3870	無限	29	32
3871	風景	29	32
3872	滿滿	29	32
3873	學力	29	32
3874	花園	29	32
3875	煤	29	32
3876	升等	29	32
3877	跳舞	29	32
3878	驚喜	29	32
3879	接連	29	32
3880	視障	29	32
3881	四十二	29	32
3882	停招	29	32
3883	派出	29	32
3884	烤	29	32
3885	充足	29	32
3886	延伸	29	32
3887	核	29	32
3888	義務	29	32
3889	錦和	29	32
3890	似乎	29	32
3891	戴念華	29	32
3892	日本隊	29	32
