序位	詞彙	詞頻	百萬詞頻
308	需要	384	431
309	就讀	384	431
310	較	384	431
311	如何	383	430
312	競賽	383	430
313	首	383	430
314	領域	377	423
315	教室	376	422
316	國內	376	422
317	獲	376	422
318	來自	375	421
319	不僅	374	420
320	教授	374	420
321	人員	373	419
322	考生	372	418
323	行動	372	418
324	共同	371	417
325	至	370	415
326	班	369	414
327	十二	368	413
328	地區	366	411
329	特別	366	411
330	全球	365	410
331	愛	364	409
332	團體	362	406
333	是否	362	406
334	臺南市	362	406
335	建議	361	405
336	週	360	404
337	表現	360	404
338	第三	358	402
339	帶領	356	400
340	申請	356	400
341	媒體	355	399
342	新聞	354	397
343	決定	353	396
344	展現	353	396
345	遊戲	353	396
346	覺得	352	395
347	很多	351	394
348	帶	351	394
349	地方	350	393
350	甚至	349	392
351	提升	347	390
352	傳統	346	388
353	僅	346	388
354	分享	344	386
355	如	344	386
356	喜歡	344	386
357	歷史	343	385
358	圖書館	343	385
359	指導	343	385
360	人數	342	384
361	創意	342	384
362	實施	338	379
363	現場	336	377
364	部分	335	376
365	針對	331	372
366	解決	330	371
367	裡	329	369
368	規定	329	369
369	看到	328	368
370	進入	327	367
371	達	326	366
372	成功	325	365
373	嚴重	324	364
374	作為	323	363
375	認識	323	363
376	現在	322	362
377	同學	321	360
378	努力	321	360
379	例如	320	359
380	會議	320	359
381	度	318	357
382	少	318	357
383	不會	318	357
384	空間	318	357
385	協會	318	357
386	非	318	357
387	位	317	356
388	議題	317	356
389	資訊	315	354
390	對於	314	353
391	減少	314	353
392	球員	314	353
393	縣市	312	350
394	動物	312	350
395	多元	312	350
396	我們	312	350
397	更多	312	350
398	演出	311	349
399	生態	310	348
400	表演	310	348
401	例	308	346
402	我國	308	346
403	二十	308	346
404	成立	307	345
405	經濟	307	345
406	獎	307	345
407	入學	304	341
408	空氣	304	341
409	報導	303	340
410	九	302	339
411	另外	302	339
412	弱勢	302	339
413	典禮	301	338
414	這些	301	338
415	訓練	300	337
416	照顧	300	337
417	吃	300	337
418	接受	299	336
419	考試	298	335
420	補助	298	335
421	專業	298	335
422	總統	297	333
423	今天	296	332
424	支持	296	332
425	令	295	331
426	教練	295	331
427	強調	295	331
428	不能	294	330
429	委員會	294	330
430	讀	294	330
431	當地	293	329
432	校方	293	329
433	招生	292	328
434	經驗	292	328
435	不但	292	328
436	參賽	292	328
437	級	292	328
438	明年	291	327
439	事	290	326
440	海洋	288	323
441	開心	287	322
442	過去	287	322
443	產業	285	320
444	個人	284	319
445	前往	283	318
446	宣布	282	317
447	成果	282	317
448	其	280	314
449	受到	278	312
450	小時	278	312
451	成長	277	311
452	智慧	277	311
453	精神	277	311
454	常	276	310
455	持續	276	310
456	交通	276	310
457	須	275	309
458	辦理	275	309
459	經費	274	308
460	上課	274	308
461	陳壁銘	272	305
462	只要	271	304
463	青年	271	304
464	依	271	304
465	不少	270	303
466	品質	269	302
467	自然	269	302
468	加上	269	302
469	生命	268	301
470	資料	268	301
471	經過	267	300
472	導致	266	299
473	不過	266	299
474	以上	266	299
475	應該	265	297
476	紀錄	265	297
477	語言	265	297
478	像	265	297
479	課	264	296
480	知識	264	296
481	挑戰	264	296
482	系統	264	296
483	美	263	295
484	預計	262	294
485	機器人	262	294
486	技術	262	294
487	中小學	261	293
488	請	261	293
489	統計	261	293
490	興趣	261	293
491	長	261	293
492	親子	260	292
493	推出	260	292
494	經	259	291
495	由於	259	291
496	保護	258	290
497	玩	258	290
498	水	257	288
499	中央	257	288
500	改善	257	288
501	狀況	255	286
502	數學	255	286
503	父母	254	285
504	醫院	253	284
505	已經	252	283
506	同時	251	282
507	管理	251	282
508	小學	250	281
509	選舉	249	279
510	培養	249	279
511	原本	249	279
512	單位	248	278
513	強	248	278
514	環保	248	278
515	事件	248	278
516	顯示	246	276
517	畢業生	246	276
518	不足	245	275
519	知道	244	274
520	選擇	243	273
521	公共	243	273
522	處	243	273
523	志工	242	272
524	彰化縣	242	272
525	六年級	242	272
526	準備	241	270
527	家人	240	269
528	南韓	240	269
529	階段	240	269
530	運用	240	269
531	網	240	269
532	音樂	239	268
533	需求	239	268
534	使	237	266
535	寫	237	266
536	一樣	237	266
537	座	236	265
538	目標	236	265
539	平均	235	264
540	球	234	263
541	幾	233	261
542	發表	232	260
543	練習	232	260
544	面對	231	259
545	吸引	231	259
546	展出	229	257
547	非常	229	257
548	安排	229	257
549	北	228	256
550	手機	228	256
551	爸爸	227	255
552	分別	227	255
553	主要	227	255
554	容易	227	255
555	處理	227	255
556	遴選	227	255
557	國教	226	254
558	期待	225	252
559	有趣	225	252
560	互動	225	252
561	最多	224	251
562	落實	224	251
563	投票	224	251
564	新臺幣	224	251
565	十五	223	250
566	半	223	250
567	女性	223	250
568	隊	222	249
569	素養	222	249
570	交流	222	249
571	手	221	248
572	引發	221	248
573	間	221	248
574	組	221	248
575	職業	220	247
576	不要	220	247
577	教	220	247
578	公尺	219	246
579	加入	219	246
580	嘉義縣	219	246
581	意見	219	246
582	感謝	218	245
583	連	218	245
584	公司	217	243
585	期間	216	242
586	少年	215	241
587	積極	215	241
588	理事長	215	241
589	避免	214	240
590	國語日報	214	240
591	改變	213	239
592	行政院	213	239
593	報告	212	238
594	地震	212	238
595	學期	211	237
596	之後	210	236
597	十分	210	236
598	學者	210	236
599	底	210	236
600	十六	209	234
601	什麼	209	234
602	低	208	233
603	師資	208	233
604	輔導	207	232
605	特殊	207	232
606	市長	207	232
607	尤其	206	231
608	影片	206	231
609	藉	205	230
610	靠	205	230
611	性別	204	229
612	同	204	229
613	融入	204	229
614	打	204	229
615	公園	204	229
616	國立	204	229
617	難	202	227
618	推廣	202	227
619	暑假	202	227
620	加強	201	225
621	候選人	201	225
622	花	201	225
623	站	201	225
624	達到	201	225
625	尊重	201	225
626	球隊	200	224
627	空汙	200	224
628	專家	200	224
629	錦標賽	200	224
630	表達	200	224
631	呈現	199	223
632	公投	199	223
633	設備	199	223
634	企業	199	223
635	召開	199	223
636	退休	198	222
637	困難	198	222
638	投入	198	222
639	局	198	222
640	文學	197	221
641	三十	197	221
642	快	197	221
643	提醒	197	221
644	塑膠	196	220
645	設置	196	220
646	因應	196	220
647	開放	195	219
648	思考	195	219
649	跨	195	219
650	比較	194	218
651	英文	194	218
652	壓力	194	218
653	另	193	216
654	最佳	192	215
655	方面	191	214
656	你	191	214
657	標準	191	214
658	投手	191	214
659	關懷	190	213
660	繼續	190	213
661	新生	189	212
662	審議	189	212
663	公民	189	212
664	培育	189	212
665	字	189	212
666	觀察	189	212
667	正	189	212
668	去	188	211
669	人才	188	211
670	支	188	211
671	生	188	211
672	臺東縣	188	211
673	所有	188	211
674	項目	188	211
675	中華	188	211
676	行政	188	211
677	市立	188	211
678	取得	187	210
679	臺中	187	210
680	開學	187	210
681	營養	187	210
682	重視	187	210
683	業者	186	209
684	下午	186	209
685	長期	186	209
686	調整	186	209
687	當時	186	209
688	爭議	186	209
689	午餐	186	209
690	國中小	186	209
691	分析	185	207
692	五年級	185	207
693	原住民	185	207
694	些	185	207
695	制度	185	207
696	還是	185	207
697	大會	184	206
698	免費	184	206
699	建立	183	205
700	分鐘	183	205
701	配合	182	204
702	不斷	182	204
703	連續	182	204
704	採	182	204
705	十一	182	204
706	遭	182	204
707	提高	182	204
708	金牌	181	203
709	介紹	181	203
710	太	181	203
711	記者會	181	203
712	屏東	180	202
713	老師	180	202
714	溝通	180	202
715	寫作	179	201
716	假	179	201
717	十八	179	201
718	權益	179	201
719	基本	179	201
720	公益	179	201
721	德國	179	201
722	應用	179	201
723	接觸	179	201
724	錄取	178	200
725	審查	178	200
726	組成	178	200
727	八月	178	200
728	氣象局	177	198
729	符合	177	198
730	產生	177	198
731	部落	177	198
732	獲獎	177	198
733	以下	177	198
734	環保署	177	198
735	發揮	177	198
736	越	177	198
737	所以	175	196
738	頒獎	175	196
739	首度	175	196
740	排名	175	196
741	展示	174	195
742	送	174	195
743	足球	174	195
744	車	174	195
745	體育	174	195
746	會考	173	194
747	占	173	194
748	類	173	194
749	報名	173	194
750	颱風	173	194
751	展開	173	194
752	此外	173	194
753	即使	173	194
754	從小	171	192
755	委員	171	192
756	擔心	171	192
757	隻	171	192
758	法國	171	192
759	正式	170	191
760	小組	170	191
761	臺南	170	191
762	組織	170	191
763	作家	169	189
764	除	169	189
765	結束	169	189
766	比率	169	189
767	於是	169	189
768	全面	169	189
769	幼兒	169	189
770	後來	168	188
771	暨	168	188
772	見	168	188
773	得到	168	188
774	金	168	188
775	衛福部	168	188
776	學院	167	187
777	肯定	167	187
778	平臺	167	187
779	措施	167	187
780	南	167	187
781	圖／美聯社	166	186
782	創新	166	186
783	執行	166	186
784	方案	166	186
785	數位	166	186
786	而且	166	186
787	人生	165	185
788	高達	165	185
789	政治	165	185
790	國語日報社	165	185
791	造形	165	185
792	電子	164	184
793	張	163	183
794	食物	163	183
795	生物	163	183
796	三年級	163	183
797	海	163	183
798	一般	163	183
799	但是	162	182
800	零	162	182
801	基礎	162	182
802	藉由	161	181
803	中學	161	181
804	關係	161	181
805	缺乏	161	181
806	數	161	181
807	歡迎	160	179
808	具	160	179
809	醫療	160	179
810	條	159	178
811	有效	159	178
812	四月	158	177
813	家鄉	158	177
814	研發	158	177
815	工會	158	177
816	擁有	158	177
817	完全	158	177
818	第五	157	176
819	學會	157	176
820	降低	157	176
821	教育局長	157	176
822	公里	157	176
823	教材	157	176
824	報	156	175
825	探索	156	175
826	六月	156	175
827	這樣	155	174
828	醫師	155	174
829	習慣	155	174
830	治療	155	174
831	住民	154	173
832	花蓮	154	173
833	機構	154	173
834	疾管署	154	173
835	四十	153	172
836	意外	153	172
837	值得	153	172
838	身體	153	172
839	關心	152	170
840	少子化	152	170
841	高中職	152	170
842	陪伴	152	170
843	印尼	152	170
844	機關	152	170
845	夢想	152	170
846	電影	151	169
847	上午	151	169
848	教導	151	169
849	價值	151	169
850	五月	151	169
851	四年級	151	169
852	時代	151	169
853	打造	151	169
854	畫	151	169
855	臉	151	169
856	名額	151	169
857	情況	150	168
858	修	150	168
859	多數	150	168
860	一百	150	168
861	桃園	150	168
862	戶外	150	168
863	科	150	168
864	雖	150	168
865	障礙	149	167
866	工程	149	167
867	行為	149	167
868	回應	149	167
869	需	149	167
870	注意	149	167
871	觀念	149	167
872	學術	148	166
873	擴大	148	166
874	供	148	166
875	修正	148	166
876	老	148	166
877	立委	147	165
878	亞洲	147	165
879	總	147	165
880	一定	147	165
881	人口	146	164
882	自我	146	164
883	漫畫	146	164
884	雲林縣	146	164
885	說明	146	164
886	參觀	145	163
887	代	145	163
888	三月	145	163
889	處長	145	163
890	辛苦	145	163
891	熊	144	161
892	讀報	144	161
893	決賽	144	161
894	測驗	144	161
895	垃圾	144	161
896	勝	144	161
897	關注	144	161
898	找到	143	160
899	陳景清	143	160
900	放棄	143	160
901	升學	143	160
902	路	143	160
903	至少	143	160
904	季	143	160
905	草案	143	160
906	登革熱	142	159
907	作業	142	159
908	臺東	142	159
909	開	142	159
910	動物園	142	159
911	變成	142	159
912	至於	141	158
913	重新	141	158
914	直	141	158
915	族群	141	158
916	印象	141	158
917	保障	141	158
918	受傷	141	158
919	終於	141	158
920	十三	141	158
921	死亡	141	158
922	充滿	140	157
923	遠	140	157
924	心	140	157
925	考量	140	157
926	建築	140	157
927	出版	140	157
928	原因	140	157
929	建置	139	156
930	最近	139	156
931	博物館	139	156
932	女童	139	156
933	聽	138	155
934	戰	138	155
935	五十	138	155
936	得獎	138	155
937	勞工	138	155
938	疫苗	138	155
939	願意	138	155
940	十月	138	155
941	方法	138	155
942	彩繪	138	155
943	電腦	138	155
944	自由	138	155
945	宜蘭縣	138	155
946	狗	138	155
947	北韓	137	154
948	開發	137	154
949	攝	137	154
950	程式	137	154
951	評估	136	152
952	中山	136	152
953	薪資	136	152
954	雙語	136	152
955	相當	135	151
956	變	135	151
957	國外	135	151
958	幾乎	135	151
959	即將	134	150
960	其實	134	150
961	女	134	150
962	樹	134	150
963	天氣	134	150
964	少女	134	150
965	國民	134	150
966	中正	133	149
967	偏	133	149
968	人類	133	149
969	百	133	149
970	禮物	133	149
971	大眾	133	149
972	成	133	149
973	七月	133	149
974	近年	132	148
975	負責	132	148
976	幸福	132	148
977	順利	132	148
978	給予	132	148
979	疫情	132	148
980	傷害	132	148
981	發起	132	148
982	居民	132	148
983	恐	132	148
984	亞運	132	148
985	記者	132	148
986	維持	132	148
987	具有	132	148
988	規範	131	147
989	非洲	131	147
990	回	131	147
991	爭取	131	147
992	責任	131	147
993	俄羅斯	131	147
994	賽事	131	147
995	系列	131	147
996	教科書	130	146
997	倍	130	146
998	立法院	130	146
999	身	130	146
1000	發布	130	146
1001	人物	130	146
1002	啟動	129	145
1003	十四	129	145
1004	引導	129	145
1005	九月	129	145
1006	有關	129	145
1007	原	129	145
1008	一八年	128	143
1009	杯	128	143
1010	經常	128	143
1011	至今	128	143
1012	現象	128	143
1013	適合	128	143
1014	考	128	143
1015	公開	127	142
1016	堅持	127	142
1017	案	127	142
1018	附近	127	142
1019	文教	127	142
1020	汙染	126	141
1021	自主	126	141
1022	教育部長	126	141
1023	流感	126	141
1024	國教署	126	141
1025	剛	126	141
1026	和平	126	141
1027	就業	126	141
1028	愛心	126	141
1029	本土	126	141
1030	公立	126	141
1031	找	126	141
1032	棒球	125	140
1033	疾病	125	140
1034	榮獲	125	140
1035	再度	125	140
1036	父親	125	140
1037	陸續	125	140
1038	平等	125	140
1039	機制	125	140
1040	綠	124	139
1041	闖關	124	139
1042	一月	124	139
1043	概念	124	139
1044	城市	124	139
1045	上路	124	139
1046	程序	124	139
1047	校務	124	139
1048	感染	124	139
1049	禁止	124	139
1050	縣	124	139
1051	豐富	123	138
1052	年齡	123	138
1053	奪冠	123	138
1054	生涯	123	138
1055	地球	123	138
1056	系	123	138
1057	年輕	123	138
1058	到校	123	138
1059	實習	123	138
1060	而是	122	137
1061	私校	122	137
1062	意義	122	137
1063	托育	122	137
1064	繪本	122	137
1065	私立	122	137
1066	花蓮縣	122	137
1067	小學生	122	137
1068	感受	122	137
1069	病例	122	137
1070	邊	122	137
1071	社團	122	137
1072	趨勢	122	137
1073	負擔	122	137
1074	點	121	136
1075	走	121	136
1076	公分	121	136
1077	母親	121	136
1078	保育	121	136
1079	高溫	121	136
1080	拿	121	136
1081	節	121	136
1082	宣導	121	136
1083	動手	121	136
1084	數據	121	136
1085	個案	120	134
1086	一年級	120	134
1087	遊	120	134
1088	即日	120	134
1089	客家	120	134
1090	資格	120	134
1091	幫	120	134
1092	穩定	120	134
1093	展覽	119	133
1094	同意	119	133
1095	能源	119	133
1096	親	119	133
1097	關鍵	119	133
1098	中華隊	119	133
1099	圖書	119	133
1100	距離	119	133
1101	深	119	133
1102	感到	119	133
1103	美聯社	119	133
1104	頭	119	133
1105	限制	118	132
1106	人工	118	132
1107	國人	118	132
1108	公告	118	132
1109	人次	118	132
1110	主動	118	132
1111	大陸	118	132
1112	住	118	132
1113	排	118	132
1114	維護	118	132
1115	技巧	118	132
1116	擊敗	118	132
1117	情形	118	132
1118	園區	117	131
1119	書展	117	131
1120	快樂	117	131
1121	身分	117	131
1122	選出	117	131
1123	以來	117	131
1124	風險	117	131
1125	照片	117	131
1126	贏得	117	131
1127	新竹縣	116	130
1128	語文	116	130
1129	修法	116	130
1130	電廠	116	130
1131	大賽	116	130
1132	題	116	130
1133	張彩鳳	116	130
1134	民主	116	130
1135	產品	115	129
1136	引起	115	129
1137	夢	115	129
1138	福利	115	129
1139	帶來	115	129
1140	筆	115	129
1141	人士	115	129
1142	模式	115	129
1143	動作	115	129
1144	郵報	115	129
1145	名單	115	129
1146	設施	114	128
1147	不再	114	128
1148	感覺	114	128
1149	讀者	114	128
1150	人力	114	128
1151	大考	114	128
1152	專案	114	128
1153	效果	114	128
1154	搭配	114	128
1155	表揚	114	128
1156	段	114	128
1157	男童	114	128
1158	苗栗縣	114	128
1159	登場	113	127
1160	民國	113	127
1161	書籍	113	127
1162	通報	113	127
1163	一八	113	127
1164	明天	113	127
1165	態度	113	127
1166	罹患	113	127
1167	群	113	127
1168	質疑	113	127
1169	唯一	112	125
1170	女子	112	125
1171	遊客	112	125
1172	外界	112	125
1173	長輩	112	125
1174	回收	112	125
1175	納入	111	124
1176	新增	111	124
1177	班級	111	124
1178	工具	111	124
1179	評審	111	124
1180	參考	111	124
1181	十七	111	124
1182	吸管	111	124
1183	藝術家	111	124
1184	十一月	111	124
1185	為主	111	124
1186	當天	110	123
1187	阿媽	110	123
1188	或是	110	123
1189	形成	110	123
1190	正確	109	122
1191	實踐	109	122
1192	放	109	122
1193	近日	109	122
1194	拿到	109	122
1195	明顯	109	122
1196	故宮	109	122
1197	遇到	109	122
1198	方向	109	122
1199	範圍	109	122
1200	從事	108	121
1201	電	108	121
1202	情緒	108	121
1203	策略	108	121
1204	份	108	121
1205	民	108	121
1206	技職	108	121
1207	校友	108	121
1208	攝氏	108	121
1209	啟用	108	121
1210	人民	108	121
1211	任務	108	121
1212	上網	108	121
1213	歐洲	107	120
1214	彈性	107	120
1215	越南	107	120
1216	依據	107	120
1217	雙方	107	120
1218	網球	107	120
1219	前天	107	120
1220	波	107	120
1221	反	107	120
1222	美術館	107	120
1223	大型	107	120
1224	提案	107	120
1225	主辦	106	119
1226	知名	106	119
1227	植物	106	119
1228	第四	106	119
1229	市府	106	119
1230	回憶	106	119
1231	面臨	106	119
1232	各界	106	119
1233	任何	106	119
1234	舞臺	106	119
1235	聯合	106	119
1236	隨著	106	119
1237	整	106	119
1238	程度	105	118
1239	校舍	105	118
1240	世界杯	105	118
1241	先前	105	118
1242	瑞典	105	118
1243	角色	105	118
1244	桌球	105	118
1245	直接	105	118
1246	衛生	104	116
1247	下降	104	116
1248	決議	104	116
1249	科目	104	116
1250	感動	104	116
1251	基隆市	104	116
1252	票	104	116
1253	滿	104	116
1254	極	104	116
1255	冊	104	116
1256	長者	104	116
1257	報紙	104	116
1258	考題	104	116
1259	反對	103	115
1260	得主	103	115
1261	改革	103	115
1262	重點	103	115
1263	世代	103	115
1264	網站	103	115
1265	口	103	115
1266	實際	103	115
1267	跟	103	115
1268	模型	103	115
1269	往	103	115
1270	喜愛	103	115
1271	數量	103	115
1272	條件	102	114
1273	身心	102	114
1274	種子	102	114
1275	預估	102	114
1276	病毒	102	114
1277	教育處	102	114
1278	不佳	102	114
1279	打擊	102	114
1280	回到	102	114
1281	規模	102	114
1282	能夠	102	114
1283	檢討	102	114
1284	作法	102	114
1285	成效	102	114
1286	推荐	102	114
1287	進步	101	113
1288	然而	101	113
1289	自信	101	113
1290	赴	101	113
1291	導覽	101	113
1292	做好	101	113
1293	山	101	113
1294	初	101	113
1295	寒假	101	113
1296	設立	101	113
1297	題目	101	113
1298	反而	101	113
1299	幫忙	101	113
1300	農委會	101	113
1301	確定	100	112
1302	依照	100	112
1303	內政部	100	112
1304	真的	100	112
1305	邀	100	112
1306	幼童	100	112
1307	技藝	100	112
1308	減	100	112
1309	觀眾	100	112
1310	年度	100	112
1311	友善	100	112
1312	師長	100	112
1313	傳出	100	112
1314	電視	100	112
1315	隊伍	99	111
1316	觀光	99	111
1317	飲食	99	111
1318	部長	99	111
1319	操作	99	111
1320	學科	99	111
1321	事故	99	111
1322	法律	99	111
1323	抗議	99	111
1324	危機	98	110
1325	逾	98	110
1326	拍攝	98	110
1327	主管	98	110
1328	心理	98	110
1329	實作	98	110
1330	看見	98	110
1331	重	98	110
1332	技能	98	110
1333	葉俊榮	98	110
1334	上學	98	110
1335	魚	98	110
1336	紙	98	110
1337	優秀	97	109
1338	市政府	97	109
1339	功能	97	109
1340	創造	97	109
1341	屬	97	109
1342	進	97	109
1343	自行	97	109
1344	穿	97	109
1345	勇士隊	97	109
1346	發表會	97	109
1347	二月	97	109
1348	冷氣	97	109
1349	選	97	109
1350	大學生	97	109
1351	糖	97	109
1352	地點	97	109
1353	完整	97	109
1354	科系	97	109
1355	購買	96	107
1356	樂趣	96	107
1357	子女	96	107
1358	舞蹈	96	107
1359	科長	96	107
1360	成就感	96	107
1361	慈善	96	107
1362	新任	96	107
1363	縣長	96	107
1364	收到	96	107
1365	如今	96	107
1366	出席	96	107
1367	不得	96	107
1368	儀式	96	107
1369	桌	96	107
1370	公斤	96	107
1371	二年級	96	107
1372	年紀	96	107
1373	記錄	95	106
1374	達成	95	106
1375	南投縣	95	106
1376	轉型	95	106
1377	公共化	95	106
1378	特優	95	106
1379	管道	95	106
1380	奪得	95	106
1381	代理	95	106
1382	市場	94	105
1383	正常	94	105
1384	法	94	105
1385	條例	94	105
1386	長大	94	105
1387	預算	94	105
1388	之外	94	105
1389	面	94	105
1390	因素	94	105
1391	統一	94	105
1392	久	94	105
1393	即	94	105
1394	發	94	105
1395	舊	94	105
1396	創下	93	104
1397	培訓	93	104
1398	聯合國	93	104
1399	國手	93	104
1400	政見	93	104
1401	開幕	93	104
1402	投	93	104
1403	金門	93	104
1404	全民	93	104
1405	北部	93	104
1406	特展	93	104
1407	有的	93	104
1408	理念	93	104
1409	開設	93	104
1410	大專	93	104
1411	招	92	103
1412	文化部	92	103
1413	市	92	103
1414	人文	92	103
1415	重大	92	103
1416	周年	92	103
1417	費用	92	103
1418	買	92	103
1419	黑熊	92	103
1420	高中生	91	102
1421	速度	91	102
1422	傳承	91	102
1423	勇敢	91	102
1424	隊員	91	102
1425	旅	91	102
1426	朋友	91	102
1427	情境	91	102
1428	救援	91	102
1429	緊急	91	102
1430	整合	91	102
1431	變化	91	102
1432	學測	91	102
1433	獎學金	91	102
1434	動畫	91	102
1435	博士	91	102
1436	女中	91	102
1437	社群	91	102
1438	以後	90	101
1439	逐漸	90	101
1440	曾經	90	101
1441	出	90	101
1442	奧運	90	101
1443	後續	90	101
1444	簡單	90	101
1445	象徵	90	101
1446	晚上	90	101
1447	營隊	90	101
1448	真	90	101
1449	免試	90	101
