序位	詞彙	詞頻	常用詞標V
3118	民間	4	V
3119	綠蠵龜	4	V
3120	細分	4	V
3121	朋友	4	V
3122	戰場	4	V
3123	婆羅洲	4	V
3124	聚焦	4	V
3125	彰化縣	4	V
3126	聯賽	4	V
3127	負擔	4	V
3128	錯過	4	V
3129	莊智淵	4	V
3130	好幾	4	V
3131	白鯊	4	V
3132	複賽	4	V
3133	交通部	4	V
3134	自殺	4	V
3135	省	4	V
3136	官網	4	V
3137	觀光局	4	V
3138	專線	4	V
3139	訂閱	4	V
3140	侵犯	4	V
3141	球王	4	V
3142	步道	4	V
3143	風	4	V
3144	初步	4	V
3145	塗鴉	4	V
3146	桌球賽	4	V
3147	誠實	4	V
3148	廠商	4	V
3149	九成	4	V
3150	巴士	4	V
3151	深度	4	V
3152	不必	4	V
3153	提早	4	V
3154	配合	4	V
3155	分布	4	V
3156	紅毛	4	V
3157	地理	4	V
3158	猩猩	4	V
3159	報復	4	V
3160	圖／	4	V
3161	定位	4	V
3162	僱傭	4	V
3163	古巴	4	V
3164	狼	4	V
3165	計算	4	V
3166	功課	4	V
3167	救	4	V
3168	優選	4	V
3169	成人	4	V
3170	細菌	4	V
3171	報名表	4	V
3172	新竹市	4	V
3173	七年級	4	V
3174	弱	4	V
3175	臨床	4	V
3176	介紹	4	V
3177	丁丁跳	4	V
3178	研擬	4	V
3179	左營	4	V
3180	偏好	4	V
3181	首獎	4	V
3182	症	4	V
3183	加劇	4	V
3184	縣府	4	V
3185	做法	4	V
3186	通知	4	V
3187	投票率	4	V
3188	偏遠	4	V
3189	寫道	4	V
3190	韓	4	V
3191	市政府	4	V
3192	快速	4	V
3193	態度	4	V
3194	執政	4	V
3195	攜帶	4	V
3196	當地人	4	V
3197	糧食	4	V
3198	逐年	4	V
3199	培育	4	V
3200	盟國	4	V
3201	警示	4	V
3202	黑暗	4	V
3203	海山	4	V
3204	上限	4	V
3205	圖／朱珠好	4	V
3206	下肢	4	V
3207	請辭	4	V
3208	排	4	V
3209	推手	4	V
3210	磐石	4	V
3211	注意	4	V
3212	室	4	V
3213	世錦賽	4	V
3214	時期	4	V
3215	南美	4	V
3216	副署長	4	V
3217	不佳	4	V
3218	施打	4	V
3219	就診	4	V
3220	急診	4	V
3221	邁向	4	V
3222	火災	4	V
3223	財務	4	V
3224	提案	4	V
3225	信眾	4	V
3226	近來	4	V
3227	高手	4	V
3228	等到	4	V
3229	合格	4	V
3230	雙雙	4	V
3231	國英數	4	V
3232	揭露	4	V
3233	幅度	4	V
3234	在野黨	4	V
3235	任命	4	V
3236	高分群	4	V
3237	整合	4	V
3238	原則	4	V
3239	煮	4	V
3240	市府	4	V
3241	低溫	4	V
3242	大增	4	V
3243	往返	4	V
3244	文學獎	4	V
3245	感	4	V
3246	活火山	4	V
3247	受虐	4	V
3248	俱樂部	4	V
3249	村莊	4	V
3250	邱吉爾	4	V
3251	想要	4	V
3252	工業	4	V
3253	降	4	V
3254	還要	4	V
3255	自主	4	V
3256	戴爾	4	V
3257	微粒	4	V
3258	平等	4	V
3259	照	4	V
3260	裙子	4	V
3261	留	4	V
3262	任期	4	V
3263	身材	4	V
3264	繁忙	4	V
3265	元旦	4	V
3266	造	4	V
3267	寫出	4	V
3268	打算	4	V
3269	期許	4	V
3270	巨型	4	V
3271	周遭	4	V
3272	平臺	4	V
3273	讀物	4	V
3274	開會	4	V
3275	樣本	4	V
3276	相較	4	V
3277	會晤	4	V
3278	安置	4	V
3279	行	4	V
3280	便宜	3	V
3281	性	3	V
3282	本身	3	V
3283	提告	3	V
3284	落榜	3	V
3285	類組	3	V
3286	累積	3	V
3287	豐陽	3	V
3288	不只	3	V
3289	現蹤	3	V
3290	操縱	3	V
3291	暫	3	V
3292	專題	3	V
3293	行銷	3	V
3294	南下	3	V
3295	面向	3	V
3296	質詢	3	V
3297	休會	3	V
3298	獵鷹	3	V
3299	安檢	3	V
3300	街道	3	V
3301	市議會	3	V
3302	眼睛	3	V
3303	星體	3	V
3304	格式	3	V
3305	縮減	3	V
3306	驟	3	V
3307	稍早	3	V
3308	變革	3	V
3309	賠償	3	V
3310	自傳	3	V
3311	重訓	3	V
3312	夥伴	3	V
3313	懷疑	3	V
3314	過度	3	V
3315	撤換	3	V
3316	生存	3	V
3317	選拔	3	V
3318	巴基斯坦	3	V
3319	東興	3	V
3320	光榮	3	V
3321	店	3	V
3322	陳柏翰	3	V
3323	災民	3	V
3324	觀景臺	3	V
3325	誠品	3	V
3326	延遲	3	V
3327	避難所	3	V
3328	基北區	3	V
3329	卡片	3	V
3330	洪水	3	V
3331	海平面	3	V
3332	送給	3	V
3333	警報	3	V
3334	圖靈	3	V
3335	破解	3	V
3336	投影機	3	V
3337	故障	3	V
3338	支柱	3	V
3339	巨人	3	V
3340	事物	3	V
3341	拳頭	3	V
3342	重傷	3	V
3343	名列	3	V
3344	炸彈	3	V
3345	提名為	3	V
3346	貼近	3	V
3347	獎品	3	V
3348	和解	3	V
3349	人道	3	V
3350	預備	3	V
3351	文具組	3	V
3352	史卡巴	3	V
3353	施德樓	3	V
3354	個人獎	3	V
3355	燈	3	V
3356	攝取	3	V
3357	亮	3	V
3358	鳥類	3	V
3359	崽	3	V
3360	岩石	3	V
3361	拳擊	3	V
3362	國語	3	V
3363	央行	3	V
3364	一點	3	V
3365	穿山甲	3	V
3366	般	3	V
3367	海峽	3	V
3368	高漲	3	V
3369	私校	3	V
3370	溫布頓	3	V
3371	指定	3	V
3372	團團	3	V
3373	二氧化矽	3	V
3374	博士	3	V
3375	逼	3	V
3376	問世	3	V
3377	大衛	3	V
3378	皇后	3	V
3379	嘉達	3	V
3380	物	3	V
3381	鮑	3	V
3382	玩具	3	V
3383	娃娃	3	V
3384	同胞書	3	V
3385	帶有	3	V
3386	果糖	3	V
3387	出貨	3	V
3388	玉米	3	V
3389	餐具	3	V
3390	踩	3	V
3391	上映	3	V
3392	不敵	3	V
3393	靈	3	V
3394	用料	3	V
3395	阿波羅	3	V
3396	之下	3	V
3397	對照表	3	V
3398	殭屍	3	V
3399	設	3	V
3400	配送	3	V
3401	背	3	V
3402	釋放	3	V
3403	庇護	3	V
3404	依序	3	V
3405	外加	3	V
3406	庫克	3	V
3407	小孩	3	V
3408	科威特	3	V
3409	試場	3	V
3410	簡訊	3	V
3411	復仇	3	V
3412	下載	3	V
3413	入法	3	V
3414	兼任	3	V
3415	修訂	3	V
3416	攀升	3	V
3417	失業	3	V
3418	林世仁	3	V
3419	兒盟	3	V
3420	雜誌類	3	V
3421	連鎖店	3	V
3422	風氣	3	V
3423	意願	3	V
3424	脫穎而出	3	V
3425	管教	3	V
3426	有助於	3	V
3427	紅點	3	V
3428	發光	3	V
3429	退步	3	V
3430	變得	3	V
3431	不平	3	V
3432	安裝	3	V
3433	照服科	3	V
3434	阿爾巴尼亞	3	V
3435	號召	3	V
3436	碳	3	V
3437	刷新	3	V
3438	國民黨	3	V
3439	二十三日	3	V
3440	原訂	3	V
3441	體系	3	V
3442	更換	3	V
3443	副手	3	V
3444	以前	3	V
3445	入題	3	V
3446	南方	3	V
3447	總計	3	V
3448	銳減	3	V
3449	駁回	3	V
3450	口腔癌	3	V
3451	企圖	3	V
3452	不如	3	V
3453	無罪	3	V
3454	參選人	3	V
3455	輪	3	V
3456	干預	3	V
3457	起飛	3	V
3458	董氏	3	V
3459	不實	3	V
3460	繞	3	V
3461	咖啡因	3	V
3462	圈	3	V
3463	凌	3	V
3464	汽機車	3	V
3465	增長	3	V
3466	一切	3	V
3467	南許	3	V
3468	小港	3	V
3469	頒發	3	V
3470	起來	3	V
3471	沉迷	3	V
3472	總教練	3	V
3473	聽到	3	V
3474	女高	3	V
3475	享年	3	V
3476	憂心	3	V
3477	階	3	V
3478	陽明	3	V
3479	甄試	3	V
3480	文件	3	V
3481	千億	3	V
3482	實踐	3	V
3483	一帶	3	V
3484	贈獎	3	V
3485	居多	3	V
3486	阿拉	3	V
3487	來源／	3	V
3488	因子	3	V
3489	刊出	3	V
3490	文章	3	V
3491	對比	3	V
3492	脊髓	3	V
3493	月岩	3	V
3494	聽力	3	V
3495	管	3	V
3496	升溫	3	V
3497	動機	3	V
3498	觀測站	3	V
3499	面前	3	V
3500	琉璃蟻	3	V
3501	步驟	3	V
3502	毒	3	V
3503	同樣	3	V
3504	對待	3	V
3505	簡章	3	V
3506	跑	3	V
3507	車輛	3	V
3508	學雜費	3	V
3509	驚訝	3	V
3510	門口	3	V
3511	菸	3	V
3512	疣胸	3	V
3513	擺脫	3	V
3514	奧會	3	V
3515	缺口	3	V
3516	評為	3	V
3517	離婚	3	V
3518	往年	3	V
3519	記者	3	V
3520	擴及	3	V
3521	題材	3	V
3522	抱怨	3	V
3523	堂	3	V
3524	繁殖	3	V
3525	上半身	3	V
3526	湯瑪斯	3	V
3527	北游	3	V
3528	體長	3	V
3529	嘗到	3	V
3530	牙	3	V
3531	引爆	3	V
3532	併校	3	V
3533	鳥	3	V
3534	表彰	3	V
3535	回收機	3	V
3536	頒給	3	V
3537	徵收	3	V
3538	世代	3	V
3539	主機	3	V
3540	助	3	V
3541	命名為	3	V
3542	出境	3	V
3543	首里城	3	V
3544	米	3	V
3545	營利	3	V
3546	航線	3	V
3547	加子	3	V
3548	少數	3	V
3549	離島	3	V
3550	分會	3	V
3551	課堂	3	V
3552	雅典	3	V
3553	東北部	3	V
3554	零	3	V
3555	戴上	3	V
3556	海盜隊	3	V
3557	齊聚	3	V
3558	算帳	3	V
3559	秋後	3	V
3560	秀林鄉	3	V
3561	當日	3	V
3562	雨量	3	V
3563	捕捉	3	V
3564	蚊蟲	3	V
3565	海面	3	V
3566	市民	3	V
3567	回來	3	V
3568	獎章	3	V
3569	莫里森	3	V
3570	吉里巴斯	3	V
3571	索羅門	3	V
3572	中小學生	3	V
3573	職員	3	V
3574	退	3	V
3575	荒謬	3	V
3576	洗手	3	V
3577	列印	3	V
3578	提款機	3	V
3579	何韻詩	3	V
3580	長輩	3	V
3581	納	3	V
3582	奇景	3	V
3583	觀賞	3	V
3584	移植	3	V
3585	首先	3	V
3586	可能性	3	V
3587	據說	3	V
3588	鋰	3	V
3589	新制	3	V
3590	完整	3	V
3591	灰燼	3	V
3592	來襲	3	V
3593	塞席爾	3	V
3594	常見	3	V
3595	福爾	3	V
3596	十二日	3	V
3597	和平獎	3	V
3598	棟	3	V
3599	戰爭	3	V
3600	羅一鈞	3	V
3601	惡劣	3	V
3602	大氣	3	V
3603	受困	3	V
3604	空難	3	V
3605	致詞	3	V
3606	暴龍隊	3	V
3607	調升	3	V
3608	享有	3	V
3609	民生	3	V
3610	老鷹隊	3	V
3611	子宮頸癌	3	V
3612	暴龍	3	V
3613	法定	3	V
3614	乳突	3	V
3615	俗稱	3	V
3616	打擊	3	V
3617	莫瑞爾	3	V
3618	海王星	3	V
3619	吸食	3	V
3620	刺	3	V
3621	免	3	V
3622	樹木	3	V
3623	宛如	3	V
3624	遲遲	3	V
3625	重型	3	V
3626	不堪	3	V
3627	腐	3	V
3628	福爾摩沙	3	V
3629	貪	3	V
3630	複雜	3	V
3631	病房	3	V
3632	致命	3	V
3633	深藍	3	V
3634	女王	3	V
3635	抑制	3	V
3636	好好	3	V
3637	測報	3	V
3638	雇用	3	V
3639	營運	3	V
3640	九月	3	V
3641	餘震	3	V
3642	發明家	3	V
3643	天才	3	V
3644	助長	3	V
3645	遊民	3	V
3646	絕不	3	V
3647	靠近	3	V
3648	顯著	3	V
3649	紙鈔	3	V
3650	的確	3	V
3651	耶誕節	3	V
3652	有益	3	V
3653	箝制	3	V
3654	天體	3	V
3655	蓋	3	V
3656	股市	3	V
3657	六百	3	V
3658	園區	3	V
3659	松山	3	V
3660	城鎮	3	V
3661	巴勒斯坦	3	V
3662	夫人	3	V
3663	監督	3	V
3664	衣索比亞	3	V
3665	服	3	V
3666	前哨	3	V
3667	測量	3	V
3668	永遠	3	V
3669	審判	3	V
3670	比例	3	V
3671	水仙盆	3	V
3672	贊成	3	V
3673	學術	3	V
3674	異議	3	V
3675	氣球	3	V
3676	偏鄉	3	V
3677	痛痛	3	V
3678	科幻	3	V
3679	操控	3	V
3680	拘役	3	V
3681	一萬	3	V
3682	保德信	3	V
3683	助益	3	V
3684	鐵路	3	V
3685	通路	3	V
3686	求職	3	V
3687	成員國	3	V
3688	特展	3	V
3689	人氣	3	V
3690	港口	3	V
3691	飯店	3	V
3692	春	3	V
3693	消費	3	V
3694	葉俐君	3	V
3695	食藥署	3	V
3696	亡	3	V
3697	場景	3	V
3698	三冠王	3	V
3699	下去	3	V
3700	世大運	3	V
3701	營養	3	V
3702	亞太區	3	V
3703	笑	3	V
3704	電玩	3	V
3705	三義	3	V
3706	削弱	3	V
3707	埋葬	3	V
3708	路	3	V
3709	人民幣	3	V
3710	案例	3	V
3711	流行期	3	V
3712	八日	3	V
3713	金庸	3	V
3714	署	3	V
3715	青瓷	3	V
3716	戴昌賢	3	V
3717	推行	3	V
3718	誓言	3	V
3719	凱文	3	V
3720	穩	3	V
3721	機械	3	V
3722	下旬	3	V
3723	後續	3	V
3724	謝淑薇	3	V
3725	紋	3	V
3726	收容	3	V
3727	搭檔	3	V
3728	直落	3	V
3729	解剖	3	V
3730	優於	3	V
3731	克羅埃西亞	3	V
3732	下滑	3	V
3733	建造	3	V
3734	摸	3	V
3735	禮物	3	V
3736	根	3	V
3737	騎士	3	V
3738	急轉彎	3	V
3739	腦筋	3	V
3740	植物	3	V
3741	合成	3	V
3742	期望	3	V
3743	無虞	3	V
3744	臺裔	3	V
3745	櫻花季	3	V
3746	公文	3	V
3747	托拉斯	3	V
3748	打亂	3	V
3749	凱蒂貓	3	V
3750	貼文	3	V
3751	工廠	3	V
3752	液體	3	V
3753	琉球王	3	V
3754	高度	3	V
3755	友邦	3	V
3756	收集	3	V
3757	瘋傳	3	V
3758	召集人	3	V
3759	棒球場	3	V
3760	評分	3	V
3761	國語文	3	V
3762	顯然	3	V
3763	十三日	3	V
3764	體會	3	V
3765	種植	3	V
3766	豪雨	3	V
3767	伊拉克	3	V
3768	飲食	3	V
3769	成年人	3	V
3770	擴散	3	V
3771	文物	3	V
3772	球季	3	V
3773	那時	3	V
3774	挑戰賽	3	V
3775	事項	3	V
3776	操作	3	V
3777	承擔	3	V
3778	廚餘	3	V
3779	移工	3	V
3780	鄭麗君	3	V
3781	母公司	3	V
3782	發函	3	V
3783	刑事	3	V
3784	吃掉	3	V
3785	藝術品	3	V
3786	幕後	3	V
3787	關懷	3	V
3788	鐘樓	3	V
3789	流入	3	V
3790	消防員	3	V
3791	鎮暴	3	V
3792	花園	3	V
3793	畢業生	3	V
3794	提高到	3	V
3795	距	3	V
3796	規則	3	V
3797	珍貴	3	V
3798	無償	3	V
3799	穆勒	3	V
3800	障礙	3	V
3801	將來	3	V
3802	募集	3	V
3803	金車	3	V
3804	玫瑰	3	V
3805	自拍棒	3	V
3806	元宵	3	V
3807	涉及	3	V
3808	男嬰	3	V
3809	諸多	3	V
3810	十七日	3	V
3811	子彈	3	V
3812	裁決	3	V
3813	綠皮書	3	V
3814	清單	3	V
3815	黑白	3	V
3816	樹種	3	V
3817	討厭	3	V
3818	紛紛	3	V
3819	分開	3	V
3820	既有	3	V
3821	杜魯道	3	V
3822	點燃	3	V
3823	戰火	3	V
3824	預防	3	V
3825	厄瓜多	3	V
3826	攜手	3	V
3827	平和	3	V
3828	走上	3	V
3829	十五日	3	V
3830	人本	3	V
3831	晉級	3	V
3832	著重	3	V
3833	保育類	3	V
3834	正面	3	V
3835	電價	3	V
3836	司機	3	V
3837	特有	3	V
3838	能否	3	V
3839	遴選案	3	V
3840	永吉	3	V
3841	櫻花	3	V
3842	沙雕	3	V
3843	首見	3	V
3844	校區	3	V
3845	阻礙	3	V
3846	先進	3	V
3847	實境	3	V
3848	中共	3	V
3849	十一	3	V
3850	密集	3	V
3851	降落	3	V
3852	美國人	3	V
3853	斯里蘭卡	3	V
3854	南極	3	V
3855	紀念日	3	V
3856	馬杜羅	3	V
3857	懂	3	V
3858	運往	3	V
3859	嘲笑	3	V
3860	抵	3	V
3861	家扶	3	V
3862	燈會	3	V
3863	空中	3	V
3864	配角	3	V
3865	阿里	3	V
3866	封鎖	3	V
3867	生肖	3	V
3868	艦	3	V
3869	空	3	V
3870	動用	3	V
3871	打開	3	V
3872	欣賞	3	V
3873	地鐵	3	V
3874	礁	3	V
3875	明定	3	V
3876	探討	3	V
3877	學童	3	V
3878	鎖	3	V
3879	一致	3	V
3880	日本隊	3	V
3881	教師證	3	V
3882	還給	3	V
3883	選修課	3	V
3884	女力	3	V
3885	現況	3	V
3886	轉為	3	V
3887	速男	3	V
3888	環保署	3	V
3889	遷入	3	V
3890	燃氣機組	3	V
3891	燃煤	3	V
3892	摘下	3	V
3893	汽油	3	V
3894	事業	3	V
3895	圖／朱珠吔	3	V
3896	阿曼	3	V
3897	阿哈提	3	V
3898	美聯	3	V
3899	騎	3	V
3900	退場	3	V
3901	造訪	3	V
3902	吸	3	V
3903	鈦	3	V
3904	定案	3	V
3905	轟	3	V
3906	歷史學家	3	V
3907	高濃度	3	V
3908	青光眼	3	V
3909	白內障	3	V
3910	促使	3	V
3911	助理	3	V
3912	甲級	3	V
3913	祭出	3	V
3914	效應	3	V
3915	婚	3	V
3916	準用	3	V
3917	標語	3	V
3918	充電線	3	V
3919	十多	3	V
3920	燒	3	V
3921	三成五	3	V
3922	夫妻	3	V
3923	發燒	3	V
3924	八成	3	V
3925	診所	3	V
3926	馬路	3	V
3927	火車站	3	V
3928	麥可	3	V
3929	惹惱	3	V
3930	自然科	3	V
3931	化合物	3	V
3932	路線	3	V
3933	獸醫師	3	V
3934	即時	3	V
3935	話題	3	V
3936	金門縣	3	V
3937	小虎車	3	V
3938	檢測	3	V
3939	同志	3	V
3940	下方	3	V
3941	拱橋	3	V
3942	沾	3	V
3943	推測	3	V
3944	參院	3	V
3945	畫面	3	V
3946	運動量	3	V
3947	國手	3	V
3948	著陸	3	V
3949	扮	3	V
3950	文明	3	V
3951	近期	3	V
3952	痛苦	3	V
3953	畫作	3	V
3954	採購	3	V
3955	顧問	3	V
3956	委託	3	V
3957	展覽	3	V
3958	國際化	3	V
3959	諮詢	3	V
3960	子	3	V
3961	石	3	V
3962	鋼	3	V
3963	理事會	3	V
3964	畫家	3	V
3965	筆名	3	V
3966	吳哥	3	V
3967	舉措	3	V
3968	民主黨	3	V
3969	獨特	3	V
3970	刻板	3	V
3971	放置	3	V
3972	帶回	3	V
3973	亞太	3	V
3974	負起	3	V
3975	重回	3	V
3976	貝隆	3	V
3977	絕	3	V
3978	連假	3	V
3979	費南德茲	3	V
3980	部位	3	V
3981	平息	3	V
3982	主人	3	V
3983	板橋	3	V
3984	主軸	3	V
3985	國民	3	V
3986	北半球	3	V
3987	成效	3	V
3988	斑點	3	V
3989	證	3	V
3990	國一	3	V
3991	高三	3	V
3992	圖樣	3	V
3993	憑證	3	V
3994	王子	3	V
3995	資料庫	3	V
3996	拍板	3	V
3997	力	3	V
3998	宏仁	3	V
3999	提起	3	V
4000	集集	3	V
4001	電網	3	V
4002	八月	3	V
4003	退避權	3	V
4004	特徵	3	V
4005	啟用	3	V
4006	迅速	3	V
4007	巨岩	3	V
4008	白色	3	V
4009	實驗班	3	V
4010	處長	3	V
4011	打擊假	3	V
4012	時速	3	V
4013	龜山島	3	V
4014	龍山寺	3	V
4015	六千萬	3	V
4016	脫水	3	V
4017	阿南	3	V
4018	古人	3	V
4019	多媒體	3	V
4020	走	3	V
4021	回答	3	V
4022	禮	3	V
4023	路徑	3	V
4024	吸睛	3	V
4025	湯姆	3	V
4026	就任	3	V
4027	查對	3	V
4028	哥	3	V
4029	公投案	3	V
4030	獲選為	3	V
4031	依賴	3	V
4032	生活化	3	V
4033	予以	3	V
4034	金額	3	V
4035	淘汰	3	V
4036	富裕	3	V
4037	觀光	3	V
4038	任內	3	V
4039	大部分	3	V
4040	大臣	3	V
4041	抱	3	V
4042	裡面	3	V
4043	隔天	3	V
4044	高中部	3	V
4045	搭載	3	V
4046	課徵	3	V
4047	祝福	3	V
4048	拜登	3	V
4049	留意	3	V
4050	心意	3	V
4051	女團	3	V
4052	搶救	3	V
4053	川	3	V
4054	原價	3	V
4055	來到	3	V
4056	併吞	3	V
4057	羅馬斯	3	V
4058	歡呼	3	V
4059	司長	3	V
4060	膝蓋	3	V
4061	黃智勇	3	V
4062	長度	3	V
4063	法務部	3	V
4064	卡達	3	V
4065	配偶	3	V
4066	兼具	3	V
4067	寒冷	3	V
4068	服儀	3	V
4069	虞	3	V
4070	隔簾	3	V
4071	數十萬	3	V
4072	一百	3	V
4073	南加州	3	V
4074	瀕臨	3	V
4075	衛武營	3	V
4076	發電	3	V
4077	引來	3	V
4078	乘	3	V
4079	住宿	3	V
4080	普門	3	V
4081	告知	3	V
4082	沃倫	3	V
4083	送回	3	V
4084	刪除	3	V
4085	後來居上	3	V
4086	落後	3	V
4087	平壤	3	V
4088	噸	3	V
4089	語文	3	V
4090	總冠軍	3	V
4091	演出	3	V
4092	容納	3	V
4093	恐怖	3	V
4094	保留	3	V
4095	焚燒	3	V
4096	帽子	3	V
4097	起義	3	V
4098	誤認	3	V
4099	岩層	3	V
4100	林	3	V
4101	鮮明	3	V
4102	信仰	3	V
4103	出席	3	V
4104	輸入	3	V
4105	暴動	3	V
4106	鯨魚	3	V
4107	隨著	3	V
4108	矢言	3	V
4109	糟	3	V
4110	利益	3	V
4111	頭巾	3	V
4112	彭內爾	3	V
4113	血壓	3	V
4114	偽	3	V
4115	菸害	3	V
4116	嘗試	3	V
4117	聰明	3	V
4118	素顏	3	V
4119	局勢	3	V
4120	在一起	3	V
4121	紀念堂	3	V
4122	電子煙	3	V
4123	行列	3	V
4124	委員	3	V
4125	鈔	3	V
4126	機器	3	V
4127	裝	3	V
4128	接著	3	V
4129	疊	3	V
4130	移送	3	V
4131	貧窮	3	V
4132	斃	3	V
4133	極度	3	V
4134	許宸逢	3	V
4135	掌握	3	V
4136	衛生局	3	V
4137	彈性	3	V
4138	麵	3	V
4139	祖母	3	V
4140	撤回	3	V
4141	第七	3	V
4142	週期	3	V
4143	總共	3	V
4144	驅逐	3	V
4145	鄭樸璿	3	V
4146	座頭鯨	3	V
4147	難以	3	V
4148	優異	3	V
4149	反送	3	V
4150	除非	3	V
4151	前所未有	3	V
4152	布袋戲	3	V
4153	撤銷	3	V
4154	導師	3	V
4155	拉格斐	3	V
4156	洽詢	3	V
4157	遷移	3	V
4158	服飾	3	V
4159	淡江	3	V
4160	皇家	3	V
4161	世界盃	3	V
4162	加冕	3	V
4163	珍奶	3	V
4164	進程	3	V
4165	序	3	V
4166	岩漿	3	V
4167	登基	3	V
4168	際	3	V
4169	關愛	3	V
4170	蟬聯	3	V
4171	學家	3	V
4172	總監	3	V
4173	香奈兒	3	V
4174	防制法	3	V
4175	瘋狂	3	V
4176	大象	3	V
4177	斐	3	V
4178	徵文	3	V
4179	三千	3	V
4180	疑犯	3	V
4181	儘速	3	V
4182	接任	3	V
4183	母親	3	V
4184	遴選	3	V
4185	電機	3	V
4186	論壇	3	V
4187	選項	3	V
4188	種族	3	V
4189	拉格	3	V
4190	鄰近	3	V
4191	透明度	3	V
4192	評鑑	3	V
4193	國旗	3	V
4194	率	3	V
4195	指導	3	V
4196	白手起家	3	V
4197	不可	3	V
4198	時尚	3	V
4199	身高	3	V
4200	華安	3	V
4201	時薪	3	V
4202	公立	3	V
4203	邪靈	3	V
4204	漫威	3	V
4205	公噸	3	V
4206	林口	3	V
4207	及格	3	V
4208	新北市	3	V
4209	素人	3	V
4210	分制	3	V
4211	數萬	3	V
4212	三光	3	V
4213	過多	3	V
4214	重慶	3	V
4215	厭惡	3	V
4216	貪汙	3	V
4217	主流	3	V
4218	重量	3	V
4219	柯靜如	3	V
4220	鹽	3	V
4221	馬德里	3	V
4222	活動量	3	V
4223	開出	3	V
4224	黎斯	3	V
4225	搜尋	3	V
4226	東北	3	V
4227	物理	3	V
4228	全國性	3	V
4229	追求	3	V
4230	損傷	3	V
4231	獎牌	3	V
4232	像是	3	V
4233	陳欣希	3	V
4234	三百	3	V
4235	南安	3	V
4236	購	3	V
4237	射擊	3	V
4238	挪用	3	V
4239	內政部長	3	V
4240	締造	3	V
4241	納坦雅胡	3	V
4242	薩摩亞	3	V
4243	便	3	V
4244	影響到	3	V
4245	患者	3	V
4246	估算	3	V
4247	傷亡	3	V
4248	心血管	3	V
4249	集	3	V
4250	螢幕	3	V
4251	活躍	3	V
4252	連線	3	V
4253	建教	3	V
4254	葉大華	3	V
4255	災難	3	V
4256	校服	3	V
4257	現身	3	V
4258	出土	3	V
4259	實現	3	V
4260	重點	3	V
4261	碰	3	V
4262	法網	3	V
4263	谷歌	3	V
4264	前年	3	V
4265	塔	3	V
4266	主委	3	V
4267	出版社	3	V
4268	告訴	3	V
4269	電力	3	V
4270	開跑	3	V
4271	發明展	3	V
4272	我的天哪	3	V
4273	依法	3	V
4274	詢問	3	V
4275	恭喜	3	V
4276	技職	3	V
4277	捷克	3	V
4278	授予	3	V
4279	權威	3	V
4280	市議員	3	V
4281	履行	3	
4282	損失	3	
4283	厲害	3	
4284	穿越道	3	
4285	力克	3	
4286	西北部	3	
4287	素材	3	
4288	啟發	3	
4289	示範	3	
4290	焦點	2	
4291	以免	2	
4292	戒備	2	
4293	照亮	2	
4294	林騰蛟	2	
4295	精熟級	2	
4296	景	2	
4297	分文	2	
4298	夜晚	2	
4299	模樣	2	
4300	核武	2	
4301	原來	2	
4302	菊花	2	
4303	性質	2	
4304	上萬	2	
4305	打燈	2	
4306	驅散	2	
4307	扭曲	2	
4308	喔	2	
4309	處置	2	
4310	總部	2	
4311	漂亮	2	
4312	回家	2	
4313	空前	2	
4314	教評會	2	
4315	解讀	2	
4316	藉由	2	
4317	蔡依林	2	
4318	熄燈	2	
4319	諺語	2	
4320	破產	2	
4321	偵測	2	
4322	燭光	2	
4323	驅動	2	
4324	正當	2	
4325	噴氣	2	
4326	晚餐	2	
4327	雷達	2	
4328	命令	2	
4329	回收日	2	
4330	一共	2	
4331	北宋	2	
4332	腦	2	
4333	裝有	2	
4334	帳單	2	
4335	彩虹	2	
4336	專責	2	
4337	祝融	2	
4338	船隻	2	
4339	緞帶	2	
4340	要點	2	
4341	蠟	2	
4342	燒傷	2	
4343	雙料	2	
4344	鑑於	2	
4345	燃油	2	
4346	寺廟	2	
4347	號誌	2	
4348	視界	2	
4349	縣市政府	2	
4350	新興	2	
4351	新月	2	
4352	巨大	2	
4353	一併	2	
4354	肺病	2	
4355	肖像	2	
4356	時空	2	
4357	理念	2	
4358	精采	2	
4359	觸法	2	
4360	投稿	2	
4361	放上	2	
4362	生氣	2	
4363	潮流	2	
4364	英吉利海峽	2	
4365	未果	2	
4366	老婦人	2	
4367	記得	2	
4368	深夜	2	
4369	遇上	2	
4370	嘛	2	
4371	有利於	2	
4372	除夕	2	
4373	廣義	2	
4374	敗	2	
4375	廖俊智	2	
4376	順暢	2	
4377	愛因斯坦	2	
4378	瓷	2	
4379	先行	2	
4380	照料	2	
4381	童年	2	
4382	枕	2	
4383	熱烈	2	
4384	做到	2	
4385	人才	2	
4386	由來	2	
4387	相對論	2	
4388	反彈	2	
4389	資穎	2	
4390	社會科	2	
4391	講話	2	
4392	半島	2	
4393	邀約	2	
4394	薩諾斯	2	
4395	二日	2	
4396	肉品	2	
4397	副處長	2	
4398	漲	2	
4399	小妹	2	
4400	海鮮	2	
4401	先生	2	
4402	行人	2	
4403	劉影梅	2	
4404	粉碎	2	
4405	毗鄰	2	
4406	復聯	2	
4407	黏	2	
4408	檢驗	2	
4409	去除	2	
4410	勇往直前	2	
4411	眼中釘	2	
4412	玉山杯	2	
