序位	詞彙	詞頻	常用詞標V
6251	退款	2	
6252	泛星	2	
6253	拔河	2	
6254	橡皮	2	
6255	天文學	2	
6256	推展	2	
6257	第六	2	
6258	怎麼辦	2	
6259	休息	2	
6260	榮譽	2	
6261	鳳山	2	
6262	欲	2	
6263	豐原站	2	
6264	桑迪	2	
6265	憑空	2	
6266	建置	2	
6267	曙光	2	
6268	暴風雨	2	
6269	福祉	2	
6270	強迫	2	
6271	清真寺	2	
6272	大白鯊	2	
6273	完	2	
6274	激動	2	
6275	製作出	2	
6276	傳到	2	
6277	火燒島	2	
6278	拾穗	2	
6279	簽訂	2	
6280	作法	2	
6281	左營案	2	
6282	高雄案	2	
6283	百分點	2	
6284	緯度	2	
6285	攝影界	2	
6286	網紅	2	
6287	抹香鯨	2	
6288	宵禁	2	
6289	小心	2	
6290	標籤	2	
6291	網友	2	
6292	意圖	2	
6293	黃越謙	2	
6294	卡特球	2	
6295	甘迺迪	2	
6296	教徒	2	
6297	識別	2	
6298	姜彩瑛	2	
6299	鯊魚	2	
6300	廖振珽	2	
6301	僑生	2	
6302	反射	2	
6303	星期六	2	
6304	雷千瑩	2	
6305	不均	2	
6306	走向	2	
6307	土國	2	
6308	報酬	2	
6309	高克武	2	
6310	陳嬥筌	2	
6311	收費	2	
6312	佳	2	
6313	艾爾段	2	
6314	貿易戰	2	
6315	匯率	2	
6316	綠色	2	
6317	在地	1	
6318	水牛城	1	
6319	轉播	1	
6320	唱歌	1	
6321	代班	1	
6322	用意	1	
6323	增聘	1	
6324	無線	1	
6325	奎克	1	
6326	評論家	1	
6327	置物架	1	
6328	負責任	1	
6329	布朗	1	
6330	媒合到	1	
6331	推特酸民	1	
6332	陶．勒胡	1	
6333	拍手	1	
6334	時時刻刻	1	
6335	職校	1	
6336	曾燦金	1	
6337	放假	1	
6338	加薪	1	
6339	每日	1	
6340	以致於	1	
6341	請假	1	
6342	多半	1	
6343	實況	1	
6344	啦	1	
6345	誤認為	1	
6346	勒胡	1	
6347	三十七	1	
6348	周宏昌	1	
6349	專注	1	
6350	快要	1	
6351	療癒	1	
6352	文化觀	1	
6353	代收代	1	
6354	罷工文	1	
6355	橡膠	1	
6356	美景	1	
6357	兩千兩百七十八	1	
6358	祭	1	
6359	大學區	1	
6360	廚房	1	
6361	藥事法	1	
6362	搞	1	
6363	辦費	1	
6364	照護科	1	
6365	萊恩	1	
6366	抵禦	1	
6367	健康法	1	
6368	耳機	1	
6369	鐵軌道	1	
6370	病假	1	
6371	布拉格	1	
6372	手法	1	
6373	行善	1	
6374	填滿	1	
6375	韓流	1	
6376	餐盤	1	
6377	新德里	1	
6378	姆	1	
6379	傲人	1	
6380	自掏腰包	1	
6381	聯盟史	1	
6382	放假日	1	
6383	錯開	1	
6384	頓	1	
6385	選舉年	1	
6386	怒火	1	
6387	王桂冠	1	
6388	薯條	1	
6389	擊手	1	
6390	南加瓦	1	
6391	天文館	1	
6392	外匯	1	
6393	一壘手	1	
6394	油膩	1	
6395	大漲	1	
6396	李進勇	1	
6397	槍擊	1	
6398	運動倡	1	
6399	美式	1	
6400	自愛	1	
6401	函請	1	
6402	王阿隆索	1	
6403	溫蒂	1	
6404	炮火力	1	
6405	王以來	1	
6406	妮基	1	
6407	榮膺	1	
6408	開票	1	
6409	暱稱	1	
6410	撐	1	
6411	過來	1	
6412	慘敗	1	
6413	賈吉	1	
6414	國聯	1	
6415	新人王	1	
6416	出去	1	
6417	柯賓	1	
6418	洋基	1	
6419	臨時會	1	
6420	銀製	1	
6421	堆滿	1	
6422	動議	1	
6423	黨員	1	
6424	彩票	1	
6425	恭賀	1	
6426	公投日	1	
6427	速食	1	
6428	出色	1	
6429	贏來	1	
6430	拉長	1	
6431	查對期	1	
6432	充足	1	
6433	張天鷞	1	
6434	擊傷	1	
6435	樣子	1	
6436	掏	1	
6437	赤字	1	
6438	長老	1	
6439	警官	1	
6440	教會	1	
6441	牧師	1	
6442	圖書館員	1	
6443	奪獎	1	
6444	翁世俊	1	
6445	奧勒岡	1	
6446	加利	1	
6447	留念	1	
6448	護士	1	
6449	隨	1	
6450	起舞	1	
6451	見證卡	1	
6452	拍照	1	
6453	票匭	1	
6454	社服	1	
6455	負面	1	
6456	大好	1	
6457	失序	1	
6458	腹部	1	
6459	欠	1	
6460	工作坊	1	
6461	貝姬	1	
6462	楊	1	
6463	慷慨	1	
6464	選前	1	
6465	說服	1	
6466	招待	1	
6467	公告期	1	
6468	減肥	1	
6469	出線	1	
6470	何宗勳	1	
6471	市值	1	
6472	里契	1	
6473	薯	1	
6474	瘦	1	
6475	丟到	1	
6476	香港城	1	
6477	創立	1	
6478	負數	1	
6479	力抗	1	
6480	川普漢堡	1	
6481	捐出	1	
6482	後，勒胡	1	
6483	沒完沒了	1	
6484	全壘打王	1	
6485	延畢	1	
6486	有形	1	
6487	北極雪	1	
6488	高棉	1	
6489	獨到	1	
6490	見解	1	
6491	來自於	1	
6492	表述	1	
6493	觸	1	
6494	公釐	1	
6495	小於	1	
6496	衰亡	1	
6497	吃驚	1	
6498	難過	1	
6499	家具	1	
6500	天涯海角	1	
6501	蔓延到	1	
6502	撓	1	
6503	碎片	1	
6504	排水	1	
6505	拔掉	1	
6506	光亮	1	
6507	熱帶區	1	
6508	煤油	1	
6509	六億	1	
6510	手指頭	1	
6511	斬斷	1	
6512	水文	1	
6513	興旺	1	
6514	骸骨	1	
6515	國風	1	
6516	震盪	1	
6517	哺乳動物	1	
6518	繁衍	1	
6519	恐龍	1	
6520	衰敗	1	
6521	純淨	1	
6522	牽	1	
6523	毫米	1	
6524	自身	1	
6525	二手菸	1	
6526	貓咪	1	
6527	三手菸	1	
6528	皺紋	1	
6529	氣喘	1	
6530	窗口	1	
6531	潰瘍	1	
6532	取回	1	
6533	通關	1	
6534	海關	1	
6535	泰晤士報	1	
6536	校慶	1	
6537	恥辱	1	
6538	飢餓文	1	
6539	星期日	1	
6540	延誤	1	
6541	騎樓	1	
6542	醫藥品	1	
6543	手工書	1	
6544	抓	1	
6545	生計	1	
6546	農場	1	
6547	思維	1	
6548	說出	1	
6549	生鮮	1	
6550	進階成	1	
6551	咖啡店	1	
6552	科學院	1	
6553	磨	1	
6554	抓板	1	
6555	院刊	1	
6556	寶寶	1	
6557	煙霧	1	
6558	解方	1	
6559	一千	1	
6560	中文	1	
6561	健保卡	1	
6562	讀取碼	1	
6563	公開區	1	
6564	自主權	1	
6565	竊取	1	
6566	填寫	1	
6567	防止	1	
6568	存	1	
6569	大理	1	
6570	相片	1	
6571	實體	1	
6572	非選題	1	
6573	不需	1	
6574	掃描	1	
6575	新證	1	
6576	貝縣	1	
6577	讀取	1	
6578	加密區	1	
6579	同行	1	
6580	移	1	
6581	戴淑芬	1	
6582	邱玉蟾	1	
6583	對話	1	
6584	白皮書	1	
6585	腳步	1	
6586	防毒	1	
6587	根本	1	
6588	金手獎	1	
6589	用以	1	
6590	熟識	1	
6591	間諜	1	
6592	現代	1	
6593	新舊	1	
6594	技藝	1	
6595	如實	1	
6596	少棒	1	
6597	降雨量	1	
6598	自然人	1	
6599	月繳	1	
6600	素食	1	
6601	表哥	1	
6602	石灰岩	1	
6603	離網	1	
6604	沉積	1	
6605	發表會	1	
6606	察覺到	1	
6607	兩千七百	1	
6608	麻薩諸塞州	1	
6609	市郡	1	
6610	奈及利亞	1	
6611	總館	1	
6612	丹佛	1	
6613	蔣竹君	1	
6614	定年	1	
6615	光電	1	
6616	鈾釷	1	
6617	吃素	1	
6618	總經費	1	
6619	榮耀	1	
6620	保有	1	
6621	升到	1	
6622	規畫案	1	
6623	好處	1	
6624	非暖化	1	
6625	冰山	1	
6626	起步	1	
6627	戈登	1	
6628	國三	1	
6629	國家級	1	
6630	阿拉斯泰爾	1	
6631	角	1	
6632	裙	1	
6633	邀	1	
6634	戈夫	1	
6635	盛典	1	
6636	加拿大人	1	
6637	看過	1	
6638	朝向	1	
6639	收視	1	
6640	突出	1	
6641	電視史	1	
6642	顯得	1	
6643	收看	1	
6644	兩百一十	1	
6645	名實	1	
6646	雙胞胎	1	
6647	猶他州	1	
6648	制訂	1	
6649	菲利浦斯	1	
6650	看待	1	
6651	衝上	1	
6652	估算出	1	
6653	特招	1	
6654	桌壇	1	
6655	怪物	1	
6656	醒來	1	
6657	張本智	1	
6658	相提並論	1	
6659	直指	1	
6660	邏輯	1	
6661	霸主	1	
6662	班一○八學年度	1	
6663	考上	1	
6664	烏拉圭	1	
6665	巴拉圭	1	
6666	臺南區	1	
6667	起因	1	
6668	躍升到	1	
6669	十三	1	
6670	于泓翔	1	
6671	交戰	1	
6672	核	1	
6673	拿獎	1	
6674	香	1	
6675	回任	1	
6676	運動服	1	
6677	穿起來	1	
6678	舒服	1	
6679	留任	1	
6680	銜接	1	
6681	短袖	1	
6682	廟宇	1	
6683	五成七	1	
6684	一百四十二	1	
6685	淪	1	
6686	一百七十二	1	
6687	資產局	1	
6688	教育史	1	
6689	緊迫	1	
6690	重擔	1	
6691	發言權	1	
6692	林姿妙	1	
6693	于泓凱	1	
6694	攻勢	1	
6695	神岡	1	
6696	瓶頸	1	
6697	移至	1	
6698	節次	1	
6699	四七	1	
6700	變動	1	
6701	最早	1	
6702	籌碼	1	
6703	自殺率	1	
6704	累	1	
6705	八學年	1	
6706	九日	1	
6707	亮晶晶	1	
6708	傳播局	1	
6709	入席	1	
6710	中國日報	1	
6711	雪上加霜	1	
6712	激進	1	
6713	西方	1	
6714	停權	1	
6715	二十多萬	1	
6716	當下	1	
6717	儘	1	
6718	助手	1	
6719	裙長	1	
6720	賽場	1	
6721	皮	1	
6722	取名為	1	
6723	短於	1	
6724	一分為	1	
6725	之類	1	
6726	粉絲專	1	
6727	蟑螂	1	
6728	撿回來	1	
6729	藥品	1	
6730	挨餓	1	
6731	脫歐英恐	1	
6732	作好	1	
6733	放到	1	
6734	萌手	1	
6735	好禮	1	
6736	丟出去	1	
6737	要聞	1	
6738	評語	1	
6739	裝上學	1	
6740	新知	1	
6741	經年	1	
6742	解	1	
6743	功能型	1	
6744	水波	1	
6745	荷包蛋	1	
6746	積分賽	1	
6747	燈飾	1	
6748	晶晶	1	
6749	閃亮	1	
6750	大停電	1	
6751	南美洲	1	
6752	神童	1	
6753	閃	1	
6754	單純	1	
6755	賽馬來西亞站	1	
6756	童謠	1	
6757	數千萬	1	
6758	馬龍	1	
6759	漆黑	1	
6760	經典	1	
6761	許下	1	
6762	惹上	1	
6763	目的型	1	
6764	鄭乃文	1	
6765	事務	1	
6766	純粹	1	
6767	炒蛋	1	
6768	旋即	1	
6769	野蠻	1	
6770	加密	1	
6771	蛋價	1	
6772	多事之秋	1	
6773	昨晚	1	
6774	陳木柱	1	
6775	牢騷	1	
6776	起見	1	
6777	圖／朱珠哦	1	
6778	幣值	1	
6779	難忘	1	
6780	肝臟	1	
6781	煙器	1	
6782	轉發給	1	
6783	鐵三角	1	
6784	副院長	1	
6785	李孟諺	1	
6786	念頭	1	
6787	實事	1	
6788	打消	1	
6789	傳出去	1	
6790	儲存起來	1	
6791	打出來	1	
6792	傳給	1	
6793	傷痕	1	
6794	誤導性	1	
6795	群組	1	
6796	不捨	1	
6797	水溫	1	
6798	一般來說	1	
6799	游到	1	
6800	龐大	1	
6801	游	1	
6802	歐旋	1	
6803	百般不捨	1	
6804	民意	1	
6805	血狼月	1	
6806	淡	1	
6807	力接	1	
6808	狼月	1	
6809	正副	1	
6810	閣揆	1	
6811	十一日	1	
6812	略帶	1	
6813	平時	1	
6814	總辭	1	
6815	前行政院長	1	
6816	三合一	1	
6817	魄力	1	
6818	執行力	1	
6819	月食	1	
6820	直線	1	
6821	施政	1	
6822	務必	1	
6823	排成	1	
6824	衝衝衝	1	
6825	奇觀	1	
6826	捲起	1	
6827	袖子	1	
6828	欣賞到	1	
6829	邂逅	1	
6830	近距離	1	
6831	末日	1	
6832	戰時	1	
6833	威爾斯	1	
6834	售出	1	
6835	生醫	1	
6836	奈	1	
6837	班克	1	
6838	差強人意	1	
6839	期中	1	
6840	廖倫德	1	
6841	反川普	1	
6842	粉紅帽	1	
6843	攝影棚	1	
6844	川普宣誓	1	
6845	埃及斑蚊	1	
6846	白線斑蚊	1	
6847	七百二十	1	
6848	移民權	1	
6849	一萬八百	1	
6850	飛進	1	
6851	倡	1	
6852	率達	1	
6853	圓形	1	
6854	滋生源	1	
6855	托巴特港	1	
6856	工人家	1	
6857	假期	1	
6858	國王	1	
6859	內外	1	
6860	身長	1	
6861	亮麗	1	
6862	外海	1	
6863	辨	1	
6864	活捉	1	
6865	歐胡島	1	
6866	祝	1	
6867	小啟	1	
6868	班克西	1	
6869	原地	1	
6870	膜態	1	
6871	全天候	1	
6872	保全	1	
6873	暗指	1	
6874	釋出	1	
6875	鐵桶	1	
6876	從天而降	1	
6877	玩耍	1	
6878	養分	1	
6879	可觀	1	
6880	議程	1	
6881	飛往	1	
6882	三十	1	
6883	四成不婚	1	
6884	折返	1	
6885	代言人	1	
6886	房	1	
6887	暫留	1	
6888	殷雷洊	1	
6889	何峻德	1	
6890	管力鋐	1	
6891	科學班	1	
6892	薛西斯	1	
6893	戈灰蝶	1	
6894	師大附中	1	
6895	即可	1	
6896	乘車	1	
6897	低到	1	
6898	觀展	1	
6899	點算	1	
6900	十八	1	
6901	延續	1	
6902	故事力	1	
6903	三十多	1	
6904	五成四	1	
6905	扣押	1	
6906	婚後	1	
6907	階層	1	
6908	在位	1	
6909	遜位	1	
6910	娶	1	
6911	選美	1	
6912	十二萬五千多	1	
6913	惹議	1	
6914	三十四	1	
6915	二成四	1	
6916	遠遠	1	
6917	四成三	1	
6918	求援	1	
6919	一成八	1	
6920	一九九七年	1	
6921	低薪	1	
6922	傳宗接代	1	
6923	深植	1	
6924	覓	1	
6925	跨出	1	
6926	四成八	1	
6927	男方	1	
6928	豐富	1	
6929	書市	1	
6930	過境	1	
6931	開進	1	
6932	轉推	1	
6933	堅果	1	
6934	漿果	1	
6935	忍受	1	
6936	回報	1	
6937	肩部	1	
6938	背部	1	
6939	難關	1	
6940	克服	1	
6941	新聞日報	1	
6942	樂在其中	1	
6943	圍欄	1	
6944	點閱率	1	
6945	擔當	1	
6946	守衛	1	
6947	哈許	1	
6948	凱特琳	1	
6949	捕食	1	
6950	頻道	1	
6951	尋獲	1	
6952	吉莉安	1	
6953	一九	1	
6954	闢建	1	
6955	茶館	1	
6956	熊貓	1	
6957	女侍	1	
6958	喫茶店	1	
6959	百畫堂	1	
6960	百畫帖	1	
6961	北城	1	
6962	鼠	1	
6963	家屋	1	
6964	前瞻	1	
6965	無聊	1	
6966	西蒙	1	
6967	稻草	1	
6968	陳瑩芳	1	
6969	跑來跑去	1	
6970	捕鼠器	1	
6971	出版司	1	
6972	著作	1	
6973	手稿	1	
6974	真跡	1	
6975	木料	1	
6976	苔土	1	
6977	新星	1	
6978	放手	1	
6979	劉宥彤	1	
6980	雄心勃勃	1	
6981	電視臺	1	
6982	射殺	1	
6983	塑膠瓶	1	
6984	夏威夷州	1	
6985	分機	1	
6986	編政組	1	
6987	尖兵	1	
6988	郵寄至	1	
6989	掛號	1	
6990	授權書	1	
6991	晒	1	
6992	須知	1	
6993	雜貨店	1	
6994	手繪	1	
6995	選用	1	
6996	圖畫	1	
6997	書寫	1	
6998	原子筆	1	
6999	紙質	1	
7000	為宜	1	
7001	發放	1	
7002	攪拌棒	1	
7003	暴徒	1	
7004	永齡	1	
7005	外帶	1	
7006	謊言	1	
7007	純	1	
7008	普林	1	
7009	駁斥	1	
7010	安哥拉	1	
7011	阿爾札赫	1	
7012	模里西斯	1	
7013	遠東	1	
7014	多明尼加	1	
7015	步槍	1	
7016	機關槍	1	
7017	掃射	1	
7018	任意	1	
7019	提法	1	
7020	案文	1	
7021	朝	1	
7022	叛亂	1	
7023	餐館	1	
7024	免洗	1	
7025	油槽	1	
7026	保麗龍	1	
7027	校生	1	
7028	擇優	1	
7029	二千	1	
7030	中年級組	1	
7031	中年級	1	
7032	延斯	1	
7033	北大西洋	1	
7034	大西洋	1	
7035	崛起文	1	
7036	糰	1	
7037	飯	1	
7038	餅	1	
7039	漿	1	
7040	鐵板	1	
7041	裝訂成	1	
7042	夾蛋	1	
7043	黏貼	1	
7044	燒餅	1	
7045	豆漿	1	
7046	心智圖	1	
7047	拉亞	1	
7048	麥味登	1	
7049	瀏覽器	1	
7050	賜教	1	
7051	郵戳	1	
7052	史托騰	1	
7053	柏格	1	
7054	日增	1	
7055	報別	1	
7056	特別獎	1	
7057	高年級組	1	
7058	六年級	1	
7059	三獎	1	
7060	二獎	1	
7061	平凡	1	
7062	剪輯	1	
7063	約定	1	
7064	註明	1	
7065	版序	1	
7066	大舉	1	
7067	既	1	
7068	侮辱	1	
7069	評論	1	
7070	篇數	1	
7071	領導權	1	
7072	分攤	1	
7073	敵人	1	
7074	搭配	1	
7075	插圖	1	
7076	佐證	1	
7077	商	1	
7078	白俄羅斯	1	
7079	動物系	1	
7080	推剩食	1	
7081	白灰	1	
7082	就算	1	
7083	防制力	1	
7084	口腔	1	
7085	過剩	1	
7086	分居	1	
7087	輔測	1	
7088	評測	1	
7089	跨國	1	
7090	超商	1	
7091	即期	1	
7092	食品區	1	
7093	略	1	
7094	報廢量	1	
7095	繁殖場	1	
7096	轉變	1	
7097	教育性	1	
7098	宣導	1	
7099	剩食	1	
7100	拓展	1	
7101	紅灰	1	
7102	檳榔子	1	
7103	力阻	1	
7104	修課	1	
7105	吳清基	1	
7106	林萬億	1	
7107	政務	1	
7108	農林	1	
7109	許願單	1	
7110	扶	1	
7111	定翼	1	
7112	七日	1	
7113	交機	1	
7114	試探	1	
7115	漂	1	
7116	加廣	1	
7117	一億畫素	1	
7118	加深	1	
7119	部定	1	
7120	端勾	1	
7121	改名	1	
7122	慶功	1	
7123	戰績	1	
7124	中信	1	
7125	防堵	1	
7126	逼真	1	
7127	開發商	1	
7128	羅玲玲	1	
7129	閾值	1	
7130	二十四	1	
7131	睫毛	1	
7132	慢性病	1	
7133	牙齒	1	
7134	本流	1	
7135	感季	1	
7136	單週	1	
7137	感染型	1	
7138	體毛	1	
7139	幼崽	1	
7140	永凍土	1	
7141	亞庫次克市	1	
7142	老幼	1	
7143	暖冬	1	
7144	升遷	1	
7145	酬	1	
7146	同工	1	
7147	控訴	1	
7148	樁	1	
7149	一千萬	1	
7150	七點六萬	1	
7151	古生物	1	
7152	遺傳學	1	
7153	完好	1	
7154	山豬	1	
7155	毛豬	1	
7156	米契爾	1	
7157	盤點	1	
7158	麝香	1	
7159	佛羅里達	1	
7160	動物權	1	
7161	生物課	1	
7162	可怕	1	
7163	謎團	1	
7164	感門	1	
7165	解開	1	
7166	基因組	1	
7167	究竟	1	
7168	判定	1	
7169	骨頭	1	
7170	流行性	1	
7171	感冒	1	
7172	取出	1	
7173	類流	1	
7174	網絡	1	
7175	大馬史	1	
7176	第十五	1	
7177	邱思語	1	
7178	雙園	1	
7179	珍／	1	
7180	詞	1	
7181	持續性	1	
7182	亦	1	
7183	李詩琪	1	
7184	岡山	1	
7185	李國歆	1	
7186	盛行率	1	
7187	呂易軒	1	
7188	吳芸錚	1	
7189	繭	1	
7190	彤	1	
7191	吳	1	
7192	大墩	1	
7193	依宸	1	
7194	余	1	
7195	王藝芯	1	
7196	王樂宇	1	
7197	凝聚力	1	
7198	二十	1	
7199	重度	1	
7200	疾患	1	
7201	過期	1	
7202	衛理	1	
7203	弘道	1	
7204	和善	1	
7205	楊采洺	1	
7206	遊	1	
7207	斗六	1	
7208	茹／雲林縣	1	
7209	黃宥	1	
7210	日劇	1	
7211	黃冠臻	1	
7212	箴	1	
7213	陳凱薇	1	
7214	精神科	1	
7215	南榮	1	
7216	陳珮瑜	1	
7217	郭富涓	1	
7218	拒學	1	
7219	許哲綸	1	
7220	張恩綺／新	1	
7221	無思覺	1	
7222	萱／	1	
7223	高佑	1	
7224	魏辰芳／	1	
7225	楠梓區	1	
7226	排擠	1	
7227	順／高雄市	1	
7228	團體賽	1	
7229	飲品	1	
7230	手搖	1	
7231	追加	1	
7232	科長	1	
7233	陳莉婷	1	
7234	楊孟儒	1	
7235	透析	1	
7236	腎臟病	1	
7237	慢性	1	
7238	痛風	1	
7239	日後	1	
7240	埋下	1	
7241	信總機	1	
7242	毫升	1	
7243	電源	1	
7244	消防栓	1	
7245	泵浦	1	
7246	咖啡	1	
7247	茶	1	
7248	攝／	1	
7249	轉換成	1	
7250	酸	1	
7251	甘	1	
7252	高文	1	
7253	蕭元	1	
7254	陳伊柔／臺	1	
7255	欠佳	1	
7256	豫／臺北市	1	
7257	忻	1	
7258	昀／臺	1	
7259	芷	1	
7260	增量	1	
7261	萬美玲	1	
7262	折扣	1	
7263	油脂	1	
7264	樓層	1	
7265	桃園區	1	
7266	合格率	1	
7267	鄭文燦	1	
7268	責請	1	
7269	巡署	1	
7270	尿酸	1	
7271	肝	1	
7272	脂肪	1	
7273	葉明軒	1	
7274	名次	1	
7275	刻薄	1	
7276	多虧	1	
7277	樹葉	1	
7278	繁茂	1	
7279	甩	1	
7280	去掉	1	
7281	波拉	1	
7282	結環	1	
7283	默克	1	
7284	藥廠	1	
7285	後仰	1	
7286	起跳	1	
7287	抗伊波拉	1	
7288	墨爾本站	1	
7289	原有	1	
7290	一萬六千	1	
7291	改良	1	
7292	情傷	1	
7293	西非	1	
7294	男朋友	1	
7295	米亞	1	
7296	彈回來	1	
7297	剛果	1	
7298	牧草	1	
7299	腿	1	
7300	自／	1	
7301	辛國	1	
7302	副議長	1	
7303	售予	1	
7304	販售給	1	
7305	吸煙	1	
7306	順位	1	
7307	煙網	1	
7308	兩百	1	
7309	山地	1	
7310	截止	1	
7311	受理	1	
7312	死亡量	1	
7313	辛巴	1	
7314	選會	1	
7315	水牛	1	
7316	黑斑羚	1	
7317	女單	1	
7318	大雨	1	
7319	降臨	1	
7320	板樹	1	
7321	第五十二	1	
7322	獲知	1	
7323	優游	1	
7324	筆畫	1	
7325	南極洲	1	
7326	憂	1	
7327	損	1	
7328	東南方	1	
7329	薩拉耶佛	1	
7330	波士尼亞	1	
7331	抽獎	1	
7332	巴爾幹	1	
7333	瑞斯	1	
7334	塔曼	1	
7335	建制派	1	
7336	奉獻	1	
7337	物料	1	
7338	屋瓦	1	
7339	地方區	1	
7340	奶奶	1	
7341	帶大	1	
7342	大勝	1	
7343	變速	1	
7344	形容	1	
7345	泛民派	1	
7346	香港區	1	
7347	停發	1	
7348	付不起	1	
7349	孫子	1	
7350	老闆	1	
7351	南非	1	
7352	繁盛	1	
7353	愈益	1	
7354	修瓦	1	
7355	憶	1	
7356	搶奪	1	
7357	傑瑞米	1	
7358	置於	1	
7359	之所以	1	
7360	許可證	1	
7361	營業證	1	
7362	展延	1	
7363	人家	1	
7364	為患	1	
7365	頂替	1	
7366	冒	1	
7367	珍妮特	1	
7368	吊銷	1	
7369	載客	1	
7370	冒充	1	
7371	滅火器	1	
7372	南投	1	
7373	辭去	1	
7374	對峙	1	
7375	炮擊	1	
7376	遣返	1	
7377	趕走	1	
7378	雙重	1	
7379	緩衝區	1	
7380	難民營	1	
7381	逃到	1	
7382	雪崩	1	
7383	羅馬尼亞	1	
7384	攻入	1	
7385	揮兵	1	
7386	撤出	1	
7387	封阻	1	
7388	庫德族文	1	
7389	剿	1	
7390	出兵	1	
7391	獎克雷默杜芙若巴納吉	1	
7392	安古德諾	1	
7393	重壓	1	
7394	惠廷	1	
7395	卡萩漢德克	1	
7396	艾因角	1	
7397	舒緩	1	
7398	克魯維利耶	1	
7399	因而勁揚	1	
7400	僅僅	1	
7401	鼻頭角	1	
7402	回升	1	
7403	翻修	1	
7404	空曠	1	
7405	直徑	1	
7406	海景	1	
7407	木衛三	1	
7408	稍	1	
7409	木星迷	1	
7410	凱特家	1	
7411	大豆	1	
7412	提及	1	
7413	黑字	1	
7414	白紙	1	
7415	慘重	1	
7416	五百億	1	
7417	凜	1	
7418	冬天候	1	
7419	四百	1	
7420	阿爾卑斯	1	
7421	經濟獎	1	
7422	線路	1	
7423	克雷默	1	
7424	阿姆斯特丹	1	
7425	回顧	1	
7426	中藥	1	
7427	雞婆	1	
7428	二十二日	1	
7429	虐童	1	
7430	統計兒	1	
7431	概述	1	
7432	治國	1	
7433	無憂公仔	1	
7434	慵懶	1	
7435	潮派	1	
7436	製藥	1	
7437	眼公仔	1	
7438	戰隊	1	
7439	雞	1	
7440	動漫節	1	
7441	十一點	1	
7442	攤位	1	
7443	參展	1	
7444	穆罕默德五世	1	
7445	穆罕默德	1	
7446	中高年級	1	
7447	類型	1	
7448	施虐	1	
7449	惠廷安	1	
7450	杜芙若	1	
7451	巴納吉	1	
7452	麻省理工	1	
7453	北歐斯堪地那維亞半島	1	
7454	萩	1	
7455	漢德克	1	
7456	開展	1	
7457	風力	1	
7458	中晤	1	
7459	衣	1	
7460	見面	1	
7461	寒假	1	
7462	主場	1	
7463	故而	1	
7464	盟友	1	
7465	國球	1	
7466	主辦權	1	
7467	圖／朱珠喔	1	
7468	川金峰會	1	
7469	親職教育	1	
7470	背包	1	
7471	雪中送炭	1	
7472	橄欖球隊	1	
7473	與時俱進	1	
7474	都會區	1	
7475	李孟桂	1	
7476	何建志	1	
7477	副作用	1	
7478	出面	1	
7479	生路	1	
7480	年初	1	
7481	求償	1	
7482	藥害	1	
7483	推卸	1	
7484	無視	1	
7485	急速	1	
7486	拉大	1	
7487	因材施教	1	
7488	常態	1	
7489	編班	1	
7490	活活	1	
7491	掐死	1	
7492	不可能	1	
7493	重製	1	
7494	首里城御	1	
7495	自願	1	
7496	得力	1	
7497	三光四	1	
7498	調回	1	
7499	烏蘭烏德	1	
7500	職不保	1	
7501	裁罰	1	
7502	縣議員	1	
7503	林明溱	1	
7504	片面	1	
7505	好壞	1	
7506	用心	1	
7507	出勤	1	
7508	清冊	1	
7509	日新	1	
7510	磨鍊	1	
7511	改派	1	
7512	候用	1	
7513	名卡	1	
7514	陸正威	1	
7515	車禍	1	
7516	送員	1	
7517	仁愛	1	
7518	國慶	1	
7519	下修	1	
7520	開立	1	
7521	變身	1	
7522	辦學貸	1	
7523	釜石	1	
7524	上千	1	
7525	梁柱	1	
7526	檜木	1	
7527	出自	1	
7528	天災	1	
7529	受盡	1	
7530	長子	1	
7531	葉光洲	1	
7532	善後	1	
7533	御	1	
7534	球賽	1	
7535	哈吉貝	1	
7536	選舉史	1	
7537	副手人	1	
7538	選為	1	
7539	前聯廣	1	
7540	宋	1	
7541	余配	1	
7542	成局	1	
7543	橄欖球	1	
7544	勾球	1	
7545	化為	1	
7546	轟炸	1	
7547	紅樓	1	
7548	不合時宜	1	
7549	訂下	1	
7550	締結婚	1	
7551	親自	1	
7552	頒獎給	1	
7553	駕車	1	
7554	甲子	1	
7555	人稱	1	
7556	西門町	1	
7557	戲院	1	
7558	美軍	1	
7559	林家	1	
7560	盟	1	
7561	權責	1	
7562	會期	1	
7563	臺少盟	1	
7564	艱苦	1	
7565	霍華德	1	
7566	付之一炬	1	
7567	前鋒	1	
7568	複合	1	
7569	做為	1	
7570	射下	1	
7571	雙邊	1	
7572	合辦	1	
7573	交往	1	
7574	英語課	1	
7575	外語法語	1	
7576	陳超明	1	
7577	外語系	1	
7578	外籍師	1	
7579	英檢	1	
7580	分得	1	
7581	建言團	1	
7582	湊齊	1	
7583	田家銘	1	
7584	保家商	1	
7585	穀	1	
7586	開幕戰	1	
7587	法語	1	
7588	開賽	1	
7589	中信杯	1	
7590	日語	1	
7591	德語	1	
7592	西班牙語	1	
7593	甲子園	1	
7594	臺版	1	
7595	綠芽	1	
7596	日前進	1	
7597	政界	1	
7598	平衡	1	
7599	馬克杯	1	
7600	印有	1	
7601	跨境	1	
7602	開罰	1	
7603	重罰	1	
7604	耐力	1	
