序位	詞彙	詞頻	常用詞標V
11714	汙染源	7	
11715	方形	7	
11716	敬老	7	
11717	前端	7	
11718	商機	7	
11719	若是	7	
11720	大墩	7	
11721	關聯	7	
11722	女神	7	
11723	大為	7	
11724	外流	7	
11725	過夜	7	
11726	商圈	7	
11727	四千多	7	
11728	蘿娜麗絲	7	
11729	整潔	7	
11730	蕭子睿	7	
11731	二○一二年	7	
11732	變數	7	
11733	磁鐵	7	
11734	動線	7	
11735	率達	6	
11736	智育	6	
11737	高一生	6	
11738	零食	6	
11739	水族	6	
11740	換氣	6	
11741	安德森	6	
11742	準用	6	
11743	李泓葰	6	
11744	航廈	6	
11745	會計	6	
11746	副	6	
11747	大四	6	
11748	麻雀	6	
11749	寮國	6	
11750	感應	6	
11751	頂端	6	
11752	聘書	6	
11753	中山堂	6	
11754	獨行俠隊	6	
11755	開發案	6	
11756	港口	6	
11757	豐濱	6	
11758	安檢	6	
11759	獲救	6	
11760	昌平	6	
11761	基翬	6	
11762	山海	6	
11763	潛	6	
11764	二二年	6	
11765	大國	6	
11766	領唱	6	
11767	簡錫	6	
11768	爾	6	
11769	穩住	6	
11770	廖俊智	6	
11771	第七八四號	6	
11772	一壘	6	
11773	轉化成	6	
11774	明明	6	
11775	空盟	6	
11776	哈珀	6	
11777	隨便	6	
11778	十微克	6	
11779	丘	6	
11780	無聊	6	
11781	燦爛	6	
11782	許貿淞	6	
11783	下筆	6	
11784	送進	6	
11785	藍鳥隊	6	
11786	文化獎	6	
11787	五千多	6	
11788	首爾	6	
11789	現已	6	
11790	長打	6	
11791	馬車	6	
11792	姜秋蘭	6	
11793	陳昭珍	6	
11794	檢核	6	
11795	光芒	6	
11796	躲避	6	
11797	劉啟祥	6	
11798	新作	6	
11799	遊程	6	
11800	微克	6	
11801	雅加達	6	
11802	通關	6	
11803	擺脫	6	
11804	八成五	6	
11805	不法	6	
11806	藝術季	6	
11807	自傷	6	
11808	疑問	6	
11809	竹圍	6	
11810	玉	6	
11811	一百一十一學年	6	
11812	助力	6	
11813	自主權	6	
11814	拼出	6	
11815	稱呼	6	
11816	潛藏	6	
11817	教養院	6	
11818	財經	6	
11819	軟弱	6	
11820	國際級	6	
11821	虧損	6	
11822	高男組	6	
11823	一陣子	6	
11824	潘建宏	6	
11825	加薩	6	
11826	李東東	6	
11827	改裝	6	
11828	拍賣	6	
11829	瑪夏區	6	
11830	九成二	6	
11831	無線	6	
11832	逆風	6	
11833	乾旱	6	
11834	容量	6	
11835	寶藏	6	
11836	鋼琴家	6	
11837	壓縮	6	
11838	關鍵期	6	
11839	林瑋	6	
11840	預演	6	
11841	右昌	6	
11842	長相	6	
11843	堅守	6	
11844	交換生	6	
11845	餓肚子	6	
11846	二○一四年	6	
11847	校廚	6	
11848	大湖	6	
11849	潔	6	
11850	感嘆	6	
11851	胞胎	6	
11852	散發型	6	
11853	一百二十八	6	
11854	廝殺	6	
11855	埤	6	
11856	中區	6	
11857	藝術村	6	
11858	業師	6	
11859	慈文	6	
11860	黃仲平	6	
11861	張開	6	
11862	校生	6	
11863	藝	6	
11864	星雲	6	
11865	逝	6	
11866	幸福感	6	
11867	荒廢	6	
11868	人造	6	
11869	拍攝到	6	
11870	龍眼	6	
11871	響起	6	
11872	李芊慧	6	
11873	細部	6	
11874	噴藥	6	
11875	大專組	6	
11876	流汗	6	
11877	林欣黛	6	
11878	冬令營	6	
11879	齊心	6	
11880	更名為	6	
11881	盞	6	
11882	專業性	6	
11883	核發	6	
11884	甜瓜	6	
11885	白化症	6	
11886	高球	6	
11887	技藝班	6	
11888	活塞隊	6	
11889	送回	6	
11890	亞特蘭大	6	
11891	郵箱	6	
11892	加大	6	
11893	清單	6	
11894	三點五	6	
11895	戒指	6	
11896	女人	6	
11897	薪傳	6	
11898	之上	6	
11899	罷市	6	
11900	大限	6	
11901	藏谷	6	
11902	探望	6	
11903	棒壘	6	
11904	轉化	6	
11905	醜聞	6	
11906	工專	6	
11907	機隊	6	
11908	消逝	6	
11909	噴射	6	
11910	風車	6	
11911	村民	6	
11912	張忠謀	6	
11913	現蹤	6	
11914	選舉權	6	
11915	食宿	6	
11916	王欽泉	6	
11917	環食	6	
11918	厄文	6	
11919	爽	6	
11920	戰勝	6	
11921	金湖	6	
11922	性平法	6	
11923	賀瓦	6	
11924	曾啟峰	6	
11925	誇張	6	
11926	馬利	6	
11927	進去	6	
11928	技術士	6	
11929	五十七年	6	
11930	政院版	6	
11931	錫	6	
11932	飛舞	6	
11933	走下去	6	
11934	幕後	6	
11935	李柏諭	6	
11936	影偶	6	
11937	百分之七	6	
11938	骨	6	
11939	人面	6	
11940	攻防	6	
11941	受用	6	
11942	念到	6	
11943	無私	6	
11944	展示區	6	
11945	醬油	6	
11946	交通部長	6	
11947	護具	6	
11948	發亮	6	
11949	增減	6	
11950	婆婆	6	
11951	有禮	6	
11952	圍籬	6	
11953	淨化	6	
11954	聯軍	6	
11955	完賽	6	
11956	特效	6	
11957	趙浩守	6	
11958	奚	6	
11959	臺陽	6	
11960	渴	6	
11961	劉宜惠	6	
11962	享譽	6	
11963	口才	6	
11964	外公	6	
11965	景物	6	
11966	元凶	6	
11967	查閱	6	
11968	安倍晉三	6	
11969	知名度	6	
11970	混合式	6	
11971	廢水	6	
11972	挑釁	6	
11973	茶樹	6	
11974	閱聽人	6	
11975	重鎮	6	
11976	背板	6	
11977	埋下	6	
11978	外海	6	
11979	摘除	6	
11980	重溪	6	
11981	辜	6	
11982	大會師	6	
11983	水管	6	
11984	二技	6	
11985	一千三百	6	
11986	煞車	6	
11987	遇見	6	
11988	脫歐	6	
11989	航海	6	
11990	偏見	6	
11991	中港	6	
11992	中段	6	
11993	巡山員	6	
11994	加倍	6	
11995	甲等	6	
11996	痛心	6	
11997	築巢	6	
11998	紅點	6	
11999	檢查哨	6	
12000	騎到	6	
12001	自助	6	
12002	沙發	6	
12003	教育科	6	
12004	糕	6	
12005	為輔	6	
12006	產出	6	
12007	食指	6	
12008	八十三	6	
12009	揚名	6	
12010	同事	6	
12011	橄欖球隊	6	
12012	公盟	6	
12013	消弭	6	
12014	多才多藝	6	
12015	阻力	6	
12016	困苦	6	
12017	封街	6	
12018	玩出	6	
12019	灌	6	
12020	梁	6	
12021	黑馬	6	
12022	貼紙	6	
12023	灌入	6	
12024	炸	6	
12025	低頭	6	
12026	插圖	6	
12027	智慧化	6	
12028	喜氣	6	
12029	易懂	6	
12030	淺顯	6	
12031	明義	6	
12032	伯伯	6	
12033	過剩	6	
12034	如廁	6	
12035	筱琪	6	
12036	常用	6	
12037	父母親	6	
12038	孟雨荷	6	
12039	紋路	6	
12040	出爐	6	
12041	色情	6	
12042	重頭戲	6	
12043	風浪	6	
12044	一百四十萬	6	
12045	興大	6	
12046	觀傳局	6	
12047	望嘉	6	
12048	敗績	6	
12049	折扣	6	
12050	張善政	6	
12051	候車亭	6	
12052	手動	6	
12053	吐氣	6	
12054	伊斯蘭	6	
12055	遨遊	6	
12056	香氣	6	
12057	開齋節	6	
12058	熱舞	6	
12059	盛裝	6	
12060	薄	6	
12061	字形	6	
12062	黑人	6	
12063	烹煮	6	
12064	柯利西	6	
12065	漸增	6	
12066	高飛	6	
12067	病蟲害	6	
12068	龍興	6	
12069	白人	6	
12070	遍及	6	
12071	貓頭鷹	6	
12072	竹筍	6	
12073	吸入	6	
12074	蜜源	6	
12075	交叉	6	
12076	怠	6	
12077	遠遠	6	
12078	表明	6	
12079	災民	6	
12080	疫病	6	
12081	零時	6	
12082	鹹	6	
12083	師恩	6	
12084	精確	6	
12085	祖父	6	
12086	紫	6	
12087	佛澤蘭	6	
12088	連江	6	
12089	清明節	6	
12090	林右昌	6	
12091	梅格哈娜	6	
12092	指北針	6	
12093	沖洗	6	
12094	包裹	6	
12095	沉穩	6	
12096	蘇晨翔	6	
12097	阿邁德	6	
12098	林采葳	6	
12099	審定	6	
12100	種稻	6	
12101	僑生	6	
12102	稠	6	
12103	副主委	6	
12104	藝術展	6	
12105	愛滋病患	6	
12106	改正	6	
12107	溫水	6	
12108	臺中一中	6	
12109	六百多	6	
12110	朵朵	6	
12111	前任	6	
12112	不惜	6	
12113	菸草	6	
12114	幹道	6	
12115	客機	6	
12116	黃衍鐘	6	
12117	異性	6	
12118	風鈴	6	
12119	不懈	6	
12120	事務所	6	
12121	蚵	6	
12122	突尼西亞	6	
12123	敏銳	6	
12124	美術史	6	
12125	觀察力	6	
12126	陸軍	6	
12127	林哲璋	6	
12128	大倫	6	
12129	許鴻源	6	
12130	妮	6	
12131	寒流	6	
12132	放映	6	
12133	打中	6	
12134	侯	6	
12135	聯想力	6	
12136	白內障	6	
12137	鹿樂	6	
12138	協理	6	
12139	郭佳音	6	
12140	美館	6	
12141	匆促	6	
12142	會館	6	
12143	十四年	6	
12144	樂隊	6	
12145	兩百億	6	
12146	反攻	6	
12147	歐亞	6	
12148	難關	6	
12149	盜壘	6	
12150	出於	6	
12151	助長	6	
12152	租用	6	
12153	冰川	6	
12154	僱用	6	
12155	畜產	6	
12156	巡迴展	6	
12157	吳起	6	
12158	年報	6	
12159	冰淇淋	6	
12160	謝政達	6	
12161	套書	6	
12162	摘要	6	
12163	郭	6	
12164	垂降	6	
12165	茂林區	6	
12166	拿捏	6	
12167	抽象	6	
12168	彭	6	
12169	海盜隊	6	
12170	九十八	6	
12171	幻境	6	
12172	概況	6	
12173	康寧	6	
12174	威廉森	6	
12175	葉東龍	6	
12176	謀求	6	
12177	能見度	6	
12178	抗體	6	
12179	魏浩倫	6	
12180	氣餒	6	
12181	建教合作	6	
12182	避	6	
12183	彭郁涵	6	
12184	風力	6	
12185	協和	6	
12186	莊沐倫	6	
12187	田徑場	6	
12188	蒙古	6	
12189	天然氣	6	
12190	青銀	6	
12191	立體化	6	
12192	性格	6	
12193	掛警階	6	
12194	用戶	6	
12195	仰式	6	
12196	奉	6	
12197	脾氣	6	
12198	活出	6	
12199	貧童	6	
12200	住處	6	
12201	在世	6	
12202	擬真	6	
12203	瓦	6	
12204	一百二十一	6	
12205	少輔會	6	
12206	三千五百	6	
12207	棄兒	6	
12208	稻草	6	
12209	寫稿	6	
12210	殺菌	6	
12211	材料費	6	
12212	勾	6	
12213	泰語	6	
12214	鄉村	6	
12215	亞東	6	
12216	貴族	6	
12217	閣揆	6	
12218	輔導法	6	
12219	相驗	6	
12220	困難度	6	
12221	鏈結	6	
12222	一心	6	
12223	平方公尺	6	
12224	自卑	6	
12225	窮	6	
12226	格子	6	
12227	他國	6	
12228	絕大多數	6	
12229	噴出	6	
12230	阿賈克斯隊	6	
12231	隨行	6	
12232	熱刺隊	6	
12233	小梅	6	
12234	編號	6	
12235	歐冠	6	
12236	加計	6	
12237	停靠	6	
12238	遊樂場	6	
12239	親人	6	
12240	共鳴	6	
12241	公道	6	
12242	高品質	6	
12243	郭宇晨	6	
12244	流離失所	6	
12245	步槍	6	
12246	烏魚子	6	
12247	打電玩	6	
12248	大秀	6	
12249	百分之八十五	6	
12250	文青	6	
12251	剪綵	6	
12252	海南島	6	
12253	消極	6	
12254	放養	6	
12255	猴群	6	
12256	從旁	6	
12257	隆起	6	
12258	景色	6	
12259	倒影	6	
12260	企鵝	6	
12261	訂製	6	
12262	接見	6	
12263	痕跡	6	
12264	葉光洲	6	
12265	高潮	6	
12266	講求	6	
12267	齊聲	6	
12268	高樹鄉	6	
12269	腦海	6	
12270	快遞	6	
12271	美妙	6	
12272	嚴防	6	
12273	教學區	6	
12274	神像	6	
12275	短褲	6	
12276	齒列	6	
12277	搶購	6	
12278	學妹	6	
12279	軸	6	
12280	飛行器	6	
12281	備取	6	
12282	深切	6	
12283	黃越謙	6	
12284	生力軍	6	
12285	領頭	6	
12286	洪璽皓	6	
12287	兄	6	
12288	攻訐	6	
12289	左下圖	6	
12290	遊說	6	
12291	光碟	6	
12292	專業組	6	
12293	獵戶座	6	
12294	樹幹	6	
12295	利嘉	6	
12296	優於	6	
12297	日照	6	
12298	清晰	6	
12299	搞	6	
12300	新塭	6	
12301	七三七	6	
12302	無比	6	
12303	同婚	6	
12304	勞檢	6	
12305	低廉	6	
12306	主場館	6	
12307	充沛	6	
12308	最愛	6	
12309	站起來	6	
12310	一百一十三年	6	
12311	腿部	6	
12312	創舉	6	
12313	步行	6	
12314	成行	6	
12315	高科大	6	
12316	音色	6	
12317	聽損	6	
12318	尤文圖斯隊	6	
12319	顛覆	6	
12320	抽出	6	
12321	診療	6	
12322	馬里斯	6	
12323	頒獎給	6	
12324	果汁	6	
12325	親善	6	
12326	正殿	6	
12327	百分之四十	6	
12328	扣分	6	
12329	飽和	6	
12330	水稻田	6	
12331	農事	6	
12332	吃力	6	
12333	出血	6	
12334	泳將	6	
12335	糞	6	
12336	撕裂	6	
12337	元智	6	
12338	畫筆	6	
12339	張本智	6	
12340	聯網	6	
12341	年初	6	
12342	小飛俠	6	
12343	究責	6	
12344	柳丁	6	
12345	覓	6	
12346	才華	6	
12347	球類	6	
12348	癌友	6	
12349	育幼院	6	
12350	類流感	6	
12351	二林	6	
12352	婚後	6	
12353	駕駛人	6	
12354	佳話	6	
12355	晴朗	6	
12356	融式	6	
12357	垂直	6	
12358	杉林	6	
12359	枝	6	
12360	缸	6	
12361	白沙	6	
12362	授旗	6	
12363	伸出	6	
12364	在外	6	
12365	試玩	6	
12366	分制	6	
12367	民心	6	
12368	鏤空	6	
12369	總獎金	6	
12370	裝修	6	
12371	永定	6	
12372	射門	6	
12373	師生組	6	
12374	震央	6	
12375	舊居	6	
12376	轉往	6	
12377	舅舅	6	
12378	私下	6	
12379	艾	6	
12380	履約	6	
12381	文化處	6	
12382	輕生	6	
12383	超乎	6	
12384	德國人	6	
12385	意味	6	
12386	無視	6	
12387	貼出	6	
12388	改選	6	
12389	看齊	6	
12390	叢林	6	
12391	繩索	6	
12392	有賴	6	
12393	抓住	6	
12394	上陣	6	
12395	占地	6	
12396	警語	6	
12397	毫升	6	
12398	汗水	6	
12399	更正	6	
12400	不亦樂乎	6	
12401	動土	6	
12402	清境	6	
12403	四成三	6	
12404	配色	6	
12405	星象	6	
12406	澆水	6	
12407	何不	6	
12408	一百零五學年度	6	
12409	陳國昌	6	
12410	華佗	6	
12411	民代	6	
12412	涉案	6	
12413	林正洪	6	
12414	林煜軒	6	
12415	起點	6	
12416	訪客	6	
12417	起源於	6	
12418	繞行	6	
12419	第二十三	6	
12420	演繹	6	
12421	友人	6	
12422	陶片	6	
12423	武崙	6	
12424	北美	6	
12425	非凡	6	
12426	五點五	6	
12427	聚	6	
12428	達陣	6	
12429	中國人	6	
12430	升等	6	
12431	史柯拉	6	
12432	分離	6	
12433	構思	6	
12434	誤解	6	
12435	久遠	6	
12436	一成九	6	
12437	湯匙	6	
12438	修補	6	
12439	付諸	6	
12440	蛻變	6	
12441	緩緩	6	
12442	結緣	6	
12443	成長率	6	
12444	調製	6	
12445	向心力	6	
12446	戴博鈞	6	
12447	時時	6	
12448	金魚	6	
12449	鳥瞰	6	
12450	推車	6	
12451	燈泡	6	
12452	鄭樸璿	6	
12453	育才	6	
12454	流通	6	
12455	卡迪羅夫	6	
12456	賀陳弘	6	
12457	皇馬隊	6	
12458	詩句	6	
12459	樂章	6	
12460	第二十七	6	
12461	心境	6	
12462	黃耀霆	6	
12463	糕點師	6	
12464	備料	6	
12465	出缺	6	
12466	思覺	6	
12467	許添明	6	
12468	分量	6	
12469	開園	6	
12470	便祕	6	
12471	無助	6	
12472	歷險記	6	
12473	椅子	6	
12474	農田	6	
12475	罐	6	
12476	散瞳劑	6	
12477	十一班	6	
12478	浮現	6	
12479	義診	6	
12480	打鼓	6	
12481	奔走	6	
12482	胸部	6	
12483	補上	6	
12484	驗尿	6	
12485	陳清義	6	
12486	腦筋	6	
12487	汙	6	
12488	敬禮	6	
12489	增多	6	
12490	供品	6	
12491	蝨	6	
12492	做為	6	
12493	螳	6	
12494	五金	6	
12495	九宮格	6	
12496	右側	6	
12497	科威特	6	
12498	畢生	6	
12499	相反	6	
12500	票選出	6	
12501	扇	6	
12502	二三十	6	
12503	中市	6	
12504	審議會	6	
12505	生字	6	
12506	語詞簿	6	
12507	當面	6	
12508	綠化	6	
12509	收取	6	
12510	鄒族人	6	
12511	授	6	
12512	開南	6	
12513	補齊	6	
12514	分裂	6	
12515	休息室	6	
12516	著迷	6	
12517	金牌獎	6	
12518	期滿	6	
12519	澳大利亞	6	
12520	物理系	6	
12521	爛	6	
12522	鮮明	6	
12523	教師群	6	
12524	戰機	6	
12525	健行	6	
12526	沈文寅	6	
12527	硬式	6	
12528	伸展	6	
12529	益智	6	
12530	兄弟倆	6	
12531	奶	6	
12532	調養	6	
12533	單調	6	
12534	潮溼	6	
12535	平和	6	
12536	一步步	6	
12537	下山	6	
12538	新屋	6	
12539	外社	6	
12540	蜘蛛	6	
12541	誠品	6	
12542	後代	6	
12543	原住民語	6	
12544	圖書室	6	
12545	受阻	6	
12546	善舉	6	
12547	彈奏	6	
12548	猝死	6	
12549	瓦楞紙	6	
12550	北大	6	
12551	候鳥	6	
12552	新化	6	
12553	飲	6	
12554	轉學生	6	
12555	張羅	6	
12556	善行	6	
12557	創價	6	
12558	明道	6	
12559	志同道合	6	
12560	莊靈	6	
12561	紀念展	6	
12562	翰墨	6	
12563	服刑	6	
12564	建教生	6	
12565	六成二	6	
12566	高科	6	
12567	自認	6	
12568	遺棄	6	
12569	主廚	6	
12570	起跑點	6	
12571	時有所聞	6	
12572	尼泊爾	6	
12573	教保員	6	
12574	限於	6	
12575	美女	6	
12576	浪花	6	
12577	印尼籍	6	
12578	授證	6	
12579	提交	6	
12580	先馳得點	6	
12581	接替	6	
12582	攝影棚	6	
12583	設計群	6	
12584	但須	6	
12585	繳納	6	
12586	野馬級	6	
12587	邱彥祖	6	
12588	保險費	6	
12589	奪走	6	
12590	吳宗修	6	
12591	管理局	6	
12592	下議院	6	
12593	明知	6	
12594	過境	6	
12595	俱佳	6	
12596	海大	6	
12597	迷	6	
12598	資本主義	6	
12599	生火	6	
12600	代謝	6	
12601	蓁	6	
12602	時裝	6	
12603	那麼多	6	
12604	繃帶	6	
12605	收據	6	
12606	回收率	6	
12607	史首冠	6	
12608	合作社	6	
12609	進用	6	
12610	薇薇安	6	
12611	披露	6	
12612	花椰菜	6	
12613	圖書類	6	
12614	容忍	6	
12615	成功率	6	
12616	建弘	6	
12617	體檢	6	
12618	鎮西	6	
12619	救護	6	
12620	通譯	6	
12621	銀質獎	6	
12622	初級	6	
12623	帶上	6	
12624	下陷	6	
12625	揮出	6	
12626	梅雨季	6	
12627	攤販	6	
12628	大武山	6	
12629	憑藉	6	
12630	甚至於	6	
12631	五顏六色	6	
12632	環礁	6	
12633	繫上	6	
12634	協辦	6	
12635	清朝	6	
12636	贏球	6	
12637	先機	6	
12638	倡導	6	
12639	獨家	6	
12640	迪士尼	6	
12641	誘發	6	
12642	而已	6	
12643	北門區	6	
12644	為生	6	
12645	領有	6	
12646	古堡	6	
12647	人家	6	
12648	秀	6	
12649	紅土	6	
12650	開闢	6	
12651	身段	6	
12652	農產	6	
12653	收購	6	
12654	直笛	6	
12655	盲	6	
12656	上岸	6	
12657	官邸	6	
12658	晨間	6	
12659	配上	6	
12660	新星	6	
12661	唐	6	
12662	斥資	6	
12663	西餐	6	
12664	親民黨	6	
12665	門市	6	
12666	丁一航	6	
12667	聯想到	6	
12668	沉默	6	
12669	低碳	6	
12670	反射	6	
12671	野	6	
12672	龍捲風	6	
12673	內瑞拉	6	
12674	臺南區	6	
12675	單人	6	
12676	承接	6	
12677	獲知	6	
12678	原地	6	
12679	抗日	6	
12680	量販店	6	
12681	民怨	6	
12682	玉東	6	
12683	外在	6	
12684	特犬	6	
12685	關山	6	
12686	科別	6	
12687	床位	6	
12688	交到	6	
12689	興	6	
12690	海倫	6	
12691	一向	6	
12692	高解析度	6	
12693	幼苗	6	
12694	王文豪	6	
12695	蘆竹	6	
12696	卡號	6	
12697	重於	6	
12698	執著	6	
12699	刊	6	
12700	合宜	6	
12701	拉長	6	
12702	速報	6	
12703	張景哲	6	
12704	月底	6	
12705	炒作	6	
12706	祝健芳	6	
12707	空窗期	6	
12708	柱	6	
12709	形容為	6	
12710	駭客	6	
12711	李奇芳	6	
12712	事務部	6	
12713	古老	6	
12714	至多	6	
12715	下車	6	
12716	國研院	6	
12717	大笑	6	
12718	魯卡斯	6	
12719	薄弱	6	
12720	服務科	6	
12721	福山	6	
12722	菁英	6	
12723	蘆洲	6	
12724	布展	6	
12725	動腦	6	
12726	莫過於	6	
12727	助手	6	
12728	一百七十	6	
12729	四科	6	
12730	中輟生	6	
12731	九十四年	6	
12732	失常	6	
12733	留下來	6	
12734	圖利	6	
12735	應對	6	
12736	虎尾	6	
12737	好動	6	
12738	責無旁貸	6	
12739	不動產	6	
12740	潘	6	
12741	電動	6	
12742	一千一百多	6	
12743	淚水	6	
12744	溪南	6	
12745	常規	6	
12746	保護司	6	
12747	環流	6	
12748	安養院	6	
12749	陣頭	6	
12750	環海	6	
12751	堅決	6	
12752	歸屬感	6	
12753	齒輪	6	
12754	忘	6	
12755	開季	6	
12756	穿堂	6	
12757	干涉	6	
12758	激素	6	
12759	上智	6	
12760	絲毫	6	
12761	石油	6	
12762	復旦	6	
12763	上空	6	
12764	兩百零二	6	
12765	對面	6	
12766	黨派	6	
12767	做出來	6	
12768	布袋	6	
12769	不公	6	
12770	撲殺	6	
12771	獸醫師	6	
12772	哈波	6	
12773	診斷為	6	
12774	自覺	6	
12775	漂浮	6	
12776	上完	6	
12777	果凍液	6	
12778	賓客	6	
12779	從寬	6	
12780	傑佐羅力	6	
12781	五年仁班	6	
12782	洲際	6	
12783	八八	6	
12784	檢出	6	
12785	泡麵	6	
12786	達希	6	
12787	觀展	6	
12788	續約	6	
12789	特優獎	6	
12790	相傳	6	
12791	鵪鶉	6	
12792	驚覺	6	
12793	個子	6	
12794	會報	6	
12795	不景氣	6	
12796	派員	6	
12797	採行	6	
12798	稅負率	6	
12799	守則	6	
12800	多樣化	6	
12801	外交官	6	
12802	資優生	6	
12803	聯	6	
12804	精熟	6	
12805	兒童版	6	
12806	要務	6	
12807	異樣	6	
12808	破解	6	
12809	曾姓	6	
12810	丟擲	6	
12811	免稅額	6	
12812	林姿妙	6	
12813	融化	6	
12814	單月	6	
12815	善於	6	
12816	卡車	6	
12817	重挫	6	
12818	那些	6	
12819	小黃	6	
12820	三胞胎	6	
12821	院區	6	
12822	考證	6	
12823	一睹	6	
12824	奧妙	6	
12825	接力賽	6	
12826	亟	6	
12827	艾爾斯	6	
12828	十六億	6	
12829	外圍	6	
12830	心意	6	
12831	審查會	6	
12832	彈簧	6	
12833	短文	6	
12834	大洋洲	6	
12835	成形	6	
12836	創設	6	
12837	干	6	
12838	兵器	6	
12839	福利社	6	
12840	搬進	6	
12841	十興	6	
12842	安危	6	
12843	問世	6	
12844	熱帶性	6	
12845	一九九九年	6	
12846	澤倫斯基	6	
12847	投擲	6	
12848	個人組	6	
12849	貨物	6	
12850	黏貼	6	
12851	掩	6	
12852	樂活	6	
12853	博	6	
12854	鮮少	6	
12855	一體	6	
12856	緬懷	6	
12857	額滿	6	
12858	播種	6	
12859	陀螺隊	6	
12860	貸	6	
12861	山貓	6	
12862	異動	6	
12863	寫到	6	
12864	果	6	
12865	邀請到	6	
12866	糾紛	6	
12867	彭啟明	6	
12868	冷卻	6	
12869	一百二十五	6	
12870	著色	6	
12871	票價	6	
12872	告白	6	
12873	雕塑	6	
12874	過生日	6	
12875	變小	6	
12876	親屬	6	
12877	邦交國	6	
12878	一百五十多	6	
12879	癥結	6	
12880	會同	6	
12881	試用	6	
12882	港區	6	
12883	桃山	6	
12884	林園	6	
12885	婕納特	6	
12886	延緩	6	
12887	一百六十五	6	
12888	長程	6	
12889	負成長	6	
12890	失效	6	
12891	受獎	6	
12892	顆粒	6	
12893	勞倫斯	6	
12894	產檢	6	
12895	九成八	6	
12896	悼念	6	
12897	母職	6	
12898	掩埋	6	
12899	身體力行	6	
12900	零點	6	
12901	擲	6	
12902	公演	6	
12903	界線	6	
12904	生母	6	
12905	民宅	6	
12906	普選	6	
12907	許願	6	
12908	連環	6	
12909	長久以來	6	
12910	查明	6	
12911	七十三	6	
12912	九十四	6	
12913	大姐姐	6	
12914	上百萬	6	
12915	出生率	6	
12916	五年三班	6	
12917	緊緊	6	
12918	減弱	6	
12919	規避	6	
12920	賓茂	6	
12921	隱匿	6	
12922	霜	6	
12923	豎笛	6	
12924	拋棄	6	
12925	二十世紀	6	
12926	盒	6	
12927	有錢	6	
12928	接管	6	
12929	機緣	6	
12930	歡笑聲	6	
12931	海平面	6	
12932	服務法	6	
12933	幅員	6	
12934	自閉兒	6	
12935	借閱量	6	
12936	感測	6	
12937	停飛	6	
12938	發展為	6	
12939	董恆毅	6	
12940	慶生會	6	
12941	毒性	6	
12942	艱鉅	6	
12943	雙軌	6	
12944	獻	6	
12945	兩千七百	6	
12946	尖山	6	
12947	高下	6	
12948	一百零六學年	6	
12949	自治市	6	
12950	便車	6	
12951	津巴克	6	
12952	書櫃	6	
12953	林柏儀	6	
12954	滋生源	6	
12955	局限於	6	
12956	訝異	6	
12957	稱王	6	
12958	文人	6	
12959	畢卡索	6	
12960	接棒	6	
12961	還原	6	
12962	謝師宴	6	
12963	原作	6	
12964	年邁	6	
12965	三萬五千	6	
12966	潘建廷	6	
12967	轉作	6	
12968	講評	6	
12969	一技之長	6	
12970	甲蟲	6	
12971	遠見	6	
12972	庭院	6	
12973	冬奧	6	
12974	五一	6	
12975	魏	6	
12976	突襲	6	
12977	北成	6	
12978	零工	6	
12979	漏	6	
12980	造價	6	
12981	國界	6	
12982	啟航	6	
12983	愛樂	6	
12984	羽	6	
12985	英鎊	6	
12986	粉絲團	6	
12987	打字	6	
12988	西北	6	
12989	調薪	6	
12990	地址	6	
12991	新店	6	
12992	密西根州	6	
12993	買賣	6	
12994	大三	6	
12995	杜哈	6	
12996	化險為夷	6	
12997	籌辦	6	
12998	不見得	6	
12999	汙名化	6	
13000	年夜	6	
13001	科學院	6	
13002	揚言	6	
13003	物理科	6	
13004	一百六十六	6	
13005	道理	6	
13006	鬥志	6	
13007	外移	6	
13008	傳遞給	6	
13009	彈跳	6	
13010	批發	6	
13011	竹籠	6	
13012	馬拉拉	6	
13013	襪子	6	
13014	百分之九	6	
13015	電子耳	6	
13016	洛桑	6	
13017	用功	6	
13018	阮	6	
13019	高昂	6	
13020	柔道隊	6	
13021	嫁	6	
13022	靜宜	6	
13023	真情	6	
13024	謠言	6	
13025	總級	6	
13026	電音	6	
13027	六百五十	6	
13028	馬戲團	6	
13029	定量	6	
13030	章魚	6	
13031	潮間帶	6	
13032	陳錫煌	6	
13033	大開	6	
13034	就此	6	
13035	匯聚	6	
13036	大楊	6	
13037	虛實	6	
13038	烘烤	6	
13039	暫不	6	
13040	性命	6	
13041	侏儒	6	
13042	顱	6	
13043	猥褻	6	
13044	杜魯道	6	
13045	個展	6	
13046	公版	6	
13047	發揮所長	6	
13048	多於	6	
13049	鐘乳石	6	
13050	標題	6	
13051	擺攤	6	
13052	恐嚇	6	
13053	巧	6	
13054	賞析	6	
13055	沒收	6	
13056	謀生	6	
13057	法蘭克福	6	
13058	化	6	
13059	值星官	6	
13060	永樂	6	
13061	同級	6	
13062	專款	6	
13063	病因	6	
13064	登記為	6	
13065	生殖	6	
13066	胃	6	
13067	廖榮吉	6	
13068	義工	6	
13069	抽中	6	
13070	審判	6	
13071	許姓	6	
13072	望	6	
13073	音樂節	6	
13074	裙	6	
13075	縣賽	6	
13076	幾何	6	
13077	剝	6	
13078	莫瑞	6	
13079	北園	6	
13080	流量	6	
13081	掙扎	6	
13082	理事會	6	
13083	泛	6	
13084	相依為命	6	
