序位	詞彙	詞頻	百萬詞頻
13309	說出來	5	5
13310	美醜	5	5
13311	溜冰場	5	5
13312	一百七十三	5	5
13313	廣闊	5	5
13314	依依不捨	5	5
13315	五線譜	5	5
13316	違背	5	5
13317	早晨	5	5
13318	華霞菱	5	5
13319	臉譜	5	5
13320	車諾	5	5
13321	反射	5	5
13322	南興	5	5
13323	蘸醬	5	5
13324	印尼人	5	5
13325	邦查	5	5
13326	昏迷	5	5
13327	欠	5	5
13328	扭傷	5	5
13329	捧回	5	5
13330	燕巢	5	5
13331	曾玉華	5	5
13332	丹鳳	5	5
13333	滑水道	5	5
13334	奮戰	5	5
13335	九十七年	5	5
13336	彌陀區	5	5
13337	進用	5	5
13338	夾帶	5	5
13339	劉宥侖	5	5
13340	陸戰隊	5	5
13341	封存	5	5
13342	四百八十	5	5
13343	來信	5	5
13344	存摺	5	5
13345	寄到	5	5
13346	黃國書	5	5
13347	富豪	5	5
13348	大成	5	5
13349	摧殘	5	5
13350	高成就	5	5
13351	低興趣	5	5
13352	早安	5	5
13353	隱形	5	5
13354	電費	5	5
13355	六年丙班	5	5
13356	洪甄聲	5	5
13357	中科	5	5
13358	道賀	5	5
13359	蛋黃	5	5
13360	雙腿	5	5
13361	吉爾吉斯	5	5
13362	凋零	5	5
13363	西拉雅族	5	5
13364	龍崗	5	5
13365	端午	5	5
13366	佐伯瑞斯特	5	5
13367	赤蛙	5	5
13368	詩句	5	5
13369	發明家	5	5
13370	蓮衫	5	5
13371	趙若晴	5	5
13372	廣州	5	5
13373	慶賀	5	5
13374	參政	5	5
13375	無縫	5	5
13376	藏書票	5	5
13377	幼獅	5	5
13378	設計類	5	5
13379	陂塘	5	5
13380	設限	5	5
13381	襲擊	5	5
13382	曹啟鴻	5	5
13383	人情味	5	5
13384	一百零六年度	5	5
13385	鄭欽俊	5	5
13386	軍訓	5	5
13387	畫上	5	5
13388	淺顯	5	5
13389	古人	5	5
13390	治理	5	5
13391	腦麻	5	5
13392	風雨無阻	5	5
13393	寸	5	5
13394	打折	5	5
13395	町	5	5
13396	公東	5	5
13397	啟聰	5	5
13398	常人	5	5
13399	排出	5	5
13400	紙本	5	5
13401	窺	5	5
13402	精細	5	5
13403	拉密	5	5
13404	馬鈴薯	5	5
13405	遍布	5	5
13406	發電廠	5	5
13407	腎臟	5	5
13408	甲蟲	5	5
13409	碧岳	5	5
13410	打動	5	5
13411	億	5	5
13412	早起	5	5
13413	閱讀力	5	5
13414	出錯	5	5
13415	樂此不疲	5	5
13416	穩定度	5	5
13417	省道	5	5
13418	發芽	5	5
13419	低收	5	5
13420	退縮	5	5
13421	奉獻獎	5	5
13422	稱職	5	5
13423	教育力	5	5
13424	監試	5	5
13425	公視	5	5
13426	工作權	5	5
13427	大體	5	5
13428	大夫	5	5
13429	天國	5	5
13430	摘要	5	5
13431	強隊	5	5
13432	淡水河	5	5
13433	四成五	5	5
13434	四百八十萬	5	5
13435	上陣	5	5
13436	著稱	5	5
13437	困	5	5
13438	跆拳	5	5
13439	書庫	5	5
13440	郭俊成	5	5
13441	縮水	5	5
13442	果醬	5	5
13443	工務局	5	5
13444	妻	5	5
13445	商務	5	5
13446	重罰	5	5
13447	春假	5	5
13448	撕榜	5	5
13449	係數	5	5
13450	炸彈客	5	5
13451	稻作	5	5
13452	五六月	5	5
13453	拔草	5	5
13454	工匠	5	5
13455	拉扯	5	5
13456	瓦	5	5
13457	搗蛋	5	5
13458	翁子	5	5
13459	水泡	5	5
13460	一下子	5	5
13461	情事	5	5
13462	歸類	5	5
13463	郵寄	5	5
13464	江承蔚	5	5
13465	訂單	5	5
13466	亨利	5	5
13467	乏味	5	5
13468	不可或缺	5	5
13469	蔣鴻銘	5	5
13470	沙龍	5	5
13471	灰塵	5	5
13472	因子	5	5
13473	調味	5	5
13474	出入口	5	5
13475	窮人	5	5
13476	遺贈稅	5	5
13477	堅	5	5
13478	釉色	5	5
13479	西裝	5	5
13480	生存權	5	5
13481	受挫	5	5
13482	木船	5	5
13483	拿出來	5	5
13484	親長	5	5
13485	菸稅	5	5
13486	做生意	5	5
13487	文化園	5	5
13488	寫完	5	5
13489	瑪貝爾	5	5
13490	途	5	5
13491	可疑	5	5
13492	兄弟檔	5	5
13493	姐妹檔	5	5
13494	欺負	5	5
13495	特效	5	5
13496	康乃馨	5	5
13497	甲組	5	5
13498	暈針	5	5
13499	搏	5	5
13500	歌舞劇	5	5
13501	接合	5	5
13502	斷交	5	5
13503	小說家	5	5
13504	李永平	5	5
13505	冰塊	5	5
13506	川	5	5
13507	打中	5	5
13508	華東	5	5
13509	八十年	5	5
13510	特異	5	5
13511	三成七	5	5
13512	立人	5	5
13513	電鑽	5	5
13514	長程	5	5
13515	張迦勒	5	5
13516	雕像	5	5
13517	激戰	5	5
13518	醫藥獎	5	5
13519	柏克萊	5	5
13520	完封	5	5
13521	耐震度	5	5
13522	產製	5	5
13523	識讀	5	5
13524	弊案	5	5
13525	呷	5	5
13526	龍貓	5	5
13527	七點八	5	5
13528	一九八四年	5	5
13529	跳票	5	5
13530	流露	5	5
13531	工黨	5	5
13532	陳宗慶	5	5
13533	領悟到	5	5
13534	備戰	5	5
13535	誇獎	5	5
13536	尖山	5	5
13537	肢障	5	5
13538	智庫	5	5
13539	烏托邦	5	5
13540	傳遞到	5	5
13541	炮臺	5	5
13542	實價	5	5
13543	從頭	5	5
13544	秋天	5	5
13545	課稅	5	5
13546	知事	5	5
13547	曠課	5	5
13548	程銘志	5	5
13549	林晏弘	5	5
13550	繆學理	5	5
13551	背面	5	5
13552	碼	5	5
13553	雙城	5	5
13554	畫冊	5	5
13555	勾選	5	5
13556	失聯	5	5
13557	不等	5	5
13558	白沙	5	5
13559	免疫力	5	5
13560	花草	5	5
13561	年夜飯	5	5
13562	崩落	5	5
13563	五年一班	5	5
13564	林佳儀	5	5
13565	溪寮	5	5
13566	吳旭棟	5	5
13567	魔術師	5	5
13568	播報	5	5
13569	瓜地馬拉	5	5
13570	停火	5	5
13571	行動劇	5	5
13572	湯瑪士	5	5
13573	好比	5	5
13574	訪客	5	5
13575	排灣	5	5
13576	八年	5	5
13577	虎尾	5	5
13578	藥理	5	5
13579	嘹亮	5	5
13580	抄寫	5	5
13581	羅素	5	5
13582	送請	5	5
13583	升空	5	5
13584	潔淨	5	5
13585	交錯	5	5
13586	裝滿	5	5
13587	鯨豚	5	5
13588	羅薇娜	5	5
13589	有空	5	5
13590	陳岱均	5	5
13591	社交	5	5
13592	一壘	5	5
13593	礦	5	5
13594	劇院	5	5
13595	專才	5	5
13596	郭泰源	5	5
13597	任由	5	5
13598	鈦	5	5
13599	飛夢林	5	5
13600	砂	5	5
13601	服務站	5	5
13602	婚紗	5	5
13603	年久失修	5	5
13604	揚	5	5
13605	面試官	5	5
13606	建請	5	5
13607	地目	5	5
13608	挪用	5	5
13609	別具	5	5
13610	句型	5	5
13611	抬	5	5
13612	蟠桃	5	5
13613	葉家渝	5	5
13614	紅龜粿	5	5
13615	詞彙	5	5
13616	咬傷	5	5
13617	服務員	5	5
13618	巴崚	5	5
13619	堪	5	5
13620	拉丁文	5	5
13621	剪影	5	5
13622	葉門	5	5
13623	腳尖	5	5
13624	南島	5	5
13625	麵粉	5	5
13626	六百零三	5	5
13627	東西方	5	5
13628	裁切	5	5
13629	臺灣館	5	5
13630	美和	5	5
13631	三千六百	5	5
13632	指標性	5	5
13633	造句	5	5
13634	上游	5	5
13635	醒目	5	5
13636	修造	5	5
13637	封為	5	5
13638	陡坡	5	5
13639	就學區	5	5
13640	執導	5	5
13641	艾比	5	5
13642	島國	5	5
13643	前所未有	5	5
13644	換人	5	5
13645	捷運站	5	5
13646	勝地	5	5
13647	聿	5	5
13648	升降機	5	5
13649	疫區	5	5
13650	素描	5	5
13651	國宴	5	5
13652	到任	5	5
13653	有錢	5	5
13654	液	5	5
13655	網界	5	5
13656	開導	5	5
13657	王業	5	5
13658	呼應	5	5
13659	阻隔	5	5
13660	湧現	5	5
13661	觸角	5	5
13662	幸安	5	5
13663	收場	5	5
13664	鳳甲	5	5
13665	後段	5	5
13666	泳技	5	5
13667	協理	5	5
13668	眼眶	5	5
13669	了得	5	5
13670	肺部	5	5
13671	趴下	5	5
13672	挖出	5	5
13673	憤怒	5	5
13674	懸崖	5	5
13675	竹東	5	5
13676	刨	5	5
13677	遊蕩	5	5
13678	貝克漢	5	5
13679	勝投	5	5
13680	拿掉	5	5
13681	勞務	5	5
13682	葉子軒	5	5
13683	正途	5	5
13684	堪薩斯市	5	5
13685	有禮	5	5
13686	認同感	5	5
13687	健保費	5	5
13688	廣播劇	5	5
13689	尤	5	5
13690	續辦	5	5
13691	錄音	5	5
13692	結構性	5	5
13693	貝克	5	5
13694	局面	5	5
13695	永福	5	5
13696	單科	5	5
13697	電視劇	5	5
13698	日軍	5	5
13699	風行	5	5
13700	泡泡	5	5
13701	深怕	5	5
13702	破洞	5	5
13703	閃耀	5	5
13704	民德	5	5
13705	擊中	5	5
13706	施以	5	5
13707	殘忍	5	5
13708	炒作	5	5
13709	潛移默化	5	5
13710	總級	5	5
13711	出走	5	5
13712	末期	5	5
13713	北歐人	5	5
13714	付諸	5	5
13715	憂慮	5	5
13716	集會	5	5
13717	迎合	5	5
13718	思	5	5
13719	照相關	5	5
13720	吳經國	5	5
13721	西南風	5	5
13722	星球	5	5
13723	拋出	5	5
13724	暴露量	5	5
13725	碧潭	5	5
13726	文藻	5	5
13727	浪花弟	5	5
13728	矽谷	5	5
13729	管弦樂	5	5
13730	低調	5	5
13731	降至	5	5
13732	臺客舞	5	5
13733	許紘琳	5	5
13734	二十億	5	5
13735	冷凍	5	5
13736	電量	5	5
13737	翻閱	5	5
13738	山坡	5	5
13739	張秀毓	5	5
13740	復發	5	5
13741	當地人	5	5
13742	維琪	5	5
13743	高薪	5	5
13744	濾水器	5	5
13745	物體	5	5
13746	白衣	5	5
13747	成見	5	5
13748	動畫片	5	5
13749	波折	5	5
13750	張育慈	5	5
13751	障礙物	5	5
13752	糰	5	5
13753	統籌	5	5
13754	男女生組	5	5
13755	陳葦綾	5	5
13756	吳連賞	5	5
13757	麻糬	5	5
13758	舊傷	5	5
13759	記住	5	5
13760	屈居	5	5
13761	岩石	5	5
13762	曼城隊	5	5
13763	結為	5	5
13764	見聞	5	5
13765	茶行	5	5
13766	增廣	5	5
13767	陳超明	5	5
13768	轉機	5	5
13769	替補	5	5
13770	高大	5	5
13771	傳輸	5	5
13772	浮	5	5
13773	鈣	5	5
13774	失常	5	5
13775	包覆	5	5
13776	暢銷	5	5
13777	大法官	5	5
13778	倍數	5	5
13779	早點	5	5
13780	液化區	5	5
13781	駁回	5	5
13782	壓倒性	5	5
13783	張永賢	5	5
13784	高票	5	5
13785	大炮	5	5
13786	初任	5	5
13787	吳澤民	5	5
13788	瀛	5	5
13789	水族館	5	5
13790	黃立民	5	5
13791	意圖	5	5
13792	發炎	5	5
13793	增溫	5	5
13794	三百一十五	5	5
13795	公權力	5	5
13796	多樣化	5	5
13797	鐵絲	5	5
13798	劑	5	5
13799	潔昕	5	5
13800	舞蹈社	5	5
13801	客座	5	5
13802	飆到	5	5
13803	大城	5	5
13804	鄭景隆	5	5
13805	財	5	5
13806	反面	5	5
13807	念出	5	5
13808	收益	5	5
13809	梅雨	5	5
13810	求變	5	5
13811	敏捷	5	5
13812	量測	5	5
13813	吳麗秋	5	5
13814	龍津	5	5
13815	猜測	5	5
13816	羅勃	5	5
13817	便當袋	5	5
13818	畫成	5	5
13819	優等獎	5	5
13820	一大早	5	5
13821	灌	5	5
13822	擊	5	5
13823	小兵	5	5
13824	后	5	5
13825	改制為	5	5
13826	林寬裕	5	5
13827	吹起	5	5
13828	叱吒	5	5
13829	一百四十五	5	5
13830	消保處	5	5
13831	事假	5	5
13832	父女倆	5	5
13833	無獨有偶	5	5
13834	縱	5	5
13835	加菜	5	5
13836	白線斑蚊	5	5
13837	共和國	5	5
13838	陳家宜	5	5
13839	爆炸案	5	5
13840	繁瑣	5	5
13841	感官	5	5
13842	心理學	5	5
13843	平心而論	5	5
13844	教育性	5	5
13845	開立	5	5
13846	穗	5	5
13847	虐	5	5
13848	辛巴	5	5
13849	目不轉睛	5	5
13850	許願	5	5
13851	灌進	5	5
13852	深植	5	5
13853	蘊藏	5	5
13854	光臘樹	5	5
13855	寶座	5	5
13856	散文類	5	5
13857	本土語	5	5
13858	大偶	5	5
13859	拜會	5	5
13860	奧運史	5	5
13861	泳	5	5
13862	甘藷	5	5
13863	獎勵金	5	5
13864	舉動	5	5
13865	馬尼拉	5	5
13866	盛行率	5	5
13867	六百萬	5	5
13868	吳彥呈	5	5
13869	蘇姵文	5	5
13870	土國	5	5
13871	第二十八	5	5
13872	鏈結	5	5
13873	權威	5	5
13874	問號	5	5
13875	七成二	5	5
13876	營建	5	5
13877	珍珠	5	5
13878	接機	5	5
13879	揮汗	5	5
13880	一等獎	5	5
13881	熟齡	5	5
13882	扶起	5	5
13883	一百五十七	5	5
13884	徐匯	5	5
13885	調適	5	5
13886	揚才	5	5
13887	偵探	5	5
13888	南端	5	5
13889	本質	5	5
13890	排骨	5	5
13891	筆跡	5	5
13892	之初	5	5
13893	歸納	5	5
13894	不正	5	5
13895	臺西	5	5
13896	高義	5	5
13897	袁孝維	5	5
13898	好壞	5	5
13899	八十九	5	5
13900	南庄	5	5
13901	沈瑞章	5	5
13902	腦筋	5	5
13903	與否	5	5
13904	考古展	5	5
13905	聲望	5	5
13906	星光	5	5
13907	重組	5	5
13908	上石	5	5
13909	擊劍	5	5
13910	差異化	5	5
13911	寄給	5	5
13912	併發症	5	5
13913	凱	5	5
13914	四五十	5	5
13915	踏	5	5
13916	自覺	5	5
13917	七號	5	5
13918	疲累	5	5
13919	吟唱	5	5
13920	全盛	5	5
13921	美耐皿	5	5
13922	追查	5	5
13923	講授	5	5
13924	言叔夏	5	5
13925	占領	5	5
13926	兒保	5	5
13927	太早	5	5
13928	八成五	5	5
13929	點出	5	5
13930	籌款	5	5
13931	發函	5	5
13932	特產品	5	5
13933	武術隊	5	5
13934	戴維宣	5	5
13935	郭昭蓉	5	5
13936	原稿	5	5
13937	全面性	5	5
13938	西雅圖	5	5
13939	總會長	5	5
13940	林來瘋	5	5
13941	環山	5	5
13942	風範	5	5
13943	荒廢	5	5
13944	加國	5	5
13945	演繹	5	5
13946	佩	5	5
13947	小隊長	5	5
13948	黃啟思	5	5
13949	側門	5	5
13950	長才	5	5
13951	天神	5	5
13952	醛	5	5
13953	列隊	5	5
13954	調為	5	5
13955	大武鄉	5	5
13956	抗體	5	5
13957	中華白	5	5
13958	大腦	5	5
13959	超前	5	5
13960	管制署	5	5
13961	嫁到	5	5
13962	聞到	5	5
13963	一九六○年	5	5
13964	吳姓	5	5
13965	大專組	5	5
13966	時序	5	5
13967	三十二萬	5	5
13968	總獎金	5	5
13969	學問	5	5
13970	保持人	5	5
13971	魔方	5	5
13972	雀躍	5	5
13973	指向	5	5
13974	保管	5	5
13975	戲法	5	5
13976	尖峰	5	5
13977	法國隊	5	5
13978	技藝班	5	5
13979	海口	5	5
13980	命案	5	5
13981	睡著	5	5
13982	暫居	5	5
13983	舞步	5	5
13984	亮紅燈	5	5
13985	叛軍	5	5
13986	優	5	5
13987	發問	5	5
13988	商場	5	5
13989	俄亥俄州	5	5
13990	地緣	5	5
13991	骨架	5	5
13992	環法賽	5	5
13993	產假	5	5
13994	選系	5	5
13995	莊美玲	5	5
13996	去處	5	5
13997	騎到	5	5
13998	腦炎	5	5
13999	圖利	5	5
14000	吳郭魚	5	5
14001	套用	5	5
14002	盛裝	5	5
14003	體驗車	5	5
14004	地帶	5	5
14005	傳至	5	5
14006	應對	5	5
14007	看過	5	5
14008	抵抗	5	5
14009	嚕嚕	5	5
14010	綠活圖	5	5
14011	降幅	5	5
14012	義式	5	5
14013	西北西	5	5
14014	落地	5	5
14015	高下	5	5
14016	寄宿	5	5
14017	林欣逸	5	5
14018	雛鳥	5	5
14019	大坪	5	5
14020	造勢	5	5
14021	周淑菁	5	5
14022	拼板舟	5	5
14023	匠師	5	5
14024	柱子	5	5
14025	農損	5	5
14026	類群	5	5
14027	生化	5	5
14028	拔起	5	5
14029	救難	5	5
14030	小農	5	5
14031	海牙	5	5
14032	長短	5	5
14033	交叉	5	5
14034	梳	5	5
14035	陳修平	5	5
14036	煎	5	5
14037	杜鵑	5	5
14038	一百一十三	5	5
14039	腳趾	5	5
14040	沖泡	5	5
14041	防檢局	5	5
14042	李秉穎	5	5
14043	長安	5	5
14044	興致	5	5
14045	異口同聲	5	5
14046	招聘	5	5
14047	出事	5	5
14048	登機	5	5
14049	獨步	5	5
14050	哲理	5	5
14051	平常心	5	5
14052	計時	5	5
14053	勞力	5	5
14054	馬德里	5	5
14055	王柏融	5	5
14056	伊斯蘭教	5	5
14057	類流感	5	5
14058	吳常熙	5	5
14059	現身說法	5	5
14060	紙盒	5	5
14061	水里	5	5
14062	防堵	5	5
14063	樂在其中	5	5
14064	菩薩	5	5
14065	體認到	5	5
14066	殘酷	5	5
14067	護欄	5	5
14068	嘗到	5	5
14069	改名	5	5
14070	燜	5	5
14071	強颱尼伯特	5	5
14072	官校	5	5
14073	輪胎	5	5
14074	譯者	5	5
14075	牛隻	5	5
14076	外野	5	5
14077	影星	5	5
14078	尤以	5	5
14079	感同身受	5	5
14080	港區	5	5
14081	雪山	5	5
14082	埃德薩	5	5
14083	藍領	5	5
14084	學門	5	5
14085	花車	5	5
14086	日新	5	5
14087	電光	5	5
14088	招呼	5	5
14089	愛書人	5	5
14090	擊破器	5	5
14091	校服	5	5
14092	陳沁紅	5	5
14093	護送	5	5
14094	隻身	5	5
14095	輕取	5	5
14096	個資	5	5
14097	南光	5	5
14098	開闢	5	5
14099	英雄式	5	5
14100	存廢	5	5
14101	顏慶祥	5	5
14102	遮住	5	5
14103	公論	5	5
14104	公益獎	5	5
14105	林麗美	5	5
14106	爭霸戰	5	5
14107	翻牆	5	5
14108	同歡	5	5
14109	同學會	5	5
14110	西半部	5	5
14111	參與權	5	5
14112	總召集人	5	5
14113	違者	5	5
14114	保險金	5	5
14115	球數	5	5
14116	手掌	5	5
14117	大都會隊	5	5
14118	列印機	5	5
14119	家燕	5	5
14120	中級	5	5
14121	遊騎兵隊	5	5
14122	邱坤玉	5	5
14123	基因型	5	5
14124	擴音器	5	5
14125	字典	5	5
14126	註明	5	5
14127	草叢	5	5
14128	杖	5	5
14129	事發	5	5
14130	現金	5	5
14131	上映	5	5
14132	窒息	5	5
14133	體現	5	5
14134	引燃	5	5
14135	中庭	5	5
14136	張彩	5	5
14137	益	5	5
14138	適齡	5	5
14139	柏叡	5	5
14140	出版商	5	5
14141	投擲	5	5
14142	作好	5	5
14143	鷺科	5	5
14144	假如	5	5
14145	水力	5	5
14146	捏	5	5
14147	下定決心	5	5
14148	合歡	5	5
14149	電風扇	5	5
14150	吉林	5	5
14151	中止	5	5
14152	麵團	5	5
14153	評選出	5	5
14154	自然課	5	5
14155	走完	5	5
14156	一九四八年	5	5
14157	定價制	5	5
14158	椅	5	5
14159	選秀	5	5
14160	唐傳義	5	5
14161	掃	5	5
14162	保濟宮	5	5
14163	成藥	5	5
14164	畏	5	5
14165	蓪草	5	5
14166	手續	5	5
14167	橫向	5	5
14168	變化球	5	5
14169	來往	5	5
14170	騤	5	5
14171	晚期	5	5
14172	低估	5	5
14173	莫大	5	5
14174	校車	5	5
14175	鄒佩芝	5	5
14176	位階	5	5
14177	大橋	5	5
14178	普通科	5	5
14179	涉案	5	5
14180	單車隊	5	5
14181	古金水	5	5
14182	轟動	5	5
14183	延聘	5	5
14184	赤馬	5	5
14185	挺身而出	5	5
14186	桃園站	5	5
14187	婆	5	5
14188	裂縫	5	5
14189	褲管	5	5
14190	通用	5	5
14191	棒球迷	5	5
14192	拉埃斯	5	5
14193	惠明	5	5
14194	禁得起	5	5
14195	亂象	5	5
14196	史蒂芬	5	5
14197	一百一十年	5	5
14198	毒物	5	5
14199	林依淳	5	5
14200	僑校	5	5
14201	挺進	5	5
14202	抒發	5	5
14203	鐵軌	5	5
14204	性霸凌	5	5
14205	晴	5	5
14206	雙龍	5	5
14207	闢	5	5
14208	退位	5	5
14209	邱鉦元	5	5
14210	貼有	5	5
14211	篩	5	5
14212	過夜	5	5
14213	增建	5	5
14214	抱歉	5	5
14215	茶會	5	5
14216	熟	5	5
14217	陳清圳	5	5
14218	李麗芬	5	5
14219	逃稅	5	5
14220	警惕	5	5
14221	指責	5	5
14222	北門區	5	5
14223	出巡	5	5
14224	關掉	5	5
14225	交往	5	5
14226	左腦	5	5
14227	一一九	5	5
14228	渣打	5	5
14229	福袋	5	5
14230	清單	5	5
14231	黑鷹	5	5
14232	交朋友	5	5
14233	酵素	5	5
14234	感染症	5	5
14235	下鄉	5	5
14236	出售	5	5
14237	飛天	5	5
14238	鐵塔	5	5
14239	陳若雅	5	5
14240	天皇	5	5
14241	斯庫林	5	5
14242	股東	5	5
14243	高爾夫球	5	5
14244	茫然	5	5
14245	卑南鄉	5	5
14246	早晚	5	5
14247	求生	5	5
14248	年段	5	5
14249	元月	5	5
14250	姐弟	5	5
14251	停班	5	5
14252	喜願	5	5
14253	仙子	5	5
14254	樟山	5	5
14255	壟斷	5	5
14256	楊勝凱	5	5
14257	危樓	5	5
14258	簡劭安	5	5
14259	生生不息	5	5
14260	無不	5	5
14261	海濱	5	5
14262	臺化廠	5	5
14263	成年禮	5	5
14264	呂昀宸	5	5
14265	年初	5	5
14266	育有	5	5
14267	中場	5	5
14268	大武山	5	5
14269	蒲瓜	5	5
14270	檢驗出	5	5
14271	四萬五千	5	5
14272	七夕	5	5
14273	水瓶	5	5
14274	年會	5	5
14275	李世捸	5	5
14276	八成八	5	5
14277	餉潭	5	5
14278	醫學生	5	5
14279	道明	5	5
14280	杉林	5	5
14281	撲滅	5	5
14282	嘉賓	5	5
14283	阻燃劑	5	5
14284	準時	5	5
14285	韓式	5	5
14286	秀朗	5	5
14287	風場	5	5
14288	轎	5	5
14289	董陽孜	5	5
14290	久而久之	5	5
14291	新湖	5	5
14292	蠟燭	5	5
14293	租	5	5
14294	黑人	5	5
14295	長袖	5	5
14296	新娘	5	5
14297	陳威辰	5	5
14298	陡	5	5
14299	語詞	5	5
14300	白板	5	5
14301	不須	5	5
14302	愁	5	5
14303	涵義	5	5
14304	比序	5	5
14305	新塭	5	5
14306	指令	5	5
14307	行文	5	5
14308	簡陋	5	5
14309	兩萬八千	5	5
14310	抗震	5	5
14311	三義	5	5
14312	進程	5	5
14313	適量	5	5
14314	寧靜	5	5
14315	批判	5	5
14316	亞瑟	5	5
14317	名副其實	5	5
14318	梧棲	5	5
14319	快門	5	5
14320	點閱	5	5
14321	進來	5	5
14322	郵輪式	5	5
14323	村里	5	5
14324	地主國	5	5
14325	罐	5	5
14326	材料系	5	5
14327	林惠媚	5	5
14328	主審	5	5
14329	艾蜜拉	5	5
14330	歷時	5	5
14331	一百一十學年	5	5
14332	運行	5	5
14333	排成	5	5
14334	安理會	5	5
14335	鳳凰木	5	5
14336	親屬	5	5
14337	櫻花樹	5	5
14338	展延	5	5
14339	超時	5	5
14340	吳宗鴻	5	5
14341	嚴重性	5	5
14342	小偷	5	5
14343	金控	5	5
14344	企業界	5	5
14345	文君	5	5
14346	張翔鈞	5	5
14347	泛舟	5	5
14348	隆重	5	5
14349	河東	5	5
14350	擅自	5	5
14351	神情	5	5
14352	征服	5	5
14353	氣孔	5	5
14354	核發	5	5
14355	聚餐	5	5
14356	奧運會	5	5
14357	絕大多數	5	5
14358	國美館	5	5
14359	指揮部	5	5
14360	馬拉拉	5	5
14361	巴赫	5	5
14362	啟明	5	5
14363	確立	5	5
14364	三萬六千	5	5
14365	髒亂	5	5
14366	富裕	5	5
14367	升降	5	5
14368	競標	5	5
14369	發源地	5	5
14370	藝能	5	5
14371	監	5	5
14372	搜救隊	5	5
14373	王信鈞	5	5
14374	脊髓炎	5	5
14375	元年	5	5
14376	合作社	5	5
14377	犁	5	5
14378	擴張	5	5
14379	弱勢兒	5	5
14380	木馬	5	5
14381	生醫	5	5
14382	生產力	5	5
14383	主場館	5	5
14384	布拉瑞揚	5	5
14385	微薄	5	5
14386	賴祥慶	5	5
14387	夜景	5	5
14388	文豪	5	5
14389	電班	5	5
14390	笑話	5	5
14391	文學院	5	5
14392	跨海	5	5
14393	星空	5	5
14394	試驗所	5	5
14395	天鵝	5	5
14396	林欽榮	5	5
14397	勒令	5	5
14398	用以	5	5
14399	也就是說	5	5
14400	李行	5	5
14401	性教育	5	5
14402	兌	5	5
14403	致命	5	5
14404	健行	5	5
14405	汪庭宇	5	5
14406	蓮	5	5
14407	李盈萱	5	5
14408	記過	5	5
14409	十多萬	5	5
14410	事務所	5	5
14411	凡是	5	5
14412	淵源	5	5
14413	陳宏曜	5	5
14414	福利社	5	5
14415	飲水機	5	5
14416	史匹柏	5	5
14417	綠洲	5	5
14418	穿戴式	5	5
14419	霧峰	5	5
14420	赤壁	5	5
14421	山莊	5	5
14422	延到	5	5
14423	面對面	5	5
14424	忠信	5	5
14425	擊倒	5	5
14426	爆	5	5
14427	愛米莉亞	5	5
14428	毫克	5	5
14429	新款	5	5
14430	親職	5	5
14431	水池	5	5
14432	燉	5	5
14433	不顧	5	5
14434	入口處	5	5
14435	大笑	5	5
14436	展示區	5	5
14437	五六年級	5	5
14438	暱稱為	5	5
14439	碰	5	5
14440	來義鄉	5	5
14441	百分之八十	5	5
14442	齊慕夷	5	5
14443	奶油	5	5
14444	拉文	5	5
14445	好運	5	5
14446	堪薩斯	5	5
14447	紅樓夢	5	5
14448	運轉	5	5
14449	陸豐	5	5
14450	延至	5	5
14451	試鏡	5	5
14452	長城	5	5
14453	往生	5	5
14454	授予	5	5
14455	鍋爐	5	5
14456	資訊系	5	5
14457	身兼	5	5
14458	東側	5	5
14459	瀑布	5	5
14460	圍棋隊	5	5
14461	練就	5	5
14462	楠梓區	5	5
14463	刷卡	5	5
14464	復甦	5	5
14465	膠帶	5	5
14466	掙扎	5	5
14467	郭水恩	5	5
14468	吳大猷	5	5
14469	備審	5	5
14470	還原	5	5
14471	剖開	5	5
14472	望子成龍	5	5
14473	激起	5	5
14474	附載	5	5
14475	尾牙	5	5
14476	傳達給	5	5
14477	戲院	5	5
14478	薄弱	5	5
14479	礁石	5	5
14480	自發	5	5
14481	蔬食	5	5
14482	敗選	5	5
14483	行銷科	5	5
14484	折磨	5	5
14485	加尼	5	5
14486	落石	5	5
14487	螯	5	5
14488	脫鉤	5	5
14489	猴王	5	5
14490	麻豆	5	5
14491	煤	5	5
14492	仙境	5	5
14493	凍結	5	5
14494	毛筆	5	5
14495	風波	5	5
14496	體位	5	5
14497	奶	5	5
14498	紛擾	5	5
14499	信號	5	5
14500	蔡世鵬	5	5
14501	臺師	5	5
14502	強打	5	5
14503	中型	5	5
14504	祖父	5	5
14505	養活	5	5
14506	前置	5	5
14507	轉變為	5	5
14508	搬來	5	5
14509	基隆港	5	5
14510	聽從	5	5
14511	愛麗絲	5	5
14512	薄薄	5	5
14513	消防署	5	5
14514	工讀生	5	5
14515	異鄉	5	5
14516	鋅	5	5
14517	擂	5	5
14518	本名	5	5
14519	言行	5	5
14520	李宜紋	5	5
14521	雙眼	5	5
14522	暴雨	5	5
14523	晴朗	5	5
14524	十字	5	5
14525	陳雅芳	5	5
14526	組別	5	5
14527	蓄意	5	5
14528	壯大	5	5
14529	鼓掌	5	5
14530	最初	5	5
14531	拾穗	5	5
14532	不景氣	5	5
14533	梯田	5	5
14534	風景區	5	5
14535	天宮	5	5
14536	教育家	5	5
14537	送件	5	5
14538	次文化	5	5
14539	陳詩吟	5	5
14540	陳彥汝	5	5
14541	長假	5	5
