序位	詞彙	詞頻
434	行政院	227
435	人才	227
436	平臺	226
437	記者會	226
438	達	226
439	演出	224
440	金	224
441	資訊	223
442	分別	223
443	北市	223
444	強	223
445	期間	222
446	系統	221
447	桃園	220
448	是否	220
449	成立	220
450	推出	219
451	彰化縣	218
452	玩	218
453	球隊	218
454	平均	217
455	兔子	217
456	行動	217
457	例如	216
458	幫助	215
459	裡	215
460	個人	214
461	組	213
462	參賽	213
463	臺南	213
464	八月	213
465	互動	212
466	經驗	211
467	陳中興	211
468	措施	210
469	空間	210
470	同	210
471	教練	210
472	經濟	209
473	需求	209
474	顯示	209
475	看到	209
476	帶	208
477	目標	207
478	運用	207
479	當地	207
480	展出	207
481	七月	206
482	新聞	205
483	會議	204
484	導致	204
485	本土	203
486	覺得	203
487	很多	203
488	生命	202
489	獲獎	202
490	行為	202
491	嚴重	200
492	十月	200
493	衛福部	200
494	半	200
495	學	199
496	對於	197
497	投入	197
498	營養	196
499	培養	196
500	根據	196
501	沒	196
502	統計	196
503	開心	195
504	國內	195
505	連線	195
506	二十	195
507	包含	195
508	前往	195
509	六月	195
510	建立	194
511	醫院	194
512	知識	194
513	辦理	194
514	二二三	194
515	底	194
516	開放	193
517	加上	193
518	資料	192
519	單位	192
520	死亡	192
521	親子	192
522	氣候	192
523	書	192
524	支	191
525	颱風	191
526	占	190
527	弱勢	190
528	主要	190
529	亞運	190
530	階段	189
531	打造	189
532	九月	189
533	逾	188
534	莊舒仲	188
535	擊敗	188
536	發表	188
537	小學	188
538	就讀	187
539	在地	187
540	媽媽	186
541	方案	185
542	落實	185
543	常	185
544	選擇	185
545	最佳	185
546	受到	184
547	生態	184
548	五月	184
549	九	183
550	我們	183
551	非	183
552	智慧	183
553	美	182
554	感謝	182
555	招生	182
556	必須	181
557	愛	181
558	另	180
559	成長	180
560	解決	180
561	登場	180
562	加強	179
563	語言	179
564	避免	179
565	高市	179
566	最多	179
567	召開	178
568	面對	178
569	像	178
570	處	178
571	三月	177
572	實驗	177
573	因應	176
574	培育	176
575	保護	176
576	安排	175
577	自然	175
578	水	175
579	錦標賽	175
580	吃	174
581	勝	174
582	賽事	174
583	原本	173
584	入學	173
585	提醒	173
586	個案	173
587	呈現	173
588	公共	172
589	戰	172
590	事	172
591	行人	172
592	壓力	171
593	上課	171
594	繪本	170
595	青年	170
596	有趣	170
597	小時	170
598	考生	170
599	畢業生	170
600	百	170
601	行政	169
602	公司	169
603	公斤	169
604	不會	169
605	音樂	168
606	全面	168
607	中華	168
608	快	167
609	探索	166
610	須	166
611	正式	166
612	法	166
613	管理	166
614	女子	166
615	介紹	165
616	積極	165
617	除	165
618	三十	165
619	霸凌	164
620	使	163
621	彰化	163
622	藝術家	163
623	博物館	163
624	四月	161
625	興趣	161
626	學期	161
627	決賽	161
628	疾管署	161
629	寫	160
630	典禮	160
631	暨	160
632	請	159
633	新增	159
634	委員會	159
635	工程	159
636	精神	158
637	令	158
638	市立	158
639	立委	158
640	季	158
641	病毒	157
642	組織	157
643	長期	157
644	現在	156
645	影片	156
646	登革熱	156
647	融入	155
648	展開	155
649	展覽	155
650	吸引	154
651	特殊	154
652	觀察	154
653	引發	154
654	私立	154
655	經過	154
656	推廣	154
657	族群	153
658	表達	153
659	權益	152
660	難	152
661	職業	152
662	不足	152
663	狀況	152
664	年度	152
665	十五	152
666	展示	152
667	新冠	151
668	溝通	151
669	設置	151
670	比較	151
671	藉由	151
672	接受	151
673	聯合國	151
674	重視	150
675	六年級	150
676	思考	150
677	女性	150
678	隻	150
679	口罩	150
680	新生	150
681	機關	149
682	配合	149
683	品質	149
684	低	149
685	立法院	149
686	具	149
687	創新	149
688	文化部	149
689	幼兒	148
690	你	148
691	首度	148
692	之後	148
693	病例	148
694	數學	147
695	左	147
696	業者	147
697	高中職	147
698	連續	147
699	醫療	147
700	中小學	146
701	教室	146
702	機制	146
703	自主	146
704	靠	146
705	心理	146
706	十六	146
707	這些	145
708	線上	145
709	李榮茂	145
710	連	145
711	修正	145
712	性別	144
713	至少	144
714	隊	144
715	十一	144
716	方面	143
717	提高	143
718	我國	143
719	執行	143
720	類	142
721	得主	142
722	園區	142
723	不能	142
724	頒獎	142
725	準備	142
726	尤其	141
727	容易	141
728	奪	141
729	十八	141
730	課	141
731	強化	141
732	期待	140
733	說明	140
734	以下	140
735	由於	140
736	棒球	139
737	右	139
738	身體	139
739	書展	139
740	二月	139
741	間	139
742	暑假	139
743	特優	138
744	綜合	138
745	市長	138
746	引導	138
747	障礙	138
748	機器人	138
749	面	138
750	確診	137
751	人類	137
752	關注	137
753	機構	136
754	比率	136
755	中學	136
756	考量	136
757	分鐘	136
758	分析	135
759	生涯	135
760	已經	135
761	作業	135
762	通報	135
763	打	135
764	十一月	135
765	世界杯	135
766	至於	134
767	疫苗	134
768	決定	134
769	採	134
770	社群	134
771	大會	134
772	排名	134
773	關係	133
774	法國	133
775	達到	133
776	原住民	133
777	有效	133
778	擴大	132
779	需	132
780	搭配	132
781	奪冠	132
782	苗栗縣	132
783	教	132
784	男子	132
785	原因	131
786	得獎	131
787	關懷	131
788	動物園	131
789	志工	131
790	至今	131
791	戴	131
792	符合	131
793	零	130
794	發布	130
795	體育	130
796	晉級	129
797	知道	129
798	亞洲	129
799	第四	129
800	海	129
801	素養	129
802	開學	129
803	困難	128
804	最終	128
805	故宮	128
806	讀報	128
807	大賽	128
808	波	127
809	相當	127
810	公園	127
811	給予	127
812	五十	127
813	企業	126
814	送	126
815	四十	126
816	發揮	125
817	臺東縣	125
818	爭取	125
819	十二月	125
820	再度	125
821	人口	125
822	防疫	125
823	嘉義	125
824	不要	124
825	理事長	124
826	國中小	124
827	科大	124
828	陪伴	124
829	納入	124
830	中市	124
831	指揮	123
832	國語日報	123
833	家人	123
834	氣象局	123
835	少	123
836	注意	123
837	生物	123
838	肯定	123
839	近年	123
840	啟動	123
841	作家	123
842	地震	123
843	保障	122
844	加入	122
845	去	122
846	強調	122
847	不少	122
848	繼續	122
849	十三	122
850	代理	121
851	幾	121
852	應用	121
853	理解	121
854	多數	120
855	一樣	120
856	工會	120
857	學會	120
858	身心	120
859	見	120
860	情緒	120
861	然而	120
862	情況	120
863	基本	120
864	產生	120
865	負擔	119
866	長	119
867	印象	119
868	評估	119
869	趨勢	119
870	足球	119
871	英國	119
872	擁有	119
873	秒	119
874	豐富	118
875	預算	118
876	奧運	118
877	專家	118
878	報名	118
879	班級	118
880	醫師	118
881	影像	118
882	草案	118
883	少年	117
884	榮獲	117
885	感染	117
886	部	117
887	關鍵	117
888	五年級	117
889	有關	116
890	手	116
891	順利	116
892	十四	116
893	引起	116
894	時代	116
895	拿到	116
896	平等	116
897	組成	116
898	對手	116
899	人工	116
900	人力	115
901	風險	115
902	一一二學年度	115
903	創	115
904	專案	115
905	植物	115
906	推	115
907	教導	114
908	屏縣	114
909	感受	114
910	桃市	114
911	缺乏	114
912	人文	114
913	一百	114
914	維持	113
915	社團	113
916	結束	113
917	運動會	113
918	嘉義市	113
919	正	113
920	即使	113
921	教育處	113
922	德國	112
923	主辦	112
924	父母	112
925	面臨	112
926	接觸	112
927	漫畫	112
928	金門	112
929	印度	112
930	考試	112
931	變	112
932	讀	112
933	球	112
934	電影	112
935	學術	112
936	修法	111
937	價值	111
938	只要	111
939	就是	111
940	得到	111
941	實習	111
942	逐漸	111
943	友善	111
944	私校	111
945	下午	111
946	帶來	111
947	意見	111
948	文學	111
949	高達	111
950	規範	111
951	制度	110
952	治療	110
953	雖	110
954	宣導	110
955	皆	110
956	成	110
957	疾病	110
958	幼童	110
959	當時	110
960	系列	110
961	免費	110
962	受傷	110
963	美術館	110
964	薪資	109
965	功能	109
966	即日	109
967	手機	109
968	重新	109
969	變遷	109
970	最近	109
971	觀眾	109
972	闖關	109
973	寫作	109
974	攜手	108
975	效果	108
976	尊重	108
977	禁止	108
978	所有	108
979	近日	108
980	安打	108
981	降低	107
982	陸續	107
983	學費	107
984	回應	107
985	公里	107
986	標準	107
987	獎	107
988	均	107
989	以來	107
990	預估	106
991	流行	106
992	習慣	106
993	值得	106
994	國教署	106
995	越	106
996	中等	106
997	案	106
998	研發	105
999	責任	105
1000	共有	105
1001	退場	105
1002	雙方	105
1003	檢討	105
1004	部落	105
1005	充滿	104
1006	改變	104
1007	開發	104
1008	爸爸	104
1009	年齡	104
1010	科	104
1011	英文	104
1012	表揚	104
1013	唯一	104
1014	明顯	104
1015	食物	104
1016	記者	104
1017	全民	103
1018	王士誠	103
1019	飲食	103
1020	一月	103
1021	北部	103
1022	基礎	103
1023	史	103
1024	拿	103
1025	還是	103
1026	後續	103
1027	籃球	103
1028	自我	102
1029	贏得	102
1030	流感	102
1031	公民	102
1032	現象	101
1033	一日	101
1034	後來	101
1035	遊客	101
1036	啟用	101
1037	即將	101
1038	條	101
1039	依據	101
1040	技職	100
1041	顆	100
1042	像是	100
1043	教育局長	100
1044	三年級	100
1045	工具	100
1046	動畫	100
1047	十七	100
1048	倍	100
1049	整合	100
1050	環保	100
1051	高級	100
1052	實際	99
1053	不斷	99
1054	數據	99
1055	食材	99
1056	設備	99
1057	具有	99
1058	中山	99
1059	市場	99
1060	學院	99
1061	自由	99
1062	穩定	98
1063	美食	98
1064	師資	98
1065	體育署	98
1066	投手	98
1067	條例	97
1068	人生	97
1069	路	97
1070	年輕	97
1071	症狀	97
1072	意義	97
1073	新竹	97
1074	學者	97
1075	出版	97
1076	圖書	97
1077	陳建仁	97
1078	大量	97
1079	反	97
1080	衝擊	96
1081	主動	96
1082	人物	96
1083	正在	96
1084	天氣	96
1085	傳承	96
1086	奪得	96
1087	參觀	96
1088	國人	95
1089	情形	95
1090	任務	95
1091	危機	95
1092	成就感	95
1093	維護	95
1094	快樂	95
1095	攝氏	95
1096	二十四	95
1097	地球	95
1098	道路	95
1099	太空	95
1100	整體	94
1101	方向	94
1102	二二三年	94
1103	主管	94
1104	嘉義縣	94
1105	感到	94
1106	動作	94
1107	應該	94
1108	賽	94
1109	拍攝	94
1110	下降	93
1111	辛苦	93
1112	學到	93
1113	培訓	93
1114	促進	93
1115	達成	93
1116	設施	93
1117	室	93
1118	邀	93
1119	公開	92
1120	聯合	92
1121	教育處長	92
1122	彩繪	92
1123	選舉	92
1124	歧視	92
1125	到校	92
1126	公益	91
1127	所以	91
1128	彈性	91
1129	氣溫	91
1130	份	91
1131	發放	91
1132	即	91
1133	爭議	91
1134	重點	91
1135	隨著	91
1136	資格	91
1137	裝置	91
1138	重	91
1139	臺東	91
1140	藝文	91
1141	南投縣	91
1142	候選人	91
1143	桌球	91
1144	今	90
1145	一般	90
1146	創下	90
1147	限制	90
1148	完全	90
1149	特展	90
1150	電腦	90
1151	戰爭	90
1152	進	90
1153	教材	90
1154	建築	90
1155	供	90
1156	期	90
1157	傳出	90
1158	不但	90
1159	生	90
1160	不當	90
1161	關心	89
1162	據	89
1163	公立	89
1164	就學	89
1165	遇到	89
1166	接種	89
1167	剛	89
1168	名單	89
1169	隊伍	89
1170	訂定	89
1171	保育	89
1172	太	89
1173	少子化	89
1174	代表隊	89
1175	銀牌	89
1176	各界	88
1177	變化	88
1178	產品	88
1179	臉書	88
1180	程序	88
1181	政治	88
1182	增	88
1183	原則	88
1184	第五	88
1185	國外	88
1186	冠軍戰	88
1187	程式	88
1188	擔心	87
1189	盼	87
1190	父親	87
1191	提案	87
1192	家鄉	87
1193	之間	87
1194	規模	87
1195	區域	87
1196	辦法	87
1197	十九	87
1198	內政部	87
1199	藉	87
1200	文教	87
1201	戶外	86
1202	女	86
1203	技巧	86
1204	錄取	86
1205	國科會	86
1206	掌握	86
1207	聯賽	86
1208	意外	86
1209	感覺	86
1210	觀念	86
1211	寫下	86
1212	大聯盟	86
1213	策略	85
1214	角色	85
1215	入選	85
1216	心	85
1217	停止	85
1218	但是	85
1219	完整	85
1220	優秀	85
1221	美元	85
1222	首次	85
1223	加拿大	85
1224	戲劇	85
1225	獲選	84
1226	評審	84
1227	開	84
1228	從小	84
1229	視野	84
1230	儘速	84
1231	以色列	84
1232	轉型	84
1233	學測	84
1234	小組	84
1235	大眾	84
1236	一一二年	84
1237	小朋友	84
1238	屬於	84
1239	降雨	84
1240	兩百	84
1241	當天	84
1242	範圍	84
1243	揭曉	83
1244	找到	83
1245	畫	83
1246	新竹縣	83
1247	概念	83
1248	直接	83
1249	上升	83
1250	高中生	83
1251	陽明	83
1252	訊息	83
1253	籃板	83
1254	確保	83
1255	土耳其	83
1256	詹姆斯	83
1257	營隊	83
1258	杭州	83
1259	季後賽	83
1260	澳洲	82
1261	國語日報社	82
1262	詐騙	82
1263	發	82
1264	市府	82
1265	條件	82
1266	方法	82
1267	觀光	82
1268	居民	82
1269	讀者	82
1270	劇場	82
1271	文物	82
1272	成大	82
1273	種子	82
1274	突破	81
1275	空氣	81
1276	審議	81
1277	二十一	81
1278	恐	81
1279	適合	81
1280	文字	81
1281	走	81
1282	速度	81
1283	近期	81
1284	特教	81
1285	文章	81
1286	對象	80
1287	花	80
1288	師大	80
1289	取代	80
1290	違規	80
1291	大專校院	80
1292	緊急	80
1293	一定	80
1294	高溫	80
1295	名額	80
1296	提前	80
1297	迎戰	80
1298	勇奪	80
1299	法律	80
1300	態度	79
1301	舞臺	79
1302	一一一學年度	79
1303	森林	79
1304	建置	79
1305	張	79
1306	助攻	79
1307	高教	79
1308	測驗	79
1309	負責	79
1310	新臺幣	79
1311	上午	79
1312	六十	79
1313	菲律賓	79
1314	正確	79
1315	監測	79
1316	研究所	79
1317	稱	79
1318	大谷翔平	79
1319	面向	78
1320	辦	78
1321	因素	78
1322	真的	78
1323	審查	78
1324	技能	78
1325	參考	78
1326	數	78
1327	終於	78
1328	花蓮縣	78
1329	四年級	78
1330	聽	78
1331	敗	78
1332	確定	77
1333	出生	77
1334	報	77
1335	歷經	77
1336	成年	77
1337	民主	77
1338	找	77
1339	象徵	77
1340	國民	77
1341	違反	77
1342	原	77
1343	理念	77
1344	模式	77
1345	潘文忠	77
1346	願意	77
1347	就業	77
1348	香港	77
1349	人士	77
1350	球星	77
1351	設立	77
1352	輪	77
1353	幾乎	77
1354	攻擊	77
1355	館	77
1356	二十五	77
1357	課綱	77
1358	十分	76
1359	衛生	76
1360	同意	76
1361	形成	76
1362	農業	76
1363	中正	76
1364	歡迎	76
1365	放棄	76
1366	新竹市	76
1367	寒假	76
1368	貢獻	76
1369	暴力	76
1370	反映	76
1371	案件	76
1372	縣長	76
1373	銅牌	76
1374	停課	76
1375	欣賞	75
1376	力量	75
1377	實作	75
1378	什麼	75
1379	深刻	75
1380	能源	75
1381	獎學金	75
1382	數量	75
1383	旅行	75
1384	照片	75
1385	高工	75
1386	國手	75
1387	不得	75
1388	舞蹈	75
1389	這樣	74
1390	深入	74
1391	雲林縣	74
1392	城市	74
1393	行政院長	74
1394	系	74
1395	二十日	74
1396	聲音	74
1397	春節	74
1398	快速	74
1399	花蓮	74
1400	南市	74
1401	巴黎	74
1402	累積	74
1403	性	74
1404	管教	74
1405	銀	74
1406	好手	73
1407	難以	73
1408	手作	73
1409	造形	73
1410	年輕人	73
1411	世代	73
1412	費用	73
1413	導師	73
1414	設	73
1415	料理	73
1416	廠商	73
1417	幸福	73
1418	歐洲	73
1419	某	73
1420	論壇	73
1421	網球	73
1422	必要	73
1423	模擬	73
1424	人權	73
1425	性平	73
1426	學年	73
1427	湖人隊	73
1428	書法	72
1429	合唱團	72
1430	能夠	72
1431	獎金	72
1432	屬	72
1433	優異	72
1434	記憶	72
1435	翻轉	72
1436	彰縣	72
1437	立即	72
1438	假	72
1439	孩童	72
1440	傷害	72
1441	感動	72
1442	蒐集	72
1443	成效	72
1444	重大	72
1445	南部	72
1446	前天	72
1447	場域	72
1448	依法	72
1449	預賽	72
1450	飛機	72
1451	正常	71
1452	確實	71
1453	車	71
1454	師長	71
1455	升學	71
1456	質疑	71
1457	儀式	71
1458	大學生	71
1459	身	71
1460	偏	71
1461	發起	71
1462	節	71
1463	對話	71
1464	蛋	71
1465	新高	71
1466	梅西	71
1467	評量	71
1468	常見	71
1469	晚上	71
1470	國中生	71
1471	問卷	71
1472	河堤	71
1473	詹伯望	71
1474	威脅	71
1475	共識	71
1476	得分	71
1477	入	71
1478	減輕	70
1479	之前	70
1480	日常	70
1481	夢想	70
1482	開設	70
1483	身分	70
1484	穿	70
1485	證書	70
1486	同步	70
1487	開幕	70
1488	退休	70
1489	邊	70
1490	保持	70
1491	戰績	70
1492	對上	70
1493	赴	70
1494	全壘打	70
1495	提	69
1496	明天	69
1497	事故	69
1498	歷程	69
1499	福利	69
1500	尋求	69
1501	烏克蘭	69
1502	籲	69
1503	點	69
1504	大專	69
1505	公分	69
1506	終身	69
1507	回憶	69
1508	探討	69
1509	西班牙	69
1510	累計	69
1511	任何	69
1512	開打	69
1513	合併	69
1514	奪下	69
1515	學科	68
1516	技藝	68
1517	待	68
1518	母親	68
1519	還要	68
1520	整	68
1521	公私立	68
1522	小孩	68
1523	長者	68
1524	案例	68
1525	羅一鈞	68
1526	免	68
1527	美感	68
1528	距離	68
1529	運輸	68
1530	亦	68
1531	電子	68
1532	性騷擾	68
1533	市	68
1534	隊史	68
1535	執行長	67
1536	打破	67
1537	克服	67
1538	操作	67
1539	恢復	67
1540	溫度	67
1541	和平	67
1542	波蘭	67
1543	公告	67
1544	法人	67
1545	善用	67
1546	長輩	67
1547	二二一年	67
1548	會考	67
1549	旁	67
1550	看見	67
1551	領先	67
1552	熱門	67
1553	確認	67
1554	八成	67
1555	火山	67
1556	進口	67
1557	展	66
1558	食品	66
1559	記錄	66
1560	課堂	66
1561	愛心	66
1562	批	66
1563	檢測	66
1564	學雜費	66
1565	員工	66
1566	意願	66
1567	美好	66
1568	繼	66
1569	三成	66
1570	大型	66
1571	減	65
1572	幫	65
1573	管道	65
1574	禮物	65
1575	樂趣	65
1576	周邊	65
1577	祝福	65
1578	響應	65
1579	委員	65
1580	辨識	65
1581	而是	65
1582	碳	65
1583	高等	65
1584	客家	65
1585	書籍	65
1586	便	65
1587	時期	65
1588	核心	65
1589	破	65
1590	場地	65
1591	採用	65
1592	救援	65
1593	廁所	65
1594	溜冰	65
1595	衝突	65
1596	防治	65
1597	銅	65
1598	人次	64
1599	部會	64
1600	優先	64
1601	同樣	64
1602	極	64
1603	網站	64
1604	二十二	64
1605	交通部	64
1606	周年	64
1607	縣	64
1608	校院	64
1609	核定	64
1610	差異	64
1611	語文	64
1612	縣府	64
1613	反而	64
1614	域	64
1615	創造	64
1616	職場	64
1617	衛生局	64
1618	專題	63
1619	取消	63
1620	助	63
1621	考驗	63
1622	事項	63
1623	布袋戲	63
1624	兔	63
1625	實體	63
1626	如今	63
1627	傳	63
1628	進步	63
1629	輔助	63
1630	一萬	63
1631	瑞典	63
1632	大考	63
1633	越南	63
1634	變成	63
1635	萬	63
1636	位於	63
1637	佳績	63
1638	校務	63
1639	領	63
1640	雙	63
1641	條文	63
1642	節目	63
1643	荷蘭	63
1644	迎接	62
1645	精采	62
1646	經常	62
1647	學子	62
1648	往	62
1649	段	62
1650	涉及	62
1651	出席	62
1652	檢驗	62
1653	外界	62
1654	回	62
1655	扮演	62
1656	連霸	62
1657	守護	62
1658	具備	62
1659	牠	62
1660	超級	62
1661	法規	62
1662	授課	62
1663	魚	62
1664	號	62
1665	留下	62
1666	獨立	62
1667	改革	62
1668	疑似	62
1669	情境	62
1670	預防	62
1671	大同	62
1672	患者	61
1673	獎項	61
1674	旅客	61
1675	好玩	61
1676	做好	61
1677	只有	61
1678	停辦	61
1679	代	61
1680	出發	61
1681	合理	61
1682	指	61
1683	檢視	61
1684	肺炎	61
1685	其次	61
1686	融合	61
1687	老	61
1688	寶寶	61
1689	鄰近	61
1690	付出	61
1691	經典	61
1692	主軸	61
1693	倫理	61
1694	危險	61
1695	標本	61
1696	現行	60
1697	示範	60
1698	建國	60
1699	工商	60
1700	男女	60
1701	國會	60
1702	採取	60
1703	農委會	60
1704	走讀	60
1705	苗栗	60
1706	緊張	60
1707	金門縣	60
1708	一一	60
1709	拍照	60
1710	而且	60
1711	有些	60
1712	當中	60
1713	現代	60
1714	景點	60
1715	院會	60
1716	第七	60
1717	捷運	60
1718	立法	60
1719	訪	60
1720	缺	60
1721	新冠肺炎	59
1722	經歷	59
1723	男性	59
1724	權利	59
1725	打擊	59
1726	或是	59
1727	並非	59
1728	門票	59
1729	進而	59
1730	來源	59
1731	劇團	59
1732	高年級	59
1733	抗議	59
1734	遠	59
1735	大選	59
1736	泰國	59
1737	捐贈	59
1738	警方	59
1739	展演	59
1740	列車	59
1741	實踐	59
1742	校友	59
1743	指標	59
1744	報紙	59
1745	第六	59
1746	上路	58
1747	一路	58
1748	堅持	58
1749	童軍	58
1750	何靜茹	58
1751	喜愛	58
1752	購買	58
1753	六千	58
1754	停招	58
1755	頒發	58
1756	發表會	58
1757	推荐	58
1758	女中	58
1759	印尼	58
1760	董事長	58
1761	阿媽	58
1762	虛擬	58
1763	相信	58
1764	適應	58
1765	對方	58
1766	鐵道	58
1767	待遇	58
1768	觀看	58
1769	球場	58
1770	二十二日	58
1771	狒狒	58
1772	研議	57
1773	抗	57
1774	適用	57
1775	受惠	57
1776	想像	57
1777	不再	57
1778	五日	57
1779	十三日	57
1780	導覽	57
1781	期盼	57
1782	進一步	57
1783	防災	57
1784	一直	57
1785	成員	57
1786	搭	57
1787	隊友	57
1788	約基奇	57
1789	基地	57
1790	影音	57
1791	原住民族	57
1792	困境	56
1793	回到	56
1794	滿	56
1795	因而	56
1796	定期	56
1797	片	56
1798	組合	56
1799	獨特	56
1800	自行	56
