序位	詞彙	詞頻	百萬詞頻
106	參加	963	1090
107	之	963	1090
108	臺北	956	1082
109	日前	940	1064
110	目前	924	1046
111	美國	917	1038
112	我	916	1037
113	二	909	1029
114	好	904	1023
115	國際	903	1022
116	用	902	1021
117	應	901	1020
118	民眾	900	1019
119	北市	897	1015
120	教學	897	1015
121	國家	894	1012
122	起	892	1009
123	學童	878	994
124	未來	863	977
125	生活	860	973
126	包括	858	971
127	內	848	960
128	共	843	954
129	只	837	947
130	高雄市	832	942
131	六	823	931
132	校園	823	931
133	指出	820	928
134	社會	819	927
135	閱讀	818	926
136	中心	809	915
137	發展	808	914
138	沒有	805	911
139	成為	800	905
140	家長	800	905
141	世界	799	904
142	工作	788	892
143	比	784	887
144	著	773	875
145	時間	773	875
146	推動	765	866
147	去年	747	845
148	作品	744	842
149	項	740	837
150	問題	739	836
151	認為	723	818
152	因	717	811
153	因此	706	799
154	外	706	799
155	圖片	706	799
156	做	693	784
157	師生	691	782
158	環境	691	782
159	參與	687	777
160	日本	687	777
161	影響	685	775
162	高	685	775
163	教育局	685	775
164	許多	682	772
165	分	664	751
166	種	663	750
167	孩子	658	745
168	研究	654	740
169	十	649	734
170	於	646	731
171	家	645	730
172	基金會	643	728
173	設計	639	723
174	他們	638	722
175	卻	635	718
176	除了	635	718
177	聯盟	631	714
178	開始	631	714
179	曾	626	708
180	藝術	625	707
181	本	625	707
182	其中	625	707
183	仍	623	705
184	使用	620	702
185	體驗	619	700
186	發現	617	698
187	服務	616	697
188	得	614	695
189	完成	614	695
190	攝影／	612	692
191	看	608	688
192	臺	606	686
193	以及	603	682
194	桃園市	583	660
195	鼓勵	583	660
196	又	580	656
197	把	580	656
198	增加	576	652
199	書	575	651
200	約	574	649
201	比賽	574	649
202	可能	570	645
203	圖	568	643
204	舉行	564	638
205	受	561	635
206	大家	559	632
207	未	559	632
208	調查	556	629
209	相關	550	622
210	向	546	618
211	超過	544	615
212	地	541	612
213	安全	538	609
214	家庭	535	605
215	科技	533	603
216	方式	530	600
217	月	529	598
218	合作	524	593
219	臺中市	520	588
220	該	518	586
221	因為	515	583
222	攝影	510	577
223	媽媽	508	575
224	公布	505	571
225	畢業	504	570
226	能力	503	569
227	要求	503	569
228	場	501	567
229	報導	499	564
230	創作	496	561
231	過	494	559
232	一起	493	558
233	第二	484	548
234	近	481	544
235	協助	481	544
236	機會	477	540
237	考生	472	534
238	運動	465	526
239	邀請	465	526
240	兒少	462	523
241	地區	461	521
242	成績	458	518
243	想	457	517
244	社區	456	516
245	製作	456	516
246	了解	455	515
247	故事	453	512
248	班	452	511
249	如果	451	510
250	無法	451	510
251	且	451	510
252	雖然	450	509
253	當	449	508
254	申請	447	506
255	日	447	506
256	不同	447	506
257	科學	444	502
258	愛	444	502
259	團體	443	501
260	右	441	499
261	表演	441	499
262	規畫	439	497
263	八	439	497
264	發生	438	495
265	造成	438	495
266	給	434	491
267	招生	434	491
268	七	432	489
269	創意	432	489
270	結合	431	488
271	總統	430	486
272	利用	428	484
273	需要	427	483
274	選手	427	483
275	健康	425	481
276	屆	425	481
277	傳統	419	474
278	實驗	419	474
279	代表	418	473
280	偏鄉	416	471
281	主任	416	471
282	特別	414	468
283	人數	414	468
284	網路	412	466
285	高雄	411	465
286	此	411	465
287	結果	410	464
288	臺南市	409	463
289	幫助	404	457
290	重要	404	457
291	英語	402	455
292	中國	402	455
293	演出	400	452
294	英國	400	452
295	政策	399	451
296	左	399	451
297	通過	399	451
298	人員	398	450
299	水	398	450
300	討論	398	450
301	進入	393	444
302	入學	392	443
303	最後	392	443
304	根據	391	442
305	特色	391	442
306	提出	390	441
307	至	390	441
308	團隊	390	441
309	資源	390	441
310	如	388	439
311	學	387	438
312	補助	383	433
313	必須	383	433
314	看到	383	433
315	過程	382	432
316	就讀	382	432
317	獲	382	432
318	達	381	431
319	幼兒園	380	430
320	無	379	429
321	十二	377	426
322	其他	375	424
323	件	374	423
324	先	374	423
325	明年	372	421
326	擔任	369	417
327	喜歡	368	416
328	共同	367	415
329	非	366	414
330	呼籲	365	413
331	主題	364	412
332	教授	364	412
333	遊戲	363	411
334	甚至	362	409
335	分享	362	409
336	規定	361	408
337	表現	356	403
338	較	356	403
339	裡	355	401
340	自	354	400
341	圖書館	352	398
342	出現	351	397
343	同學	350	396
344	更多	350	396
345	實施	347	392
346	內容	347	392
347	週	346	391
348	阮筱琪	346	391
349	首	345	390
350	部分	344	389
351	美聯社	344	389
352	行動	343	388
353	覺得	343	388
354	例如	342	387
355	不但	341	386
356	若	340	384
357	減少	337	381
358	教	335	379
359	很多	334	378
360	青少年	332	375
361	生態	331	374
362	建議	330	373
363	獎	330	373
364	帶領	330	373
365	經驗	329	372
366	臺大	329	372
367	專業	327	370
368	考試	326	369
369	以上	326	369
370	沒	326	369
371	宣布	325	367
372	國內	324	366
373	教室	324	366
374	來自	323	365
375	帶	321	363
376	經費	321	363
377	辦理	320	362
378	競賽	319	361
379	成立	319	361
380	冠軍	318	360
381	認識	318	360
382	嚴重	317	358
383	我們	316	357
384	努力	316	357
385	成功	316	357
386	志工	315	356
387	少	315	356
388	現場	314	355
389	動物	314	355
390	讀	313	354
391	多元	312	353
392	不僅	312	353
393	領域	312	353
394	接受	311	352
395	輔導	311	352
396	只要	311	352
397	提升	310	351
398	是否	309	349
399	親子	309	349
400	預計	309	349
401	作為	308	348
402	小時	308	348
403	顯示	306	346
404	委員會	305	345
405	吃	302	341
406	常	301	340
407	經濟	301	340
408	個人	301	340
409	針對	301	340
410	地方	301	340
411	媒體	298	337
412	歷史	296	335
413	受到	296	335
414	弱勢	296	335
415	如何	296	335
416	典禮	295	334
417	全球	294	332
418	球員	294	332
419	中央	294	332
420	協會	292	330
421	會議	291	329
422	紀錄	290	328
423	開心	290	328
424	照顧	290	328
425	指導	288	326
426	度	288	326
427	平均	288	326
428	九	287	324
429	畢業生	286	323
430	我國	286	323
431	彰化縣	286	323
432	對於	285	322
433	二十	284	321
434	另外	284	321
435	縣市	283	320
436	玩	282	319
437	不能	282	319
438	事	281	318
439	組	281	318
440	資料	281	318
441	資訊	281	318
442	產業	280	317
443	成果	280	317
444	級	279	315
445	午餐	278	314
446	支持	278	314
447	新聞	277	313
448	精神	277	313
449	行政	274	310
450	空氣	274	310
451	僅	273	309
452	參賽	271	306
453	興趣	271	306
454	事件	271	306
455	座	270	305
456	現在	270	305
457	過去	270	305
458	改善	270	305
459	持續	269	304
460	機器人	269	304
461	語言	268	303
462	應該	268	303
463	第三	267	302
464	這些	266	301
465	小學	265	300
466	今天	265	300
467	不會	265	300
468	智慧	265	300
469	新臺幣	264	298
470	像	264	298
471	例	264	298
472	非常	263	297
473	臺中	263	297
474	決定	262	296
475	經過	261	295
476	退休	261	295
477	方案	261	295
478	原本	260	294
479	處	259	293
480	投入	259	293
481	吸引	258	292
482	不過	258	292
483	不少	257	290
484	成長	257	290
485	培養	257	290
486	陳壁銘	256	289
487	位	256	289
488	快	254	287
489	臺南	254	287
490	北	254	287
491	由於	253	286
492	狀況	253	286
493	寫	251	284
494	同時	250	283
495	系統	250	283
496	展現	250	283
497	其	250	283
498	公園	250	283
499	空間	250	283
500	品質	249	281
501	占	248	280
502	一樣	248	280
503	加上	247	279
504	單位	247	279
505	美	247	279
506	公司	247	279
507	議題	247	279
508	已經	245	277
509	挑戰	244	276
510	令	244	276
511	互動	243	275
512	課	243	275
513	階段	243	275
514	國立	242	274
515	技術	242	274
516	處理	242	274
517	前往	241	272
518	南韓	241	272
519	名額	240	271
520	目標	240	271
521	自然	240	271
522	訓練	240	271
523	統計	240	271
524	音樂	239	270
525	知識	238	269
526	管理	238	269
527	推出	238	269
528	立法院	237	268
529	六年級	237	268
530	經	237	268
531	間	236	267
532	人才	235	266
533	練習	235	266
534	最多	235	266
535	屏東縣	235	266
536	高中職	235	266
537	安排	235	266
538	十五	234	264
539	海洋	234	264
540	報名	233	263
541	十分	233	263
542	國語日報	232	262
543	校方	232	262
544	關懷	231	261
545	感謝	230	260
546	保護	230	260
547	創新	230	260
548	避免	230	260
549	三十	229	259
550	除	229	259
551	交流	229	259
552	環保	229	259
553	導致	228	258
554	請	228	258
555	交通	227	257
556	長	226	255
557	加強	226	255
558	上課	225	254
559	選擇	224	253
560	意見	224	253
561	中學	223	252
562	桃園	223	252
563	建立	223	252
564	隊	222	251
565	解決	222	251
566	陳景清	222	251
567	重視	221	250
568	主要	221	250
569	錄取	221	250
570	新生	221	250
571	市長	221	250
572	不要	220	249
573	站	220	249
574	醫院	219	247
575	公共	219	247
576	長期	219	247
577	分別	218	246
578	暑假	218	246
579	不足	217	245
580	國教	217	245
581	發表	217	245
582	網	216	244
583	總	216	244
584	行政院	214	242
585	依	214	242
586	手	214	242
587	不斷	214	242
588	同	213	241
589	立委	212	240
590	難	212	240
591	審查	212	240
592	須	211	238
593	生命	211	238
594	有趣	211	238
595	你	211	238
596	營養	211	238
597	頒獎	210	237
598	開放	210	237
599	積極	210	237
600	草案	210	237
601	八月	210	237
602	家人	210	237
603	運用	210	237
604	半	208	235
605	球隊	207	234
606	課綱	207	234
607	設置	207	234
608	業者	207	234
609	強調	207	234
610	父母	206	233
611	花	206	233
612	之後	206	233
613	面對	206	233
614	底	205	232
615	推廣	204	230
616	展開	204	230
617	標準	204	230
618	修	204	230
619	阿媽	203	229
620	配合	203	229
621	少子化	202	228
622	市立	202	228
623	壓力	201	227
624	職業	200	226
625	老師	200	226
626	提高	200	226
627	培育	200	226
628	測驗	199	225
629	九月	199	225
630	獲獎	199	225
631	送	199	225
632	百	199	225
633	發揮	198	224
634	比率	198	224
635	人口	198	224
636	幼兒	198	224
637	期間	198	224
638	表達	196	221
639	符合	195	220
640	中華	195	220
641	公民	195	220
642	太	194	219
643	另	194	219
644	學期	194	219
645	爸爸	194	219
646	原住民	193	218
647	科	193	218
648	展出	193	218
649	幾	192	217
650	繼續	192	217
651	具	192	217
652	所以	191	216
653	三年級	191	216
654	引發	191	216
655	影片	190	215
656	加入	190	215
657	公尺	190	215
658	衛福部	189	213
659	正式	189	213
660	寫作	189	213
661	連	189	213
662	五年級	189	213
663	中小學	188	212
664	張彩鳳	188	212
665	組成	188	212
666	最佳	188	212
667	公里	188	212
668	制度	187	211
669	平臺	187	211
670	數學	187	211
671	使	187	211
672	一定	186	210
673	臺東	186	210
674	正	186	210
675	容易	186	210
676	知道	186	210
677	當地	186	210
678	關係	185	209
679	生	185	209
680	組織	185	209
681	項目	185	209
682	當時	185	209
683	數	184	208
684	父親	184	208
685	改變	184	208
686	設備	184	208
687	支	184	208
688	些	184	208
689	所有	184	208
690	保障	184	208
691	青年	184	208
692	低	184	208
693	障礙	184	208
694	報告	183	207
695	連續	183	207
696	英文	183	207
697	學者	183	207
698	調整	182	206
699	準備	182	206
700	措施	181	204
701	氣象局	181	204
702	達到	181	204
703	考	181	204
704	球	181	204
705	呈現	181	204
706	召開	180	203
707	教練	180	203
708	系	180	203
709	關心	180	203
710	部落	180	203
711	接觸	179	202
712	醫療	179	202
713	博物館	179	202
714	隻	179	202
715	去	179	202
716	思考	178	201
717	五月	178	201
718	落實	177	200
719	理事長	177	200
720	機構	177	200
721	身體	177	200
722	歡迎	177	200
723	讀報	177	200
724	嘉義縣	176	199
725	投手	176	199
726	條	176	199
727	以下	176	199
728	實習	175	198
729	完全	175	198
730	住民	175	198
731	企業	175	198
732	打造	175	198
733	但是	175	198
734	師資	174	197
735	記者會	174	197
736	從小	174	197
737	研發	174	197
738	特殊	174	197
739	取得	173	195
740	數位	173	195
741	權益	173	195
742	提醒	172	194
743	七月	172	194
744	金牌	171	193
745	六月	171	193
746	漫畫	170	192
747	分析	170	192
748	少年	170	192
749	民國	170	192
750	因應	170	192
751	尤其	170	192
752	遭	170	192
753	局	169	191
754	夢想	169	191
755	亞洲	169	191
756	畫	169	191
757	價值	168	190
758	此外	168	190
759	跨	168	190
760	比較	168	190
761	預算	167	189
762	強	167	189
763	最近	166	187
764	公益	166	187
765	原因	166	187
766	三月	166	187
767	十八	166	187
768	報	165	186
769	審議	165	186
770	電影	165	186
771	表揚	165	186
772	一般	164	185
773	開	164	185
774	世大運	164	185
775	工會	164	185
776	辛苦	164	185
777	修正	164	185
778	一百	164	185
779	得獎	164	185
780	免費	164	185
781	相當	164	185
782	颱風	164	185
783	見	163	184
784	分鐘	163	184
785	體育	163	184
786	十一	163	184
787	全面	163	184
788	下午	163	184
789	教導	163	184
790	有效	163	184
791	變成	162	183
792	中山	162	183
793	文學	162	183
794	而且	161	182
795	參觀	161	182
796	類	161	182
797	這樣	161	182
798	還是	161	182
799	困難	161	182
800	修法	160	181
801	作業	160	181
802	五十	160	181
803	教育局長	160	181
804	打	159	180
805	融入	159	180
806	臉	159	180
807	心	159	180
808	聽	159	180
809	作家	159	180
810	快樂	158	178
811	首度	158	178
812	毒品	157	177
813	新竹縣	157	177
814	多數	157	177
815	棒球	157	177
816	高達	157	177
817	大會	157	177
818	會考	157	177
819	專家	157	177
820	空汙	157	177
821	家扶	156	176
822	學院	156	176
823	私立	156	176
824	學會	156	176
825	人生	156	176
826	委員	156	176
827	擔心	156	176
828	四月	156	176
829	說明	155	175
830	張	155	175
831	基本	155	175
832	值得	154	174
833	終於	154	174
834	電腦	154	174
835	排名	154	174
836	需	154	174
837	注意	154	174
838	程式	153	173
839	汙染	153	173
840	十六	153	173
841	期待	153	173
842	行為	153	173
843	方面	153	173
844	需求	153	173
845	同意	153	173
846	四年級	153	173
847	基礎	152	172
848	觀念	152	172
849	產生	152	172
850	手機	152	172
851	引起	151	170
852	溝通	151	170
853	地震	151	170
854	擴大	151	170
855	觀察	151	170
856	至少	150	169
857	介紹	150	169
858	維持	150	169
859	於是	150	169
860	習慣	150	169
861	結束	150	169
862	找到	149	168
863	車	149	168
864	尊重	149	168
865	招	149	168
866	至於	149	168
867	陪伴	149	168
868	國民	149	168
869	登場	149	168
870	抗議	149	168
871	工程	149	168
872	公立	149	168
873	擁有	148	167
874	自由	148	167
875	機關	148	167
876	減	148	167
877	倍	148	167
878	豐富	148	167
879	食物	148	167
880	建設	148	167
881	設立	148	167
882	私校	147	166
883	宣導	147	166
884	邊	146	165
885	得到	146	165
886	醫師	145	164
887	機制	145	164
888	關注	145	164
889	情況	144	163
890	女	144	163
891	十三	144	163
892	路	144	163
893	建築	144	163
894	系列	143	161
895	幫	143	161
896	闖關	143	161
897	苗栗縣	143	161
898	大專	143	161
899	初	143	161
900	勞工	142	160
901	探索	142	160
902	藉	141	159
903	順利	141	159
904	人類	141	159
905	獨立	140	158
906	教材	140	158
907	限制	140	158
908	雖	140	158
909	能夠	139	157
910	金	139	157
911	社團	139	157
912	市場	139	157
913	執行	139	157
914	意義	139	157
915	適合	139	157
916	生物	139	157
917	戶外	139	157
918	應用	138	156
919	公開	138	156
920	四十	138	156
921	時代	138	156
922	維護	138	156
923	人工	138	156
924	季	137	155
925	人文	137	155
926	投票	137	155
927	從事	137	155
928	感動	137	155
929	遇到	137	155
930	找	137	155
931	文教	137	155
932	小學生	136	153
933	環保署	136	153
934	大賽	136	153
935	幸福	136	153
936	主辦	136	153
937	國外	135	152
938	重新	135	152
939	充滿	135	152
940	到校	135	152
941	降低	135	152
942	變	134	151
943	成	134	151
944	原則	134	151
945	電視	134	151
946	趨勢	134	151
947	女孩	134	151
948	什麼	134	151
949	肯定	133	150
950	出版	133	150
951	屏東	133	150
952	衛生	133	150
953	故宮	133	150
954	照片	133	150
955	班級	133	150
956	長者	133	150
957	條例	133	150
958	一年級	132	149
959	國語日報社	132	149
960	動手	132	149
961	改革	132	149
962	人士	132	149
963	遊	132	149
964	藉由	132	149
965	技巧	131	148
966	即日	131	148
967	回應	131	148
968	素養	131	148
969	農委會	131	148
970	補習班	131	148
971	母親	131	148
972	居民	131	148
973	語文	131	148
974	金門	131	148
975	地球	131	148
976	即使	131	148
977	文化部	131	148
978	規範	131	148
979	中華隊	131	148
980	幫忙	130	147
981	近年	130	147
982	臺東縣	130	147
983	滿	130	147
984	電子	130	147
985	死亡	129	146
986	第四	129	146
987	考量	129	146
988	不再	129	146
989	南	129	146
990	靠	129	146
991	經常	129	146
992	友善	129	146
993	採	129	146
994	節目	129	146
995	功能	129	146
996	依據	129	146
997	國人	129	146
998	各界	128	144
999	十四	128	144
1000	發起	128	144
1001	自我	128	144
1002	實際	128	144
1003	舞蹈	128	144
1004	越	127	143
1005	後來	127	143
1006	族群	127	143
1007	負責	127	143
1008	薪資	127	143
1009	園區	127	143
1010	缺乏	127	143
1011	明顯	127	143
1012	人力	127	143
1013	現象	127	143
1014	二月	126	142
1015	放棄	126	142
1016	十月	126	142
1017	上學	126	142
1018	幾乎	126	142
1019	跟	126	142
1020	小朋友	126	142
1021	學測	126	142
1022	節	125	141
1023	院校	125	141
1024	榮獲	125	141
1025	以來	125	141
1026	開學	125	141
1027	負擔	125	141
1028	引導	125	141
1029	帶來	125	141
1030	得主	125	141
1031	優秀	125	141
1032	海	125	141
1033	法	125	141
1034	代	124	140
1035	偏	124	140
1036	大陸	124	140
1037	女性	124	140
1038	經營	124	140
1039	納入	124	140
1040	拿	124	140
1041	攝	124	140
1042	一直	124	140
1043	志願	124	140
1044	推荐	124	140
1045	舞臺	124	140
1046	參考	124	140
1047	印象	124	140
1048	客家	124	140
1049	提案	123	139
1050	展示	123	139
1051	玩具	123	139
1052	感覺	123	139
1053	北韓	122	138
1054	邀	122	138
1055	錦標賽	122	138
1056	市府	122	138
1057	管道	122	138
1058	法國	122	138
1059	一日	122	138
1060	具有	122	138
1061	一月	121	137
1062	上午	121	137
1063	至今	121	137
1064	樹	121	137
1065	繪本	121	137
1066	國中小	121	137
1067	穿	121	137
1068	權利	121	137
1069	預估	120	135
1070	直	120	135
1071	升學	120	135
1072	城市	120	135
1073	買	120	135
1074	近日	120	135
1075	搭配	119	134
1076	即將	119	134
1077	排	119	134
1078	主動	119	134
1079	甄選	119	134
1080	贏得	118	133
1081	周年	118	133
1082	住	118	133
1083	份	118	133
1084	段	118	133
1085	字	118	133
1086	人民	118	133
1087	香港	118	133
1088	附近	118	133
1089	師長	118	133
1090	看見	118	133
1091	心理	118	133
1092	檢討	118	133
1093	杯	118	133
1094	聯合	117	132
1095	遠	117	132
1096	性別	117	132
1097	上網	117	132
1098	勝	117	132
1099	方向	117	132
1100	剛	117	132
1101	數據	117	132
1102	動物園	117	132
1103	年輕	117	132
1104	雲林縣	117	132
1105	爭議	117	132
1106	受傷	116	131
1107	原	116	131
1108	學術	116	131
1109	或是	116	131
1110	其實	116	131
1111	依照	116	131
1112	啟動	116	131
1113	身心	116	131
1114	通報	115	130
1115	感染	115	130
1116	就業	115	130
1117	大型	115	130
1118	隨著	115	130
1119	保育	115	130
1120	群	115	130
1121	感到	115	130
1122	欣賞	115	130
1123	科技部	114	129
1124	而是	114	129
1125	重	114	129
1126	試辦	114	129
1127	觀眾	114	129
1128	彩繪	114	129
1129	供	114	129
1130	達成	114	129
1131	那	114	129
1132	逐漸	114	129
1133	年齡	113	127
1134	職棒	113	127
1135	衝擊	113	127
1136	小組	113	127
1137	回憶	113	127
1138	導覽	113	127
1139	博士	113	127
1140	選	113	127
1141	福利	113	127
1142	對象	112	126
1143	人權	112	126
1144	家鄉	112	126
1145	力量	112	126
1146	夢	112	126
1147	法官	112	126
1148	評估	112	126
1149	堅持	112	126
1150	成員	112	126
1151	成就感	112	126
1152	紙	111	125
1153	危機	111	125
1154	基地	111	125
1155	感受	111	125
1156	六十	111	125
1157	為主	111	125
1158	朋友	111	125
1159	川普	111	125
1160	處長	111	125
1161	專案	110	124
1162	女生	110	124
1163	市政府	110	124
1164	決賽	110	124
1165	爭取	110	124
1166	真	110	124
1167	南投縣	110	124
1168	回到	110	124
1169	效果	109	123
1170	質疑	109	123
1171	創造	109	123
1172	造形	109	123
1173	面臨	109	123
1174	技職	109	123
1175	決議	109	123
1176	評審	109	123
1177	傑出	109	123
1178	偏遠	109	123
1179	正確	108	122
1180	自主	108	122
1181	之外	108	122
1182	陸續	108	122
1183	念	108	122
1184	有關	108	122
1185	題目	108	122
1186	責任	108	122
1187	圖書	108	122
1188	愛心	108	122
1189	穩定	108	122
1190	本土	108	122
1191	成效	108	122
1192	民	108	122
1193	老	108	122
1194	走	108	122
1195	暨	108	122
1196	德國	108	122
1197	熱情	107	121
1198	願意	107	121
1199	國文	107	121
1200	水庫	107	121
1201	人次	107	121
1202	明天	107	121
1203	免試	106	120
1204	前天	106	120
1205	拍攝	106	120
1206	印度	106	120
1207	十二月	106	120
1208	給予	105	118
1209	錢	105	118
1210	騎	105	118
1211	創	105	118
1212	聯合國	105	118
1213	再度	105	118
1214	顆	105	118
1215	中正	104	117
1216	數量	104	117
1217	蔡	104	117
1218	然而	104	117
1219	辦法	104	117
1220	兩成	104	117
1221	問卷	104	117
1222	禮物	104	117
1223	恐	104	117
1224	方法	104	117
1225	夠	104	117
1226	貢獻	104	117
1227	潘文忠	104	117
1228	特展	104	117
1229	執行長	104	117
1230	二十四	103	116
1231	記者	103	116
1232	疾病	103	116
1233	面	103	116
1234	時期	103	116
1235	今	103	116
1236	優異	103	116
1237	拿到	103	116
1238	公斤	102	115
1239	波	102	115
1240	種子	102	115
1241	獎金	102	115
1242	高中生	102	115
1243	大量	102	115
1244	清	102	115
1245	重點	102	115
1246	產品	102	115
1247	當中	102	115
1248	秒	102	115
1249	累積	102	115
1250	晚上	102	115
1251	市	102	115
1252	書展	102	115
1253	植物	102	115
1254	二十五	102	115
1255	概念	102	115
1256	促進	101	114
1257	整體	101	114
1258	勇敢	101	114
1259	雙	101	114
1260	學科	101	114
1261	零	101	114
1262	點	101	114
1263	和平	101	114
1264	大考	101	114
1265	桌	101	114
1266	長輩	101	114
1267	模式	101	114
1268	傳出	101	114
1269	前瞻	101	114
1270	長大	101	114
1271	收到	101	114
1272	即	100	113
1273	部	100	113
1274	治療	100	113
1275	直接	100	113
1276	食材	100	113
1277	作法	100	113
1278	十一月	100	113
1279	閩南語	100	113
1280	極	100	113
1281	轉型	100	113
1282	示範	100	113
1283	情形	100	113
1284	回	100	113
1285	畫作	100	113
1286	記錄	99	112
1287	垃圾	99	112
1288	越南	99	112
1289	規模	99	112
1290	魚	99	112
1291	程序	99	112
1292	大眾	99	112
1293	署長	99	112
1294	程度	99	112
1295	校慶	99	112
1296	留下	99	112
1297	門檻	99	112
1298	角色	99	112
1299	綠	99	112
1300	完整	99	112
1301	理念	99	112
1302	觀賞	99	112
1303	能源	98	110
1304	發布	98	110
1305	工藝	98	110
1306	民間	98	110
1307	縣長	98	110
1308	優先	98	110
1309	培訓	98	110
1310	郵報	98	110
1311	書法	98	110
1312	科大	98	110
1313	筆	98	110
1314	藝術家	98	110
1315	兼任	98	110
1316	技能	98	110
1317	唯一	98	110
1318	單車	98	110
1319	喝	97	109
1320	人物	97	109
1321	分校	97	109
1322	公告	97	109
1323	訂定	97	109
1324	天氣	97	109
1325	分組	97	109
1326	號	97	109
1327	社群	97	109
1328	區域	97	109
1329	發表會	97	109
1330	暴力	97	109
1331	平等	97	109
1332	開設	97	109
1333	寒假	96	108
1334	義賣	96	108
1335	名單	96	108
1336	女中	96	108
1337	任何	96	108
1338	蛋	96	108
1339	董事長	96	108
1340	女童	96	108
1341	喜愛	96	108
1342	條件	96	108
1343	法律	96	108
1344	知名	96	108
1345	特優	96	108
1346	速度	95	107
1347	身	95	107
1348	回收	95	107
1349	象徵	95	107
1350	技藝	95	107
1351	校友	95	107
1352	篇	95	107
1353	如今	95	107
1354	女兒	95	107
1355	足球	95	107
1356	賽事	95	107
1357	劇團	95	107
1358	管制	95	107
1359	彰化	94	106
1360	生涯	94	106
1361	國語	94	106
1362	比例	94	106
1363	資格	94	106
1364	歷程	94	106
1365	駕駛	94	106
1366	十九	94	106
1367	態度	94	106
1368	往	94	106
1369	別人	93	105
1370	突破	93	105
1371	簡單	93	105
1372	阿公	93	105
1373	傷害	93	105
1374	英	93	105
1375	美術	93	105
1376	所得	93	105
1377	營隊	93	105
1378	好玩	93	105
1379	土地	93	105
1380	區	93	105
1381	假日	93	105
1382	小小	93	105
1383	優良	93	105
1384	二年級	93	105
1385	展覽	93	105
1386	確定	93	105
1387	選出	93	105
1388	疾管署	93	105
1389	紀念	92	104
1390	電	92	104
1391	聯合會	92	104
1392	藝文	92	104
1393	開發	92	104
1394	運動會	92	104
1395	期	92	104
1396	攝氏	92	104
1397	創下	92	104
1398	山	92	104
1399	美麗	92	104
1400	外界	92	104
1401	雞	92	104
1402	讀者	92	104
1403	以前	92	104
1404	演講	92	104
1405	可愛	92	104
1406	題	92	104
1407	導師	92	104
1408	成本	91	103
1409	計算	91	103
1410	美術館	91	103
1411	公車	91	103
1412	反而	91	103
1413	老人	91	103
1414	進步	91	103
1415	選舉	91	103
1416	檢驗	91	103
1417	目的	91	103
1418	戲劇	91	103
1419	認真	91	103
1420	任務	91	103
1421	道	91	103
1422	分發	91	103
1423	國教署	90	101
1424	農業	90	101
1425	回家	90	101
1426	當天	90	101
1427	新增	90	101
1428	自行	90	101
1429	頭	90	101
1430	全壘打	90	101
1431	延後	90	101
1432	全民	90	101
1433	年輕人	90	101
1434	網站	90	101
1435	出	90	101
1436	身分	90	101
1437	操作	90	101
1438	攝影／李榮茂	90	101
1439	付出	89	100
1440	第五	89	100
1441	三成	89	100
1442	享受	89	100
1443	戰	89	100
1444	景	89	100
1445	白	89	100
1446	編列	89	100
1447	重大	89	100
1448	隊伍	89	100
1449	獎學金	89	100
1450	休	89	100
1451	並且	88	99
